기준월,연도,월,산업,수출액_천달러,수출액_USD,수출액_십억달러,KITA_YoY_%,전체수출_천달러,전체수출_USD,전년동월_수출액_USD,계산_YoY_%,전체수출대비_비중_%,MoM_%,3M_수출액_USD,3M_전년동기_USD,3M_YoY_%
2022-01-01,2022,1,무선통신기기 (812),1350522,1350522000,1.350522,-16.8,22521593,22521593000,,,5.996565163041531,,,,
2022-02-01,2022,2,무선통신기기 (812),1268830,1268830000,1.26883,-9.1,22355024,22355024000,,,5.675815870293855,-6.048920343393149,,,
2022-03-01,2022,3,무선통신기기 (812),1844725,1844725000,1.844725,23.6,26391597,26391597000,,,6.989819524752519,45.38787702056224,4464077000.0,,
2022-04-01,2022,4,무선통신기기 (812),1570091,1570091000,1.570091,-2.6,23144448,23144448000,,,6.783877498396159,-14.887530661751747,4683646000.0,,
2022-05-01,2022,5,무선통신기기 (812),1297984,1297984000,1.297984,-4.8,24098720,24098720000,,,5.386111793489447,-17.330651535484254,4712800000.0,,
2022-06-01,2022,6,무선통신기기 (812),1161915,1161915000,1.161915,-3.9,23714691,23714691000,,,4.899557831050803,-10.483103027464125,4029990000.0,,
2022-07-01,2022,7,무선통신기기 (812),1125359,1125359000,1.125359,-16.9,24898466,24898466000,,,4.519792504486019,-3.146185392218881,3585258000.0,,
2022-08-01,2022,8,무선통신기기 (812),1319624,1319624000,1.319624,-21.0,22194986,22194986000,,,5.945595099722072,17.262491347205653,3606898000.0,,
2022-09-01,2022,9,무선통신기기 (812),1670673,1670673000,1.670673,-7.8,24299379,24299379000,,,6.875373234846865,26.60219880814536,4115656000.0,,
2022-10-01,2022,10,무선통신기기 (812),1792302,1792302000,1.792302,-5.5,21896471,21896471000,,,8.18534639668648,7.280239759665719,4782599000.0,,
2022-11-01,2022,11,무선통신기기 (812),1628078,1628078000,1.628078,-18.9,21078451,21078451000,,,7.723897738026385,-9.162741546904485,5091053000.0,,
2022-12-01,2022,12,무선통신기기 (812),1200804,1200804000,1.200804,-33.3,22600071,22600071000,,,5.3132753432500275,-26.244074301108423,4621184000.0,,
2023-01-01,2023,1,무선통신기기 (812),1561729,1561729000,1.561729,15.6,17492602,17492602000,1350522000.0,15.638915915475637,8.927939937123133,30.056945180062698,4390611000.0,,
2023-02-01,2023,2,무선통신기기 (812),1243238,1243238000,1.243238,-2.0,18019429,18019429000,1268830000.0,-2.0169762694766002,6.899430609038721,-20.39348696220663,4005771000.0,,
2023-03-01,2023,3,무선통신기기 (812),1060397,1060397000,1.060397,-42.5,21206947,21206947000,1844725000.0,-42.517339982924284,5.000234121394278,-14.706838111447684,3865364000.0,4464077000.0,-13.41179822839077
2023-04-01,2023,4,무선통신기기 (812),1030796,1030796000,1.030796,-34.3,18773238,18773238000,1570091000.0,-34.34800912813334,5.49077362147116,-2.7915016734298526,3334431000.0,4683646000.0,-28.806938013675676
2023-05-01,2023,5,무선통신기기 (812),1141017,1141017000,1.141017,-12.1,19750914,19750914000,1297984000.0,-12.093138282135985,5.777033913468511,10.692804395826139,3232210000.0,4712800000.0,-31.416355457477508
2023-06-01,2023,6,무선통신기기 (812),1019472,1019472000,1.019472,-12.3,22793574,22793574000,1161915000.0,-12.259330501800903,4.472628996224989,-10.65233909748935,3191285000.0,4029990000.0,-20.81159010320125
2023-07-01,2023,7,무선통신기기 (812),951948,951948000,0.951948,-15.4,20431155,20431155000,1125359000.0,-15.409393802333305,4.659296060354885,-6.623428598333259,3112437000.0,3585258000.0,-13.187921203997032
2023-08-01,2023,8,무선통신기기 (812),1206005,1206005000,1.206005,-8.6,20973429,20973429000,1319624000.0,-8.60995253193334,5.750156543310109,26.688117418178315,3177425000.0,3606898000.0,-11.90699043887573
2023-09-01,2023,9,무선통신기기 (812),1610382,1610382000,1.610382,-3.6,22533828,22533828000,1670673000.0,-3.608785202131115,7.1465087955761435,33.53029216296781,3768335000.0,4115656000.0,-8.439019198883479
2023-10-01,2023,10,무선통신기기 (812),1712167,1712167000,1.712167,-4.5,23864352,23864352000,1792302000.0,-4.471065702097077,7.174579892217479,6.320550030986438,4528554000.0,4782599000.0,-5.311860768590471
2023-11-01,2023,11,무선통신기기 (812),1763197,1763197000,1.763197,8.3,23719020,23719020000,1628078000.0,8.299295242611215,7.4336840223584275,2.98043356751998,5085746000.0,5091053000.0,-0.10424169616777279
2023-12-01,2023,12,무선통신기기 (812),1164764,1164764000,1.164764,-3.0,26234525,26234525000,1200804000.0,-3.0013224472936417,4.4398135662833615,-33.940223355643184,4640128000.0,4621184000.0,0.4099382322798606
2024-01-01,2024,1,무선통신기기 (812),1340312,1340312000,1.340312,-14.2,23356174,23356174000,1561729000.0,-14.177683836312195,5.738576874791222,15.071550975133153,4268273000.0,4390611000.0,-2.7863547920779164
2024-02-01,2024,2,무선통신기기 (812),1032757,1032757000,1.032757,-16.9,21789998,21789998000,1243238000.0,-16.930064878969276,4.739591990784028,-22.946522899145872,3537833000.0,4005771000.0,-11.68159637682733
2024-03-01,2024,3,무선통신기기 (812),1114969,1114969000,1.114969,5.1,25284290,25284290000,1060397000.0,5.146374423918587,4.409730310797732,7.960439871141034,3488038000.0,3865364000.0,-9.761719724196738
2024-04-01,2024,4,무선통신기기 (812),1147486,1147486000,1.147486,11.3,23774108,23774108000,1030796000.0,11.320377649893864,4.826620624420483,2.916403953831903,3295212000.0,3334431000.0,-1.1761826830424704
2024-05-01,2024,5,무선통신기기 (812),1247166,1247166000,1.247166,9.3,25772539,25772539000,1141017000.0,9.303016519473427,4.839127413872571,8.686816222594441,3509621000.0,3232210000.0,8.582703475331122
2024-06-01,2024,6,무선통신기기 (812),1057943,1057943000,1.057943,3.8,26875943,26875943000,1019472000.0,3.773620069997019,3.936393971366884,-15.172238499125212,3452595000.0,3191285000.0,8.188237653484421
2024-07-01,2024,7,무선통신기기 (812),1459156,1459156000,1.459156,53.3,24048388,24048388000,951948000.0,53.28106157058998,6.067583407253742,37.923876806217336,3764265000.0,3112437000.0,20.94268896045124
2024-08-01,2024,8,무선통신기기 (812),1810037,1810037000,1.810037,50.1,26681129,26681129000,1206005000.0,50.085364488538595,6.7839595543352,24.04684625907032,4327136000.0,3177425000.0,36.183733683721876
2024-09-01,2024,9,무선통신기기 (812),1875484,1875484000,1.875484,16.5,28408117,28408117000,1610382000.0,16.462056828752438,6.601930004723649,3.6157824398064697,5144677000.0,3768335000.0,36.523875929289716
2024-10-01,2024,10,무선통신기기 (812),2048779,2048779000,2.048779,19.7,27278298,27278298000,1712167000.0,19.659998119342337,7.510655540166032,9.240014844168233,5734300000.0,4528554000.0,26.625408463717125
2024-11-01,2024,11,무선통신기기 (812),1700982,1700982000,1.700982,-3.5,26918154,26918154000,1763197000.0,-3.5285336805813583,6.319088597234416,-16.97581828005851,5625245000.0,5085746000.0,10.60806025310741
2024-12-01,2024,12,무선통신기기 (812),1351663,1351663000,1.351663,16.0,29842148,29842148000,1164764000.0,16.046083155042567,4.529375700435505,-20.536313729363386,5101424000.0,4640128000.0,9.94144989103749
2025-01-01,2025,1,무선통신기기 (812),1214244,1214244000,1.214244,-9.4,22298809,22298809000,1340312000.0,-9.405869678104795,5.445331183382933,-10.166661364556106,4266889000.0,4268273000.0,-0.032425292384064
2025-02-01,2025,2,무선통신기기 (812),1306634,1306634000,1.306634,26.5,22524508,22524508000,1032757000.0,26.519016574082777,5.800943576658811,7.6088496216575985,3872541000.0,3537833000.0,9.460819659944386
2025-03-01,2025,3,무선통신기기 (812),1245736,1245736000,1.245736,11.7,28201642,28201642000,1114969000.0,11.728308141302591,4.417246343315755,-4.660677741433328,3766614000.0,3488038000.0,7.986610237617819
2025-04-01,2025,4,무선통신기기 (812),1452266,1452266000,1.452266,26.6,25667221,25667221000,1147486000.0,26.560672635657422,5.65805702144381,16.578954128322533,4004636000.0,3295212000.0,21.52893349502247
2025-05-01,2025,5,무선통신기기 (812),1295407,1295407000,1.295407,3.9,27606858,27606858000,1247166000.0,3.8680496421486854,4.692337679282445,-10.800982740076549,3993409000.0,3509621000.0,13.78462232816593
2025-06-01,2025,6,무선통신기기 (812),1018108,1018108000,1.018108,-3.8,29075839,29075839000,1057943000.0,-3.76532573115943,3.5015601785386137,-21.40632249169566,3765781000.0,3452595000.0,9.071032078769736
2025-07-01,2025,7,무선통신기기 (812),1199892,1199892000,1.199892,-17.8,28423640,28423640000,1459156000.0,-17.76807962959409,4.221457913201828,17.85508020760076,3513407000.0,3764265000.0,-6.664196064836025
2025-08-01,2025,8,무선통신기기 (812),1554044,1554044000,1.554044,-14.1,29790627,29790627000,1810037000.0,-14.14297055806042,5.216553515305334,29.515323045740782,3772044000.0,4327136000.0,-12.828161629308621
2025-09-01,2025,9,무선통신기기 (812),1737187,1737187000,1.737187,-7.4,32635351,32635351000,1875484000.0,-7.373936541180837,5.323022265027883,11.784930156417705,4491123000.0,5144677000.0,-12.703499170113108
2025-10-01,2025,10,무선통신기기 (812),1824963,1824963000,1.824963,-10.9,31742446,31742446000,2048779000.0,-10.924360314118797,5.74928283724575,5.052766340065862,5116194000.0,5734300000.0,-10.77910119805382
2025-11-01,2025,11,무선통신기기 (812),1721850,1721850000,1.72185,1.2,31655063,31655063000,1700982000.0,1.2268207423711708,5.439414225774879,-5.6501419480833315,5284000000.0,5625245000.0,-6.066313556120662
2025-12-01,2025,12,무선통신기기 (812),1685851,1685851000,1.685851,24.7,36809564,36809564000,1351663000.0,24.72421010266612,4.5799265647373595,-2.090716380637103,5232664000.0,5101424000.0,2.5726150188653207
2026-01-01,2026,1,무선통신기기 (812),2025546,2025546000,2.025546,66.8,35671758,35671758000,1214244000.0,66.81540118789964,5.678290371895884,20.149764125062063,5433247000.0,4266889000.0,27.335091210481455
2026-02-01,2026,2,무선통신기기 (812),1466793,1466793000,1.466793,12.3,38839627,38839627000,1306634000.0,12.257372760849638,3.7765372978478915,-27.58530292572966,5178190000.0,3872541000.0,33.71556298564688
2026-03-01,2026,3,무선통신기기 (812),1785454,1785454000,1.785454,43.3,51158003,51158003000,1245736000.0,43.32523102808299,3.4900775935292083,21.725015049840035,5277793000.0,3766614000.0,40.12035743508626
2026-04-01,2026,4,무선통신기기 (812),1619500,1619500000,1.6195,11.5,49841650,49841650000,1452266000.0,11.51538354543864,3.2492905030230745,-9.294778806958902,4871747000.0,4004636000.0,21.652679544408038
2026-05-01,2026,5,무선통신기기 (812),1456283,1456283000,1.456283,12.4,54244928,54244928000,1295407000.0,12.418954043015052,2.684643622349356,-10.078234022846555,4861237000.0,3993409000.0,21.73150809245934
2026-06-01,2026,6,무선통신기기 (812),1544199,1544199000,1.544199,51.7,64592804,64592804000,1018108000.0,51.67339810707705,2.3906672328391254,6.037013410168224,4619982000.0,3765781000.0,22.683236226429514
2026-07-01,2026,7,무선통신기기 (812),1812587,1812587000,1.812587,51.1,60716167,60716167000,1199892000.0,51.06251229277301,2.9853449082185968,17.38040239632328,4813069000.0,3513407000.0,36.9915014115928
2022-01-01,2022,1,반도체 (831),10816405,10816405000,10.816405,24.2,22521593,22521593000,,,48.02682030529545,,,,
2022-02-01,2022,2,반도체 (831),10368372,10368372000,10.368372,23.8,22355024,22355024000,,,46.38050041905569,-4.142161836580637,,,
2022-03-01,2022,3,반도체 (831),13118510,13118510000,13.11851,38.0,26391597,26391597000,,,49.70714731662506,26.524299089577408,34303287000.0,,
2022-04-01,2022,4,반도체 (831),10817866,10817866000,10.817866,15.8,23144448,23144448000,,,46.74065244502699,-17.537388011290922,34304748000.0,,
2022-05-01,2022,5,반도체 (831),11544655,11544655000,11.544655,14.9,24098720,24098720000,,,47.9056771479979,6.718413779575383,35481031000.0,,
2022-06-01,2022,6,반도체 (831),12349404,12349404000,12.349404,10.7,23714691,23714691000,,,52.07491002096548,6.970749667270271,34711925000.0,,
2022-07-01,2022,7,반도체 (831),11211456,11211456000,11.211456,2.1,24898466,24898466000,,,45.02870176821335,-9.214598534471785,35105515000.0,,
2022-08-01,2022,8,반도체 (831),10782259,10782259000,10.782259,-7.8,22194986,22194986000,,,48.57970624536551,-3.8282003693365096,34343119000.0,,
2022-09-01,2022,9,반도체 (831),11498444,11498444000,11.498444,-5.6,24299379,24299379000,,,47.319908875037505,6.642253724381875,33492159000.0,,
2022-10-01,2022,10,반도체 (831),9226909,9226909000,9.226909,-17.4,21896471,21896471000,,,42.1387948770375,-19.755151218721423,31507612000.0,,
2022-11-01,2022,11,반도체 (831),8434508,8434508000,8.434508,-29.9,21078451,21078451000,,,40.01483790246257,-8.58793556975581,29159861000.0,,
2022-12-01,2022,12,반도체 (831),9060334,9060334000,9.060334,-29.1,22600071,22600071000,,,40.089847505346334,7.419828163065345,26721751000.0,,
2023-01-01,2023,1,반도체 (831),6000542,6000542000,6.000542,-44.5,17492602,17492602000,10816405000.0,-44.5236934082997,34.30331290908008,-33.7712936410512,23495384000.0,,
2023-02-01,2023,2,반도체 (831),5966533,5966533000,5.966533,-42.5,18019429,18019429000,10368372000.0,-42.45448562223655,33.11166519205464,-0.566765468852648,21027409000.0,,
2023-03-01,2023,3,반도체 (831),8597468,8597468000,8.597468,-34.5,21206947,21206947000,13118510000.0,-34.46307545597785,40.540809575277386,44.09487050519958,20564543000.0,34303287000.0,-40.05080912508472
2023-04-01,2023,4,반도체 (831),6378837,6378837000,6.378837,-41.0,18773238,18773238000,10817866000.0,-41.034239100391886,33.97835258893538,-25.805632542046098,20942838000.0,34304748000.0,-38.95061406660093
2023-05-01,2023,5,반도체 (831),7367168,7367168000,7.367168,-36.2,19750914,19750914000,11544655000.0,-36.185464182342386,37.30039025029424,15.493905864031321,22343473000.0,35481031000.0,-37.02699056292924
2023-06-01,2023,6,반도체 (831),8895572,8895572000,8.895572,-28.0,22793574,22793574000,12349404000.0,-27.96760070364529,39.02666602438038,20.746153745917017,22641577000.0,34711925000.0,-34.77291449552279
2023-07-01,2023,7,반도체 (831),7442710,7442710000,7.44271,-33.6,20431155,20431155000,11211456000.0,-33.61513437683741,36.42823912793966,-16.332417971548097,23705450000.0,35105515000.0,-32.47371531225222
2023-08-01,2023,8,반도체 (831),8558787,8558787000,8.558787,-20.6,20973429,20973429000,10782259000.0,-20.621578465143532,40.807762049782134,14.995572849136952,24897069000.0,34343119000.0,-27.504927551862725
2023-09-01,2023,9,반도체 (831),9934631,9934631000,9.934631,-13.6,22533828,22533828000,11498444000.0,-13.600214081140027,44.087631271526526,16.07522187431467,25936128000.0,33492159000.0,-22.56059694449677
2023-10-01,2023,10,반도체 (831),8939419,8939419000,8.939419,-3.1,23864352,23864352000,9226909000.0,-3.1157779923915996,37.45929912532299,-10.017604076084963,27432837000.0,31507612000.0,-12.932668461195984
2023-11-01,2023,11,반도체 (831),9519607,9519607000,9.519607,12.9,23719020,23719020000,8434508000.0,12.86499461497932,40.13490860920898,6.490220449449802,28393657000.0,29159861000.0,-2.627598259127506
2023-12-01,2023,12,반도체 (831),11028657,11028657000,11.028657,21.7,26234525,26234525000,9060334000.0,21.724618540552697,42.038714251544484,15.85201994157952,29487683000.0,26721751000.0,10.350863609199855
2024-01-01,2024,1,반도체 (831),9374016,9374016000,9.374016,56.2,23356174,23356174000,6000542000.0,56.21948817290172,40.1350666423362,-15.00310509248769,29922280000.0,23495384000.0,27.353866614821023
2024-02-01,2024,2,반도체 (831),9943446,9943446000,9.943446,66.7,21789998,21789998000,5966533000.0,66.65366637543109,45.63307440413716,6.074557585564189,30346119000.0,21027409000.0,44.31696743997322
2024-03-01,2024,3,반도체 (831),11670461,11670461000,11.670461,35.7,25284290,25284290000,8597468000.0,35.74300014841578,46.15696545166979,17.368375108589106,30987923000.0,20564543000.0,50.686173770066276
2024-04-01,2024,4,반도체 (831),9954719,9954719000,9.954719,56.1,23774108,23774108000,6378837000.0,56.05852602911785,41.87210304588505,-14.701578626585531,31568626000.0,20942838000.0,50.73709685382659
2024-05-01,2024,5,반도체 (831),11378438,11378438000,11.378438,54.4,25772539,25772539000,7367168000.0,54.44792354402668,44.149464668576115,14.301950662796203,33003618000.0,22343473000.0,47.71033133479294
2024-06-01,2024,6,반도체 (831),13419797,13419797000,13.419797,50.9,26875943,26875943000,8895572000.0,50.85929269079044,49.932376326292996,17.94059079110859,34752954000.0,22641577000.0,53.491755455019764
2024-07-01,2024,7,반도체 (831),11179944,11179944000,11.179944,50.2,24048388,24048388000,7442710000.0,50.213349707297475,46.48936968249181,-16.69066231031662,35978179000.0,23705450000.0,51.771761346019595
2024-08-01,2024,8,반도체 (831),11877945,11877945000,11.877945,38.8,26681129,26681129000,8558787000.0,38.7807057238368,44.51814988788518,6.243331809175423,36477686000.0,24897069000.0,46.51397720751789
2024-09-01,2024,9,반도체 (831),13620040,13620040000,13.62004,37.1,28408117,28408117000,9934631000.0,37.09658667745184,47.94418440335204,14.666636358393648,36677929000.0,25936128000.0,41.41636330604168
2024-10-01,2024,10,반도체 (831),12543863,12543863000,12.543863,40.3,27278298,27278298000,8939419000.0,40.32078594816957,45.98477148391003,-7.901423196995017,38041848000.0,27432837000.0,38.672671732785055
2024-11-01,2024,11,반도체 (831),12452837,12452837000,12.452837,30.8,26918154,26918154000,9519607000.0,30.81251148287949,46.26185361745088,-0.725661624333751,38616740000.0,28393657000.0,36.004812624171656
2024-12-01,2024,12,반도체 (831),14504474,14504474000,14.504474,31.5,29842148,29842148000,11028657000.0,31.516230852043,48.60398788987978,16.47525780671504,39501174000.0,29487683000.0,33.958215706537544
2025-01-01,2025,1,반도체 (831),10129969,10129969000,10.129969,8.1,22298809,22298809000,9374016000.0,8.064345100328406,45.42829619285945,-30.15969417436303,37087280000.0,29922280000.0,23.945367799512596
2025-02-01,2025,2,반도체 (831),9647383,9647383000,9.647383,-3.0,22524508,22524508000,9943446000.0,-2.9774687769209995,42.830604779469546,-4.7639435026898935,34281826000.0,30346119000.0,12.969391571950272
2025-03-01,2025,3,반도체 (831),13058341,13058341000,13.058341,11.9,28201642,28201642000,11670461000.0,11.8922465873456,46.303477648570954,35.35630336226934,32835693000.0,30987923000.0,5.962871406386294
2025-04-01,2025,4,반도체 (831),11663445,11663445000,11.663445,17.2,25667221,25667221000,9954719000.0,17.164984767525837,45.44101209866078,-10.682030741883676,34369169000.0,31568626000.0,8.871285687251639
2025-05-01,2025,5,반도체 (831),13794186,13794186000,13.794186,21.2,27606858,27606858000,11378438000.0,21.23092818188226,49.96651918881895,18.268539012272967,38515972000.0,33003618000.0,16.7022718539525
2025-06-01,2025,6,반도체 (831),14962293,14962293000,14.962293,11.5,29075839,29075839000,13419797000.0,11.494182810663967,51.45953999814073,8.468111130297928,40419924000.0,34752954000.0,16.306441173317232
2025-07-01,2025,7,반도체 (831),14707000,14707000000,14.707,31.5,28423640,28423640000,11179944000.0,31.548064999252222,51.74214140060879,-1.7062424856938652,43463479000.0,35978179000.0,20.805110786735483
2025-08-01,2025,8,반도체 (831),15095444,15095444000,15.095444,27.1,29790627,29790627000,11877945000.0,27.088010594425207,50.671790157353854,2.641218467396489,44764737000.0,36477686000.0,22.71813787749586
2025-09-01,2025,9,반도체 (831),16620982,16620982000,16.620982,22.0,32635351,32635351000,13620040000.0,22.033283309006425,50.929380229432795,10.105949848179364,46423426000.0,36677929000.0,26.57046694212206
2025-10-01,2025,10,반도체 (831),15701441,15701441000,15.701441,25.2,31742446,31742446000,12543863000.0,25.172293415513238,49.46512628547907,-5.53241078054233,47417867000.0,38041848000.0,24.64659182697959
2025-11-01,2025,11,반도체 (831),17258186,17258186000,17.258186,38.6,31655063,31655063000,12452837000.0,38.58838752968501,54.519512407857164,9.914663246513488,49580609000.0,38616740000.0,28.391492912141203
2025-12-01,2025,12,반도체 (831),20767819,20767819000,20.767819,43.2,36809564,36809564000,14504474000.0,43.182158829061976,56.419627790212346,20.33604806437943,53727446000.0,39501174000.0,36.01480806621089
2026-01-01,2026,1,반도체 (831),20541062,20541062000,20.541062,102.8,35671758,35671758000,10129969000.0,102.77517137515426,57.583542700642894,-1.0918671816236403,58567067000.0,37087280000.0,57.91685720818567
2026-02-01,2026,2,반도체 (831),25137332,25137332000,25.137332,160.6,38839627,38839627000,9647383000.0,160.56114907016755,64.72083781855062,22.376009575356903,66446213000.0,34281826000.0,93.82343577614564
2026-03-01,2026,3,반도체 (831),32827677,32827677000,32.827677,151.4,51158003,51158003000,13058341000.0,151.39240122462724,64.16919167075385,30.593322314396776,78506071000.0,32835693000.0,139.08760201893716
2026-04-01,2026,4,반도체 (831),31892551,31892551000,31.892551,173.4,49841650,49841650000,11663445000.0,173.44023142390608,63.98775120807597,-2.8485902307373134,89857560000.0,34369169000.0,161.44816012281237
2026-05-01,2026,5,반도체 (831),37158099,37158099000,37.158099,169.4,54244928,54244928000,13794186000.0,169.37507584717216,68.50059603729218,16.510275393147445,101878327000.0,38515972000.0,164.50929759737076
2026-06-01,2026,6,반도체 (831),44812600,44812600000,44.8126,199.5,64592804,64592804000,14962293000.0,199.5035587125583,69.37707797915074,20.599818629042343,113863250000.0,40419924000.0,181.70080181249227
2026-07-01,2026,7,반도체 (831),41006097,41006097000,41.006097,178.8,60716167,60716167000,14707000000.0,178.8202692595363,67.53736117762507,-8.494269468854743,122976796000.0,43463479000.0,182.94282655099926
2022-01-01,2022,1,선박해양구조물및부품 (746),770171,770171000,0.770171,-77.9,22521593,22521593000,,,3.4197003737701857,,,,
2022-02-01,2022,2,선박해양구조물및부품 (746),1733796,1733796000,1.733796,15.7,22355024,22355024000,,,7.755733118425639,125.11831788005523,,,
2022-03-01,2022,3,선박해양구조물및부품 (746),1503874,1503874000,1.503874,-35.7,26391597,26391597000,,,5.698306169194687,-13.261191051311695,4007841000.0,,
2022-04-01,2022,4,선박해양구조물및부품 (746),1017743,1017743000,1.017743,-16.7,23144448,23144448000,,,4.39735266099239,-32.32524799285047,4255413000.0,,
2022-05-01,2022,5,선박해양구조물및부품 (746),1963666,1963666000,1.963666,44.1,24098720,24098720000,,,8.148424480636315,92.94320864894183,4485283000.0,,
2022-06-01,2022,6,선박해양구조물및부품 (746),1249758,1249758000,1.249758,-35.9,23714691,23714691000,,,5.269973789664811,-36.35587722148268,4231167000.0,,
2022-07-01,2022,7,선박해양구조물및부품 (746),2534491,2534491000,2.534491,28.7,24898466,24898466000,,,10.179305825507482,102.79854179769204,5747915000.0,,
2022-08-01,2022,8,선박해양구조물및부품 (746),1193003,1193003000,1.193003,-26.9,22194986,22194986000,,,5.375101385511124,-52.92928639320479,4977252000.0,,
2022-09-01,2022,9,선박해양구조물및부품 (746),1181484,1181484000,1.181484,14.0,24299379,24299379000,,,4.862198330253625,-0.9655466080135566,4908978000.0,,
2022-10-01,2022,10,선박해양구조물및부품 (746),1406350,1406350000,1.40635,-8.8,21896471,21896471000,,,6.42272446550862,19.032504883688638,3780837000.0,,
2022-11-01,2022,11,선박해양구조물및부품 (746),1119802,1119802000,1.119802,-68.3,21078451,21078451000,,,5.312544076412446,-20.37529775660397,3707636000.0,,
2022-12-01,2022,12,선박해양구조물및부품 (746),2499615,2499615000,2.499615,76.0,22600071,22600071000,,,11.060208616158771,123.21937271053275,5025767000.0,,
2023-01-01,2023,1,선박해양구조물및부품 (746),1425949,1425949000,1.425949,85.1,17492602,17492602000,770171000.0,85.14706474276493,8.151726083975387,-42.953254801239396,5045366000.0,,
2023-02-01,2023,2,선박해양구조물및부품 (746),1551028,1551028000,1.551028,-10.5,18019429,18019429000,1733796000.0,-10.54149392431405,8.607531348523862,8.771632085018478,5476592000.0,,
2023-03-01,2023,3,선박해양구조물및부품 (746),1056919,1056919000,1.056919,-29.7,21206947,21206947000,1503874000.0,-29.72024252031753,4.983833835205039,-31.85687170057536,4033896000.0,4007841000.0,0.6501006402200193
2023-04-01,2023,4,선박해양구조물및부품 (746),1618756,1618756000,1.618756,59.1,18773238,18773238000,1017743000.0,59.053513509795685,8.622678730222246,53.15799980887845,4226703000.0,4255413000.0,-0.6746701201505001
2023-05-01,2023,5,선박해양구조물및부품 (746),988361,988361000,0.988361,-49.7,19750914,19750914000,1963666000.0,-49.667560572928394,5.004127910232407,-38.94317611795724,3664036000.0,4485283000.0,-18.309814564655113
2023-06-01,2023,6,선박해양구조물및부품 (746),2539286,2539286000,2.539286,103.2,22793574,22793574000,1249758000.0,103.1822160770325,11.140359120513526,156.91887883071064,5146403000.0,4231167000.0,21.630817218984745
2023-07-01,2023,7,선박해양구조물및부품 (746),1698981,1698981000,1.698981,-33.0,20431155,20431155000,2534491000.0,-32.96559348602934,8.31563854319543,-33.092176304677764,5226628000.0,5747915000.0,-9.069149422007804
2023-08-01,2023,8,선박해양구조물및부품 (746),1575261,1575261000,1.575261,32.0,20973429,20973429000,1193003000.0,32.04166292959867,7.51074609688287,-7.282011982476555,5813528000.0,4977252000.0,16.801962207258136
2023-09-01,2023,9,선박해양구조물및부품 (746),1354115,1354115000,1.354115,14.6,22533828,22533828000,1181484000.0,14.611370107424214,6.00925417554443,-14.03868946161938,4628357000.0,4908978000.0,-5.7164851828629075
2023-10-01,2023,10,선박해양구조물및부품 (746),2838987,2838987000,2.838987,101.9,23864352,23864352000,1406350000.0,101.86916485938778,11.896350674009502,109.65626996230009,5768363000.0,3780837000.0,52.56841276151285
2023-11-01,2023,11,선박해양구조물및부품 (746),1473908,1473908000,1.473908,31.6,23719020,23719020000,1119802000.0,31.62219749562869,6.214034138004015,-48.08331281545143,5667010000.0,3707636000.0,52.846989294526225
2023-12-01,2023,12,선박해양구조물및부품 (746),3665666,3665666000,3.665666,46.6,26234525,26234525000,2499615000.0,46.649223980493005,13.972679131792933,148.70385397188969,7978561000.0,5025767000.0,58.753101765362395
2024-01-01,2024,1,선박해양구조물및부품 (746),2510849,2510849000,2.510849,76.1,23356174,23356174000,1425949000.0,76.08266494804512,10.750258154439164,-31.503606711577103,7650423000.0,5045366000.0,51.6326664903993
2024-02-01,2024,2,선박해양구조물및부품 (746),1737690,1737690000,1.73769,12.0,21789998,21789998000,1551028000.0,12.034727935279044,7.974713903140331,-30.7927318608168,7914205000.0,5476592000.0,44.50966951710114
2024-03-01,2024,3,선박해양구조물및부품 (746),2104526,2104526000,2.104526,99.1,25284290,25284290000,1056919000.0,99.11894856654104,8.323453021619354,21.110554817027193,6353065000.0,4033896000.0,57.49203747444158
2024-04-01,2024,4,선박해양구조물및부품 (746),1711746,1711746000,1.711746,5.7,23774108,23774108000,1618756000.0,5.74453469207219,7.200043004768045,-18.663585054306765,5553962000.0,4226703000.0,31.401756877641972
2024-05-01,2024,5,선박해양구조물및부품 (746),2141770,2141770000,2.14177,116.7,25772539,25772539000,988361000.0,116.69916154117779,8.310279402429074,25.12195150448724,5958042000.0,3664036000.0,62.608718909967045
2024-06-01,2024,6,선박해양구조물및부품 (746),1528486,1528486000,1.528486,-39.8,26875943,26875943000,2539286000.0,-39.80646528197297,5.687190213195496,-28.634447209550984,5382002000.0,5146403000.0,4.577935307437064
2024-07-01,2024,7,선박해양구조물및부품 (746),1078742,1078742000,1.078742,-36.5,24048388,24048388000,1698981000.0,-36.50652950209567,4.4857143855130746,-29.424149125343646,4748998000.0,5226628000.0,-9.138396687118345
2024-08-01,2024,8,선박해양구조물및부품 (746),2808595,2808595000,2.808595,78.3,26681129,26681129000,1575261000.0,78.29394620954876,10.526522322200083,160.3583618696593,5415823000.0,5813528000.0,-6.841026653694627
2024-09-01,2024,9,선박해양구조물및부품 (746),2372327,2372327000,2.372327,75.2,28408117,28408117000,1354115000.0,75.19390893683328,8.350877321435982,-15.533318260553763,6259664000.0,4628357000.0,35.24591988042409
2024-10-01,2024,10,선박해양구조물및부품 (746),2028511,2028511000,2.028511,-28.5,27278298,27278298000,2838987000.0,-28.548070139102432,7.436354716852202,-14.492774394086483,7209433000.0,5768363000.0,24.982304338336547
