국가코드,국가,기준월,수출건수,수출액_USD,수입건수,수입액_USD,무역수지_USD
EC,에쿠아도르,2026-06-01,871,54281494,233,14668652,39612842
AR,아르헨티나,2026-06-01,2126,44587934,313,67498384,-22910450
FJ,피지,2026-06-01,101,43822952,6,386025,43436927
DZ,알제리,2026-06-01,973,40320125,20,475540322,-435220197
LY,리비아,2026-06-01,10756,40139012,30,56731010,-16591998
OM,오만,2026-06-01,983,38590788,76,845454795,-806864007
AL,알바니아,2026-06-01,2621,37691383,95,556903,37134480
LT,리투아니아,2026-06-01,706,35434823,556,9136698,26298125
FI,핀란드,2026-06-01,1263,35337157,1163,76248536,-40911379
GH,가나,2026-06-01,2215,33533486,39,6902093,26631393
MM,미얀마,2026-06-01,813,31951121,2227,30166440,1784681
TJ,타지크,2026-06-01,3461,29788513,0,0,29788513
EE,에스토니아,2026-06-01,515,28552097,251,10425510,18126587
SV,엘살바도르,2026-06-01,371,25767675,236,3367184,22400491
GT,과테말라,2026-06-01,857,25455906,289,17285529,8170377
HR,크로아티아,2026-06-01,419,25260206,170,4076917,21183289
BG,불가리아,2026-06-01,964,24758999,1096,15221977,9537022
DO,도미니카 공화국,2026-06-01,688,23655741,146,9806012,13849729
SY,시리아,2026-06-01,427,22447210,6,28662,22418548
PR,푸에르토리코,2026-06-01,381,21402393,156,33263161,-11860768
DJ,지부티,2026-06-01,41,20247312,1,195717,20051595
RS,세르비아,2026-06-01,450,20188508,188,10761867,9426641
AZ,아제르바이잔,2026-06-01,754,19948927,10,209825,19739102
LK,스리랑카,2026-06-01,875,19536861,593,10897996,8638865
PY,파라과이,2026-06-01,368,17879308,36,1683981,16195327
QA,카타르,2026-06-01,882,17749972,39,68018816,-50268844
TN,튀니지,2026-06-01,229,17642409,738,10842548,6799861
UY,우루과이,2026-06-01,461,17310805,84,15197614,2113191
CR,코스타리카,2026-06-01,1001,16808848,480,19699166,-2890318
KE,케냐,2026-06-01,397,16555393,96,4104928,12450465
CI,코트디봐르,2026-06-01,213,16142210,22,9019969,7122241
MZ,모잠비크,2026-06-01,84,15120278,13,82691387,-67571109
HN,온두라스,2026-06-01,390,14722921,126,5589444,9133477
ET,에티오피아,2026-06-01,81,14629521,223,14715120,-85599
TZ,탄자니아,2026-06-01,474,14334116,23,1879050,12455066
GE,조지아,2026-06-01,453,13085093,64,7513404,5571689
SN,세네갈,2026-06-01,726,12143266,44,3253446,8889820
LB,레바논,2026-06-01,207,11611690,54,3128237,8483453
ZZ,기타국,2026-06-01,248,11461753,841,5038866,6422887
PF,불령 폴리네시아,2026-06-01,97,9927340,1,6313,9921027
LA,라오스,2026-06-01,202,9513148,213,11314460,-1801312
BY,벨라루스,2026-06-01,244,9402503,23,2344737,7057766
VE,베네주엘라,2026-06-01,166,8307840,14,1243161,7064679
NI,니카라과,2026-06-01,124,7570984,105,1693317,5877667
LV,라트비아,2026-06-01,375,7444738,297,8332703,-887965
CY,사이프러스,2026-06-01,367,6647443,18,230938,6416505
MD,몰도바,2026-06-01,279,6621569,197,3253449,3368120
CD,콩고민주공화국,2026-06-01,73,5662015,60,303905178,-298243163
SD,수단,2026-06-01,160,5600436,0,0,5600436
PS,팔레스타인 해방기구,2026-06-01,44,4916615,3,283275,4633340
TG,토고,2026-06-01,142,4833154,6,287751,4545403
IR,이란,2026-06-01,67,4624941,1,125822,4499119
WS,사모아,2026-06-01,18,4600012,3,218656,4381356
BH,바레인,2026-06-01,297,4571695,27,7346673,-2774978
YE,예맨,2026-06-01,163,4534864,7,614295,3920569
AW,아루바,2026-06-01,135,4497543,0,0,4497543
TM,투르크멘,2026-06-01,80,4426958,0,0,4426958
ZW,짐바브웨,2026-06-01,44,4100438,11,294323,3806115
BZ,벨리제,2026-06-01,20,4051148,1,255,4050893
GN,기니,2026-06-01,472,4048403,13,1354187,2694216
LU,룩셈부르그,2026-06-01,287,3899383,162,10641351,-6741968
MG,마다카스카르,2026-06-01,592,3894145,217,11963437,-8069292
NP,네팔,2026-06-01,225,3654713,976,797240,2857473
AO,앙골라,2026-06-01,138,3583736,4,68356,3515380
AS,아메리칸 사모아,2026-06-01,32,3537070,2,26856,3510214
MP,북마리아나 군도,2026-06-01,159,3513530,1,15224,3498306
BN,브루나이,2026-06-01,235,3297404,15,2658319,639085
GY,가이아나,2026-06-01,59,3050560,1,2130,3048430
TT,트리니다드 토바고,2026-06-01,83,2835862,38,46053808,-43217946
VU,바누아투,2026-06-01,57,2604101,37,5778293,-3174192
BO,볼리비아,2026-06-01,106,2578694,20,25828863,-23250169
RW,르완다,2026-06-01,154,2561269,14,227533,2333736
MU,모리셔스,2026-06-01,244,2507800,23,104202,2403598
SO,소말리아,2026-06-01,35,2491511,1,156033,2335478
IS,아이슬란드,2026-06-01,234,2489439,51,2688254,-198815
CG,콩고,2026-06-01,177,2340151,2,9356,2330795
AF,아프카니스탄,2026-06-01,25,2333948,6,26812,2307136
BJ,베닝,2026-06-01,65,2303582,1,4596,2298986
GA,가봉,2026-06-01,483,2112687,2,2962711,-850024
AM,아르메니아,2026-06-01,174,1974139,54,3755290,-1781151
JM,자마이카,2026-06-01,66,1673045,19,659921,1013124
BF,부르키나 파소,2026-06-01,13,1581613,0,8274,1573339
MQ,마티니크,2026-06-01,33,1574135,0,0,1574135
RE,불령 리유니온 코모도 제도,2026-06-01,70,1560599,0,1446,1559153
SC,세이쉘,2026-06-01,25,1461080,5,272328,1188752
UG,우간다,2026-06-01,42,1448872,42,1663986,-215114
CM,카메룬,2026-06-01,106,1432951,11,119887,1313064
HT,아이티,2026-06-01,27,1399803,9,79941,1319862
MO,마카오,2026-06-01,814,1347354,66,275943,1071411
MK,마세도니아,2026-06-01,75,1330054,33,173080,1156974
ZM,잠비아,2026-06-01,63,1272808,12,13810467,-12537659
MV,몰디브,2026-06-01,131,1109458,1,5642,1103816
BA,보스니아-헤르체고비나,2026-06-01,72,1053897,50,1217882,-163985
TD,챠드,2026-06-01,8,1008517,0,361,1008156
MR,모리타니,2026-06-01,56,917164,9,752695,164469
CW,큐라소,2026-06-01,57,891814,1,17700,874114
SB,솔로몬 군도,2026-06-01,14,870300,6,115681,754619
ML,말리,2026-06-01,15,832553,7,52156,780397
SS,남수단,2026-06-01,6,809096,0,0,809096
GP,과델로프,2026-06-01,21,796768,0,17,796751
NC,뉴 칼레도니아,2026-06-01,65,790896,8,16140263,-15349367
BB,바베이도스,2026-06-01,31,781659,8,159948,621711
GD,그레나다,2026-06-01,8,771308,0,0,771308
GQ,적도 기니,2026-06-01,45,731232,2,54038721,-53307489
FM,마이크로네시아,2026-06-01,62,715493,5,13809,701684
NA,나미비아,2026-06-01,33,690693,4,10658,680035
ME,몬테네그로,2026-06-01,37,680153,5,90818,589335
LI,리히텐슈타인,2026-06-01,17,679785,54,2535064,-1855279
YT,메요트,2026-06-01,2,659704,0,0,659704
BI,부룬디,2026-06-01,45,540435,0,0,540435
GM,감비아,2026-06-01,111,535925,9,1001473,-465548
GF,불령 가이아나,2026-06-01,18,507971,0,0,507971
BT,부탄,2026-06-01,47,499381,5,887586,-388205
MW,말라위,2026-06-01,14,468918,11,2126359,-1657441
SL,시에라 리온,2026-06-01,42,444268,10,893913,-449645
SR,수리남,2026-06-01,25,392931,8,373037,19894
KI,키리바티,2026-06-01,24,370338,2,46414,323924
TV,투발루,2026-06-01,7,342212,2,1649451,-1307239
DM,도미니카,2026-06-01,21,326563,0,2,326561
PW,팔라우,2026-06-01,30,283996,2,27699,256297
TL,티모르,2026-06-01,5,251063,2,802,250261
CU,쿠바,2026-06-01,7,240327,7,88681,151646
CV,카보 베르데,2026-06-01,1,210437,1,1736,208701
LC,세인트 루시아,2026-06-01,16,198571,2,32385,166186
NE,니제르,2026-06-01,10,155836,2,8766,147070
SX,세인트마틴(생마르탱),2026-06-01,20,131160,0,0,131160
BL,세인트 바르탤르미,2026-06-01,4,103316,0,0,103316
TC,투르크 & 카이코스 군도,2026-06-01,3,102262,0,0,102262
KY,영령 캐이맨 군도,2026-06-01,14,96281,0,0,96281
AN,네덜란드 열도,2026-06-01,6,84171,3,237997,-153826
BW,보츠와나,2026-06-01,13,74575,8,706524,-631949
AG,안티가 바부다,2026-06-01,12,71101,0,0,71101
ST,상토메 프린스페,2026-06-01,7,62155,0,0,62155
KN,세인트 키츠 네비스,2026-06-01,8,48186,4,2324,45862
MC,모나코,2026-06-01,10,45963,9,629534,-583571
VG,영령 버진군도,2026-06-01,9,39626,0,0,39626
KM,코모로스,2026-06-01,1,32013,1,28,31985
TO,통가,2026-06-01,3,31387,1,13983,17404
VI,미령 버진군도,2026-06-01,46,20989,0,3,20986
ER,에리트리아,2026-06-01,3,15672,0,0,15672
SM,산마리노,2026-06-01,1,13240,14,220383,-207143
GL,그린랜드,2026-06-01,14,9812,2,112660,-102848
VC,세인트 빈센트 그레나딘,2026-06-01,1,9765,0,0,9765
AI,앙귈라,2026-06-01,1,8800,0,0,8800
AD,안도라,2026-06-01,5,8307,13,204417,-196110
BQ,보네르 신트외스타티위스,2026-06-01,2,7817,0,0,7817
GI,지브랄타,2026-06-01,19,6579,0,0,6579
MF,세인트 마틴,2026-06-01,2,5071,0,0,5071
SZ,스와질랜드,2026-06-01,1,4000,11,9730,-5730
VA,교황청,2026-06-01,7,3468,0,0,3468
FO,파로에 군도,2026-06-01,6,1130,0,0,1130
GG,건지,2026-06-01,7,834,0,0,834
PM,세인트 피레 미켈론,2026-06-01,1,801,0,0,801
LS,레소토,2026-06-01,2,248,3,31187,-30939
JE,저어지,2026-06-01,3,75,0,0,75
CK,쿡 아일랜드,2026-06-01,2,70,1,412,-342
TK,토켈라우,2026-06-01,0,0,0,2508,-2508
NU,니우에,2026-06-01,0,0,2,3270,-3270
GW,기네비소,2026-06-01,0,0,1,65814,-65814
UM,마이너 아우틀링 합중국 군도,2026-06-01,0,0,0,101,-101
AQ,안타티카,2026-06-01,0,0,1,1818,-1818
CF,중앙아프리카공화국,2026-06-01,0,0,2,64317,-64317
NR,나우루,2026-06-01,0,0,2,15519,-15519
HM,허드 앤 맥도날드 군도,2026-06-01,0,0,0,21,-21
CC,코스 군도,2026-06-01,0,0,0,851,-851
GS,남조지아 & 남샌드위치 군도,2026-06-01,0,0,0,265,-265
CN,중국,2026-07-01,130981,21681183695,2037469,16317852371,5363331324
US,미국,2026-07-01,172422,17474061407,1382641,8967205353,8506856054
VN,베트남,2026-07-01,75198,9933399526,234196,3504675984,6428723542
HK,홍콩,2026-07-01,25745,6654371934,357165,117304505,6537067429
TW,대만,2026-07-01,54210,5677909773,26126,4327677703,1350232070
NL,네덜란드,2026-07-01,11597,3108773450,5578,1081859063,2026914387
JP,일본,2026-07-01,114905,2753565356,612308,4904968146,-2151402790
IN,인도,2026-07-01,24261,2583451093,14724,728277892,1855173201
MY,말레이시아,2026-07-01,41542,2579527974,17325,1702261765,877266209
SG,싱가포르,2026-07-01,55287,2441076593,18405,1335845034,1105231559
PH,필리핀,2026-07-01,36027,1858304117,7101,404969277,1453334840
AU,호주,2026-07-01,33326,1806271070,31582,3262154662,-1455883592
MX,멕시코,2026-07-01,18546,1329957723,8262,1322123576,7834147
CA,캐나다,2026-07-01,20445,1050797560,49532,941519013,109278547
TH,태국,2026-07-01,28317,1034388327,48997,689530017,344858310
DE,독일,2026-07-01,17636,1016033096,122497,1867272816,-851239720
PL,폴란드,2026-07-01,6927,985560474,2474,108541598,877018876
GB,영국,2026-07-01,18364,902380572,21165,376462520,525918052
TR,튀르키예,2026-07-01,7089,872171558,2915,174044577,698126981
MH,마샬군도,2026-07-01,62,866456997,8,3615,866453382
ID,인도네시아,2026-07-01,14349,843850042,11873,1147469535,-303619493
BR,브라질,2026-07-01,18351,691479522,2803,590474190,101005332
FR,프랑스,2026-07-01,8380,564234589,17988,627185707,-62951118
SA,사우디아라비아,2026-07-01,5094,512594808,257,3377693266,-2865098458
BE,벨기에,2026-07-01,2911,496557337,2130,150733068,345824269
ES,스페인,2026-07-01,5978,481290999,7293,196802273,284488726
IT,이탈리아,2026-07-01,7833,427569604,32844,734768484,-307198880
LR,라이베리아,2026-07-01,130,421060241,20,10253289,410806952
NZ,뉴질랜드,2026-07-01,3593,414739703,23465,163489701,251250002
AE,아랍에미리트 연합,2026-07-01,8006,388388628,408,1626954037,-1238565409
RU,러시아 연방,2026-07-01,8011,380403306,1458,742869379,-362466073
CZ,체코공화국,2026-07-01,3204,363607302,3393,118187107,245420195
EG,이집트,2026-07-01,2396,272661660,246,10763192,261898468
HU,헝가리,2026-07-01,2352,267529920,1762,64955639,202574281
GR,그리스,2026-07-01,1426,252219361,383,63221841,188997520
BS,바하마,2026-07-01,57,236015757,5,3468,236012289
CH,스위스,2026-07-01,2977,218546865,4897,380610754,-162063889
BM,버뮤다,2026-07-01,24,215799050,2,585,215798465
IE,아일랜드,2026-07-01,1321,215096650,1163,172281265,42815385
KG,키르기스스탄,2026-07-01,10091,214259169,8,22259,214236910
SK,슬로바키아,2026-07-01,1661,210642826,1181,38903993,171738833
DK,덴마크,2026-07-01,1712,202122565,2083,170998231,31124334
CL,칠레,2026-07-01,4755,200039975,1150,569500321,-369460346
UZ,우즈베키스탄,2026-07-01,2405,182239008,65,7060459,175178549
AT,오스트리아,2026-07-01,2778,171926972,2409,150883973,21042999
IL,이스라엘,2026-07-01,10294,164076872,2019,171751828,-7674956
KZ,카자흐스탄,2026-07-01,5338,157738197,68,141837362,15900835
RO,루마니아,2026-07-01,1786,147893599,2388,43847099,104046500
SE,스웨덴,2026-07-01,2110,142664266,2750,151207972,-8543706
CO,콜롬비아,2026-07-01,3981,133373544,1131,155427551,-22054007
PA,파나마,2026-07-01,1305,124152548,128,9304710,114847838
GU,괌,2026-07-01,577,121951759,53,427701,121524058
PK,파키스탄,2026-07-01,1706,111533111,663,19131228,92401883
AO,앙골라,2026-07-01,160,109589387,5,690,109588697
IQ,이라크,2026-07-01,664,94217987,50,98048277,-3830290
NO,노르웨이,2026-07-01,1453,91094249,2121,123200672,-32106423
OM,오만,2026-07-01,1561,87896495,136,688743744,-600847249
UA,우크라이나,2026-07-01,1174,83573842,153,27250371,56323471
BD,방글라데시,2026-07-01,2459,81240326,2843,38439500,42800826
PE,페루,2026-07-01,2948,77388812,803,327255383,-249866571
SI,슬로베니아,2026-07-01,759,77016498,397,7776874,69239624
PT,포루투갈,2026-07-01,1340,75664892,4722,29831697,45833195
ZA,남아프리카공화국,2026-07-01,2266,68347221,476,273134577,-204787356
KH,캄보디아,2026-07-01,2802,59064218,2593,58043446,1020772
MN,몽골,2026-07-01,3116,56832140,647,1728083,55104057
NG,나이지리아,2026-07-01,1438,56105439,82,192061708,-135956269
DZ,알제리,2026-07-01,705,52237099,15,247577967,-195340868
JO,요르단,2026-07-01,1541,50191889,153,3193566,46998323
EC,에쿠아도르,2026-07-01,695,49779070,191,44925583,4853487
LY,리비아,2026-07-01,10450,48203731,19,184053749,-135850018
PG,파푸아 뉴기니,2026-07-01,67,45503141,46,118055947,-72552806
AL,알바니아,2026-07-01,2813,41841642,84,918104,40923538
MM,미얀마,2026-07-01,823,39140539,2278,39992412,-851873
AR,아르헨티나,2026-07-01,1902,37963582,276,73131644,-35168062
QA,카타르,2026-07-01,935,37459418,66,367402373,-329942955
PR,푸에르토리코,2026-07-01,360,34730908,182,37654716,-2923808
FI,핀란드,2026-07-01,1067,34549282,1145,64394092,-29844810
SV,엘살바도르,2026-07-01,331,33293857,230,3517748,29776109
GH,가나,2026-07-01,2016,32236432,21,3423310,28813122
TJ,타지크,2026-07-01,3685,31561328,1,91,31561237
LT,리투아니아,2026-07-01,574,31450815,619,15833829,15616986
MA,모로코,2026-07-01,525,30243241,391,27634811,2608430
LK,스리랑카,2026-07-01,1028,29335666,611,9354595,19981071
EE,에스토니아,2026-07-01,505,28929370,235,7401710,21527660
FJ,피지,2026-07-01,94,25907803,11,317420,25590383
DO,도미니카 공화국,2026-07-01,521,24737407,163,8571718,16165689
KW,쿠웨이트,2026-07-01,759,24115403,44,435048049,-410932646
MZ,모잠비크,2026-07-01,95,23725999,9,70895145,-47169146
GT,과테말라,2026-07-01,912,23264940,254,9965764,13299176
BG,불가리아,2026-07-01,804,22881718,1085,33910897,-11029179
RS,세르비아,2026-07-01,408,22315019,193,9410155,12904864
PY,파라과이,2026-07-01,275,21766600,36,1073926,20692674
UY,우루과이,2026-07-01,371,20037689,94,29849814,-9812125
KE,케냐,2026-07-01,361,19813920,72,1980096,17833824
CR,코스타리카,2026-07-01,734,18603560,501,21305574,-2702014
CI,코트디봐르,2026-07-01,189,18131167,21,6712912,11418255
SN,세네갈,2026-07-01,748,16334719,43,2631165,13703554
SY,시리아,2026-07-01,364,16231417,4,17478,16213939
MT,몰타,2026-07-01,349,15926503,74,2895562,13030941
PF,불령 폴리네시아,2026-07-01,107,15761039,5,182145,15578894
GE,조지아,2026-07-01,470,15295558,102,26101525,-10805967
AZ,아제르바이잔,2026-07-01,758,14543307,5,145200,14398107
TM,투르크멘,2026-07-01,71,14255403,0,0,14255403
HN,온두라스,2026-07-01,385,13946225,146,6384280,7561945
TN,튀니지,2026-07-01,306,13440966,806,9215295,4225671
LV,라트비아,2026-07-01,396,13350770,351,9751240,3599530
HR,크로아티아,2026-07-01,384,13234132,157,1486914,11747218
LA,라오스,2026-07-01,226,12203159,196,7465821,4737338
TZ,탄자니아,2026-07-01,404,11772690,20,1586862,10185828
LB,레바논,2026-07-01,241,10738968,67,4057287,6681681
DJ,지부티,2026-07-01,32,10502333,0,0,10502333
MD,몰도바,2026-07-01,316,10234047,170,1984009,8250038
BY,벨라루스,2026-07-01,293,8799173,26,2481743,6317430
IR,이란,2026-07-01,118,8297825,7,148254,8149571
BZ,벨리제,2026-07-01,20,8157155,2,22961,8134194
ZZ,기타국,2026-07-01,203,7468046,786,7167419,300627
SD,수단,2026-07-01,207,7465273,0,4,7465269
NI,니카라과,2026-07-01,106,6558604,68,997189,5561415
MU,모리셔스,2026-07-01,272,6031172,26,134651,5896521
CG,콩고,2026-07-01,176,5948707,2,410586,5538121
ET,에티오피아,2026-07-01,54,5775402,270,27571832,-21796430
VE,베네주엘라,2026-07-01,173,5595853,7,562590,5033263
LU,룩셈부르그,2026-07-01,189,5460601,204,12204830,-6744229
MG,마다카스카르,2026-07-01,723,5450195,208,9084948,-3634753
TT,트리니다드 토바고,2026-07-01,108,5366696,32,10736998,-5370302
CY,사이프러스,2026-07-01,287,4870279,24,589969,4280310
RE,불령 리유니온 코모도 제도,2026-07-01,72,4817058,1,81,4816977
MQ,마티니크,2026-07-01,24,4725954,0,0,4725954
AM,아르메니아,2026-07-01,174,4688168,92,5871810,-1183642
ZM,잠비아,2026-07-01,66,4616546,18,11813854,-7197308
CM,카메룬,2026-07-01,111,4595711,8,13213,4582498
CD,콩고민주공화국,2026-07-01,72,4588715,50,173729887,-169141172
BN,브루나이,2026-07-01,212,4580334,18,402026,4178308
TG,토고,2026-07-01,175,4508610,7,344614,4163996
WS,사모아,2026-07-01,34,4489467,2,93378,4396089
GY,가이아나,2026-07-01,98,3725734,11,743925,2981809
YE,예맨,2026-07-01,64,3506480,7,627089,2879391
GN,기니,2026-07-01,467,3467046,26,3121104,345942
BH,바레인,2026-07-01,297,3423736,29,2051006,1372730
NP,네팔,2026-07-01,199,3110317,1067,679335,2430982
BO,볼리비아,2026-07-01,131,3108819,28,227878597,-224769778
BJ,베닝,2026-07-01,80,3078690,1,46,3078644
AF,아프카니스탄,2026-07-01,153,2925634,8,3382,2922252
BF,부르키나 파소,2026-07-01,18,2922454,0,0,2922454
ZW,짐바브웨,2026-07-01,44,2827341,8,1159706,1667635
IS,아이슬란드,2026-07-01,219,2648888,57,2186757,462131
NC,뉴 칼레도니아,2026-07-01,72,2546759,9,25527411,-22980652
JM,자마이카,2026-07-01,85,2105480,12,579984,1525496
GP,과델로프,2026-07-01,23,2091028,0,0,2091028
MV,몰디브,2026-07-01,114,1807116,1,1666,1805450
GA,가봉,2026-07-01,571,1713484,4,124458057,-122744573
AW,아루바,2026-07-01,65,1563478,2,390,1563088
BB,바베이도스,2026-07-01,37,1546098,10,59670,1486428
MP,북마리아나 군도,2026-07-01,170,1484156,5,100474,1383682
MO,마카오,2026-07-01,588,1476257,44,453800,1022457
KY,영령 캐이맨 군도,2026-07-01,19,1447988,1,142,1447846
CW,큐라소,2026-07-01,49,1403597,0,0,1403597
UG,우간다,2026-07-01,46,1178997,35,3919622,-2740625
SC,세이쉘,2026-07-01,33,1149665,5,219183,930482
AS,아메리칸 사모아,2026-07-01,39,1135492,4,46326,1089166
GD,그레나다,2026-07-01,10,1030249,0,0,1030249
HT,아이티,2026-07-01,25,1028438,3,63986,964452
SX,세인트마틴(생마르탱),2026-07-01,17,1009354,0,0,1009354
SO,소말리아,2026-07-01,21,944446,2,75789,868657
MR,모리타니,2026-07-01,61,919147,12,2274496,-1355349
LI,리히텐슈타인,2026-07-01,14,916866,100,2959692,-2042826
