대시보드품목,조회HS,기준월,HS코드,품목명,수출액_USD,수입액_USD,수출중량_KG,수입중량_KG,무역수지_USD,기준월_원본
반도체,8542,2026-02-01,8542313000,복합구조칩 집적회로,197320419,48809848,64660,8299,148510571,2026.02
반도체,8542,2026-02-01,8542314000,복합부품 집적회로(MCOs),664678705,174983558,56615,9864,489695147,2026.02
반도체,8542,2026-02-01,8542321010,디램,6490777059,925323614,134749,37762,5565453445,2026.02
반도체,8542,2026-02-01,8542321020,에스램,840915,789091,298,231,51824,2026.02
반도체,8542,2026-02-01,8542321030,플래시 메모리,1406223535,227390012,37497,11047,1178833523,2026.02
반도체,8542,2026-02-01,8542321090,기타,33001464,66428167,9557,6226,-33426703,2026.02
반도체,8542,2026-02-01,8542322000,하이브리드 집적회로,814,9670,1,23,-8856,2026.02
반도체,8542,2026-02-01,8542323000,복합구조칩 집적회로,6748826215,842372864,92874,10125,5906453351,2026.02
반도체,8542,2026-02-01,8542324000,복합부품 집적회로(MCOs),1131079931,375922084,12935,2918,755157847,2026.02
반도체,8542,2026-02-01,8542331000,모노리식(monolithic) 집적회로,7422068,14051319,3753,5445,-6629251,2026.02
반도체,8542,2026-02-01,8542332000,하이브리드 집적회로,627383,880095,157,29,-252712,2026.02
반도체,8542,2026-02-01,8542333000,복합구조칩 집적회로,1099854,128095,1380,92,971759,2026.02
반도체,8542,2026-02-01,8542334000,복합부품 집적회로(MCOs),1961215,4697470,351,634,-2736255,2026.02
반도체,8542,2026-02-01,8542391000,모노리식(monolithic) 집적회로,660403498,575477594,224699,164715,84925904,2026.02
반도체,8542,2026-02-01,8542392000,하이브리드 집적회로,1096263,3423046,3165,2340,-2326783,2026.02
반도체,8542,2026-02-01,8542393000,복합구조칩 집적회로,20970590,13612355,5249,7304,7358235,2026.02
반도체,8542,2026-02-01,8542394000,복합부품 집적회로(MCOs),14718621,15175393,39257,27406,-456772,2026.02
반도체,8542,2026-02-01,8542900000,부분품,31162519,2840200,332499,22694,28322319,2026.02
반도체,8542,2026-03-01,8542311000,모노리식(monolithic) 집적회로,2296092417,3022476544,508975,270066,-726384127,2026.03
반도체,8542,2026-03-01,8542312000,하이브리드 집적회로,709196,2699429,351,809,-1990233,2026.03
반도체,8542,2026-03-01,8542313000,복합구조칩 집적회로,218084184,51782330,75755,9876,166301854,2026.03
반도체,8542,2026-03-01,8542314000,복합부품 집적회로(MCOs),635052769,411247463,58716,9842,223805306,2026.03
반도체,8542,2026-03-01,8542321010,디램,8012443877,1212665814,145289,43959,6799778063,2026.03
반도체,8542,2026-03-01,8542321020,에스램,1705171,2028217,379,708,-323046,2026.03
반도체,8542,2026-03-01,8542321030,플래시 메모리,2544596946,295745303,55480,12884,2248851643,2026.03
반도체,8542,2026-03-01,8542321090,기타,61139948,24551895,15493,5472,36588053,2026.03
반도체,8542,2026-03-01,8542322000,하이브리드 집적회로,182590,254292,55,129,-71702,2026.03
반도체,8542,2026-03-01,8542323000,복합구조칩 집적회로,8577241499,894272407,134548,11339,7682969092,2026.03
반도체,8542,2026-03-01,8542324000,복합부품 집적회로(MCOs),1561701322,443109355,24149,3605,1118591967,2026.03
반도체,8542,2026-03-01,8542331000,모노리식(monolithic) 집적회로,12392410,19923175,3354,4853,-7530765,2026.03
반도체,8542,2026-03-01,8542332000,하이브리드 집적회로,864147,1267743,350,39,-403596,2026.03
반도체,8542,2026-03-01,8542333000,복합구조칩 집적회로,1313186,65840,3639,68,1247346,2026.03
반도체,8542,2026-03-01,8542334000,복합부품 집적회로(MCOs),1539331,5184077,296,791,-3644746,2026.03
반도체,8542,2026-03-01,8542391000,모노리식(monolithic) 집적회로,887260469,777040280,264723,231125,110220189,2026.03
반도체,8542,2026-03-01,8542392000,하이브리드 집적회로,1691965,4578217,3852,13235,-2886252,2026.03
반도체,8542,2026-03-01,8542393000,복합구조칩 집적회로,29728942,23882751,6003,11026,5846191,2026.03
반도체,8542,2026-03-01,8542394000,복합부품 집적회로(MCOs),21426956,19161181,52389,22405,2265775,2026.03
반도체,8542,2026-03-01,8542900000,부분품,39649543,3974930,416089,37787,35674613,2026.03
반도체,8542,2026-04-01,8542311000,모노리식(monolithic) 집적회로,2332636863,2773449620,504233,253793,-440812757,2026.04
반도체,8542,2026-04-01,8542312000,하이브리드 집적회로,1166943,4695007,553,1226,-3528064,2026.04
반도체,8542,2026-04-01,8542313000,복합구조칩 집적회로,205703162,44653793,73498,8990,161049369,2026.04
반도체,8542,2026-04-01,8542314000,복합부품 집적회로(MCOs),998692078,437702254,93150,8821,560989824,2026.04
반도체,8542,2026-04-01,8542321010,디램,9248046034,1013052000,139113,35748,8234994034,2026.04
반도체,8542,2026-04-01,8542321020,에스램,755424,2416563,435,297,-1661139,2026.04
반도체,8542,2026-04-01,8542321030,플래시 메모리,1673744099,250987421,36438,12018,1422756678,2026.04
반도체,8542,2026-04-01,8542321090,기타,61567993,39521991,16372,5341,22046002,2026.04
반도체,8542,2026-04-01,8542322000,하이브리드 집적회로,10807,586927,18,53,-576120,2026.04
반도체,8542,2026-04-01,8542323000,복합구조칩 집적회로,8157215096,1283560514,112173,10637,6873654582,2026.04
반도체,8542,2026-04-01,8542324000,복합부품 집적회로(MCOs),1688412890,862711962,14801,4237,825700928,2026.04
반도체,8542,2026-04-01,8542331000,모노리식(monolithic) 집적회로,10210390,25837342,3954,6661,-15626952,2026.04
반도체,8542,2026-04-01,8542332000,하이브리드 집적회로,650186,1381873,141,47,-731687,2026.04
반도체,8542,2026-04-01,8542333000,복합구조칩 집적회로,1803320,124903,2055,145,1678417,2026.04
반도체,8542,2026-04-01,8542334000,복합부품 집적회로(MCOs),986054,7710620,349,1014,-6724566,2026.04
반도체,8542,2026-04-01,8542391000,모노리식(monolithic) 집적회로,768007525,785944431,250238,239559,-17936906,2026.04
반도체,8542,2026-04-01,8542392000,하이브리드 집적회로,2205124,3217531,5125,3931,-1012407,2026.04
반도체,8542,2026-04-01,8542393000,복합구조칩 집적회로,26930723,16530128,7005,8456,10400595,2026.04
반도체,8542,2026-04-01,8542394000,복합부품 집적회로(MCOs),18256921,30920049,38773,32619,-12663128,2026.04
반도체,8542,2026-04-01,8542900000,부분품,40329157,4692595,448343,36533,35636562,2026.04
반도체,8542,2026-05-01,8542311000,모노리식(monolithic) 집적회로,2355768203,2720667029,506089,246753,-364898826,2026.05
반도체,8542,2026-05-01,8542312000,하이브리드 집적회로,1244090,2801220,825,671,-1557130,2026.05
반도체,8542,2026-05-01,8542313000,복합구조칩 집적회로,180838288,32156925,70813,6980,148681363,2026.05
반도체,8542,2026-05-01,8542314000,복합부품 집적회로(MCOs),981083712,386027407,63020,6580,595056305,2026.05
반도체,8542,2026-05-01,8542321010,디램,11428371245,1065577200,147350,33963,10362794045,2026.05
반도체,8542,2026-05-01,8542321020,에스램,731152,872415,215,295,-141263,2026.05
반도체,8542,2026-05-01,8542321030,플래시 메모리,1721738700,272467758,30337,12289,1449270942,2026.05
반도체,8542,2026-05-01,8542321090,기타,48579828,163644603,14339,6850,-115064775,2026.05
반도체,8542,2026-05-01,8542322000,하이브리드 집적회로,116110,209930,24,14,-93820,2026.05
반도체,8542,2026-05-01,8542323000,복합구조칩 집적회로,9621557514,1513136835,114827,12240,8108420679,2026.05
반도체,8542,2026-05-01,8542324000,복합부품 집적회로(MCOs),2130950085,714133705,19827,3050,1416816380,2026.05
반도체,8542,2026-05-01,8542331000,모노리식(monolithic) 집적회로,11248479,16644942,4691,4174,-5396463,2026.05
반도체,8542,2026-05-01,8542332000,하이브리드 집적회로,793760,1244644,260,104,-450884,2026.05
반도체,8542,2026-05-01,8542333000,복합구조칩 집적회로,1428532,108857,1892,176,1319675,2026.05
반도체,8542,2026-05-01,8542334000,복합부품 집적회로(MCOs),1308697,8765318,294,786,-7456621,2026.05
반도체,8542,2026-05-01,8542391000,모노리식(monolithic) 집적회로,864108843,738761926,242789,210418,125346917,2026.05
반도체,8542,2026-05-01,8542392000,하이브리드 집적회로,3238365,4404065,6906,4315,-1165700,2026.05
반도체,8542,2026-05-01,8542393000,복합구조칩 집적회로,27121874,15220293,6171,6221,11901581,2026.05
반도체,8542,2026-05-01,8542394000,복합부품 집적회로(MCOs),17414527,23409518,37409,22119,-5994991,2026.05
반도체,8542,2026-05-01,8542900000,부분품,36157308,2925926,370463,23339,33231382,2026.05
반도체,8542,2026-06-01,8542311000,모노리식(monolithic) 집적회로,2286791909,3349184970,544551,275278,-1062393061,2026.06
반도체,8542,2026-06-01,8542312000,하이브리드 집적회로,1135509,5407991,675,1202,-4272482,2026.06
반도체,8542,2026-06-01,8542313000,복합구조칩 집적회로,188327334,44176956,81910,8507,144150378,2026.06
반도체,8542,2026-06-01,8542314000,복합부품 집적회로(MCOs),951137972,679890775,69564,17002,271247197,2026.06
반도체,8542,2026-06-01,8542321010,디램,11175623231,907098680,149633,41655,10268524551,2026.06
반도체,8542,2026-06-01,8542321020,에스램,856193,2856176,385,394,-1999983,2026.06
반도체,8542,2026-06-01,8542321030,플래시 메모리,2486161310,235181689,40030,11164,2250979621,2026.06
반도체,8542,2026-06-01,8542321090,기타,48905614,213664953,20443,8956,-164759339,2026.06
반도체,8542,2026-06-01,8542322000,하이브리드 집적회로,12527,84606,11,124,-72079,2026.06
반도체,8542,2026-06-01,8542323000,복합구조칩 집적회로,12682181416,1800652453,134717,13302,10881528963,2026.06
반도체,8542,2026-06-01,8542324000,복합부품 집적회로(MCOs),2646120290,699898264,18668,3831,1946222026,2026.06
반도체,8542,2026-06-01,8542331000,모노리식(monolithic) 집적회로,11301310,19435931,4862,5705,-8134621,2026.06
반도체,8542,2026-06-01,8542332000,하이브리드 집적회로,784850,960754,285,21,-175904,2026.06
반도체,8542,2026-06-01,8542333000,복합구조칩 집적회로,1646025,305766,5322,91,1340259,2026.06
반도체,8542,2026-06-01,8542334000,복합부품 집적회로(MCOs),2923245,13924458,659,1169,-11001213,2026.06
반도체,8542,2026-06-01,8542391000,모노리식(monolithic) 집적회로,983481293,798379457,258716,229837,185101836,2026.06
반도체,8542,2026-06-01,8542392000,하이브리드 집적회로,3320011,4964744,9093,6560,-1644733,2026.06
반도체,8542,2026-06-01,8542393000,복합구조칩 집적회로,25677476,21437460,7505,10262,4240016,2026.06
반도체,8542,2026-06-01,8542394000,복합부품 집적회로(MCOs),19612670,21420245,53099,26392,-1807575,2026.06
반도체,8542,2026-06-01,8542900000,부분품,48194253,4248062,341505,31017,43946191,2026.06
반도체,8542,2026-07-01,8542311000,모노리식(monolithic) 집적회로,2419736388,3275749563,546761,262635,-856013175,2026.07
반도체,8542,2026-07-01,8542312000,하이브리드 집적회로,1243185,7984876,1042,1363,-6741691,2026.07
반도체,8542,2026-07-01,8542313000,복합구조칩 집적회로,280916099,49324133,108504,12039,231591966,2026.07
반도체,8542,2026-07-01,8542314000,복합부품 집적회로(MCOs),1030326541,506194613,63336,8809,524131928,2026.07
반도체,8542,2026-07-01,8542321010,디램,13551552131,1135537301,155818,40047,12416014830,2026.07
반도체,8542,2026-07-01,8542321020,에스램,48699567,2060933,963,469,46638634,2026.07
반도체,8542,2026-07-01,8542321030,플래시 메모리,1780647499,229162621,28836,11578,1551484878,2026.07
반도체,8542,2026-07-01,8542321090,기타,71194012,114280546,17485,6448,-43086534,2026.07
반도체,8542,2026-07-01,8542322000,하이브리드 집적회로,402060,106497,14,7,295563,2026.07
반도체,8542,2026-07-01,8542323000,복합구조칩 집적회로,10085845139,1600266240,105714,10821,8485578899,2026.07
반도체,8542,2026-07-01,8542324000,복합부품 집적회로(MCOs),2467755334,674376226,16573,2392,1793379108,2026.07
반도체,8542,2026-07-01,8542331000,모노리식(monolithic) 집적회로,13391706,19469857,3807,5554,-6078151,2026.07
반도체,8542,2026-07-01,8542332000,하이브리드 집적회로,813593,814293,199,29,-700,2026.07
반도체,8542,2026-07-01,8542333000,복합구조칩 집적회로,2114806,500615,2499,110,1614191,2026.07
반도체,8542,2026-07-01,8542334000,복합부품 집적회로(MCOs),3979444,6437677,1070,644,-2458233,2026.07
반도체,8542,2026-07-01,8542391000,모노리식(monolithic) 집적회로,868962280,712430082,262771,220240,156532198,2026.07
반도체,8542,2026-07-01,8542392000,하이브리드 집적회로,4522413,5059299,11503,2742,-536886,2026.07
반도체,8542,2026-07-01,8542393000,복합구조칩 집적회로,22816089,17765803,6484,10059,5050286,2026.07
반도체,8542,2026-07-01,8542394000,복합부품 집적회로(MCOs),20478288,19213702,56111,25469,1264586,2026.07
반도체,8542,2026-07-01,8542900000,부분품,47779913,4583129,290443,37492,43196784,2026.07
승용차,8703,2025-01-01,8703101000,설상주행용,18461,0,634,0,18461,2025.01
승용차,8703,2025-01-01,8703102000,골프용차,74962,714005,7200,78932,-639043,2025.01
승용차,8703,2025-01-01,8703109000,기타,47984,201031,1080,38963,-153047,2025.01
승용차,8703,2025-01-01,8703217000,신차,109393183,582300,9618011,52857,108810883,2025.01
승용차,8703,2025-01-01,8703218000,중고차,6835814,28082,3094024,4000,6807732,2025.01
승용차,8703,2025-01-01,8703227000,신차,631305463,1031674,52636221,71350,630273789,2025.01
승용차,8703,2025-01-01,8703228000,중고차,3555459,34395,1203891,4320,3521064,2025.01
승용차,8703,2025-01-01,8703231010,신차,884542092,125068480,70477574,8301932,759473612,2025.01
승용차,8703,2025-01-01,8703231020,중고차,119189231,101590,37282334,14939,119087641,2025.01
승용차,8703,2025-01-01,8703239010,신차,365431018,24066677,25248979,802265,341364341,2025.01
승용차,8703,2025-01-01,8703239020,중고차,72933023,286056,13137892,30245,72646967,2025.01
승용차,8703,2025-01-01,8703241010,신차,622258699,27074771,35253024,534409,595183928,2025.01
승용차,8703,2025-01-01,8703241020,중고차,19646692,138930,1377201,17761,19507762,2025.01
승용차,8703,2025-01-01,8703249010,신차,210118,10766650,3150,119240,-10556532,2025.01
승용차,8703,2025-01-01,8703249020,중고차,5936918,150220,257647,11293,5786698,2025.01
승용차,8703,2025-01-01,8703317000,신차,65044,0,7840,0,65044,2025.01
승용차,8703,2025-01-01,8703318000,중고차,258561,0,86284,0,258561,2025.01
승용차,8703,2025-01-01,8703321010,신차,71461746,8129389,4828817,485568,63332357,2025.01
승용차,8703,2025-01-01,8703321020,중고차,54025465,1000,15649642,21830,54024465,2025.01
승용차,8703,2025-01-01,8703329010,신차,75286480,183651,5235727,7230,75102829,2025.01
승용차,8703,2025-01-01,8703329020,중고차,49022935,0,12532447,0,49022935,2025.01
승용차,8703,2025-01-01,8703337000,신차,0,1349341,0,74522,-1349341,2025.01
승용차,8703,2025-01-01,8703338000,중고차,15366531,6362,2320587,3806,15360169,2025.01
승용차,8703,2025-01-01,8703401000,신차,891624497,308990859,58877023,14232171,582633638,2025.01
승용차,8703,2025-01-01,8703402000,중고차,26595724,3262,1406096,1900,26592462,2025.01
승용차,8703,2025-01-01,8703501000,신차,0,32330082,0,1409277,-32330082,2025.01
승용차,8703,2025-01-01,8703502000,중고차,1459605,0,79212,0,1459605,2025.01
승용차,8703,2025-01-01,8703601000,신차,161010575,31790499,9136967,1531964,129220076,2025.01
승용차,8703,2025-01-01,8703602000,중고차,119545,28082,9920,3500,91463,2025.01
승용차,8703,2025-01-01,8703801000,신차,639535657,88324266,37622834,5374769,551211391,2025.01
승용차,8703,2025-01-01,8703802000,중고차,1670499,128620,239470,10391,1541879,2025.01
승용차,8703,2025-01-01,8703900000,기타,1095,0,2000,0,1095,2025.01
승용차,8703,2025-02-01,8703102000,골프용차,378477,748551,26102,88289,-370074,2025.02
승용차,8703,2025-02-01,8703109000,기타,1393,122566,29,24863,-121173,2025.02
승용차,8703,2025-02-01,8703217000,신차,155204549,644500,13340214,60525,154560049,2025.02
승용차,8703,2025-02-01,8703218000,중고차,7918513,8409,3612011,840,7910104,2025.02
승용차,8703,2025-02-01,8703227000,신차,775094224,3269875,64079696,256103,771824349,2025.02
승용차,8703,2025-02-01,8703228000,중고차,5802658,25286,1659400,3915,5777372,2025.02
승용차,8703,2025-02-01,8703231010,신차,1016097707,121430675,80426779,8096312,894667032,2025.02
승용차,8703,2025-02-01,8703231020,중고차,191621168,418769,49653755,41737,191202399,2025.02
승용차,8703,2025-02-01,8703239010,신차,487903064,31272638,33644591,1149228,456630426,2025.02
승용차,8703,2025-02-01,8703239020,중고차,118850499,1123700,18317841,177467,117726799,2025.02
승용차,8703,2025-02-01,8703241010,신차,710718755,26057902,40851814,526562,684660853,2025.02
승용차,8703,2025-02-01,8703241020,중고차,32103902,241537,1880893,48783,31862365,2025.02
승용차,8703,2025-02-01,8703249010,신차,0,16241497,0,309656,-16241497,2025.02
승용차,8703,2025-02-01,8703249020,중고차,8423242,50566,348666,13784,8372676,2025.02
승용차,8703,2025-02-01,8703317000,신차,10000,0,1320,0,10000,2025.02
승용차,8703,2025-02-01,8703318000,중고차,257961,0,84847,0,257961,2025.02
승용차,8703,2025-02-01,8703321010,신차,65705733,7471882,4328328,425823,58233851,2025.02
승용차,8703,2025-02-01,8703321020,중고차,78472462,25416,18114268,7110,78447046,2025.02
승용차,8703,2025-02-01,8703329010,신차,73233290,0,5075682,0,73233290,2025.02
승용차,8703,2025-02-01,8703329020,중고차,73816752,54678,13566873,4800,73762074,2025.02
승용차,8703,2025-02-01,8703337000,신차,37457,2648274,2345,144402,-2610817,2025.02
승용차,8703,2025-02-01,8703338000,중고차,29658443,0,3069813,0,29658443,2025.02
승용차,8703,2025-02-01,8703401000,신차,945614581,378279016,61915367,17986826,567335565,2025.02
승용차,8703,2025-02-01,8703402000,중고차,33019189,64412,1717574,9575,32954777,2025.02
승용차,8703,2025-02-01,8703501000,신차,0,40664966,0,1611170,-40664966,2025.02
승용차,8703,2025-02-01,8703502000,중고차,1744605,0,97965,0,1744605,2025.02
승용차,8703,2025-02-01,8703601000,신차,303343379,38030205,18164635,1400969,265313174,2025.02
승용차,8703,2025-02-01,8703602000,중고차,816117,0,49715,0,816117,2025.02
승용차,8703,2025-02-01,8703702000,중고차,285635,0,8085,0,285635,2025.02
승용차,8703,2025-02-01,8703801000,신차,729604279,57605066,43202212,2795632,671999213,2025.02
승용차,8703,2025-02-01,8703802000,중고차,3207255,127295,421927,9533,3079960,2025.02
승용차,8703,2025-03-01,8703102000,골프용차,710400,732467,45330,86187,-22067,2025.03
승용차,8703,2025-03-01,8703109000,기타,5500,413920,280,59163,-408420,2025.03
승용차,8703,2025-03-01,8703217000,신차,159256665,889013,13530402,49873,158367652,2025.03
승용차,8703,2025-03-01,8703218000,중고차,9201429,37723,4095494,3885,9163706,2025.03
승용차,8703,2025-03-01,8703227000,신차,839350382,1634446,69169719,115670,837715936,2025.03
승용차,8703,2025-03-01,8703228000,중고차,6076618,59668,1558752,8055,6016950,2025.03
승용차,8703,2025-03-01,8703231010,신차,1010521246,188656114,81479202,11738754,821865132,2025.03
승용차,8703,2025-03-01,8703231020,중고차,204096763,370259,51404570,76879,203726504,2025.03
승용차,8703,2025-03-01,8703239010,신차,504011303,53436165,33678945,1679624,450575138,2025.03
승용차,8703,2025-03-01,8703239020,중고차,140109361,382285,18118781,74426,139727076,2025.03
승용차,8703,2025-03-01,8703241010,신차,728161462,16784717,42618058,391431,711376745,2025.03
승용차,8703,2025-03-01,8703241020,중고차,32444511,177052,1972055,56444,32267459,2025.03
승용차,8703,2025-03-01,8703249010,신차,0,20096841,0,355948,-20096841,2025.03
승용차,8703,2025-03-01,8703249020,중고차,13899110,148651,328589,13647,13750459,2025.03
승용차,8703,2025-03-01,8703317000,신차,70013,15573,6660,1830,54440,2025.03
승용차,8703,2025-03-01,8703318000,중고차,345490,0,109820,0,345490,2025.03
승용차,8703,2025-03-01,8703321010,신차,72700219,12152101,4846779,784724,60548118,2025.03
승용차,8703,2025-03-01,8703321020,중고차,82482648,10925,18626744,8910,82471723,2025.03
승용차,8703,2025-03-01,8703329010,신차,78702866,0,6148233,0,78702866,2025.03
승용차,8703,2025-03-01,8703329020,중고차,80199671,4411,14002743,10855,80195260,2025.03
승용차,8703,2025-03-01,8703337000,신차,110130,2531684,5190,139662,-2421554,2025.03
승용차,8703,2025-03-01,8703338000,중고차,32497984,6223,3278664,19365,32491761,2025.03
승용차,8703,2025-03-01,8703401000,신차,953618722,485251040,63023966,21147494,468367682,2025.03
승용차,8703,2025-03-01,8703402000,중고차,35509674,27989,1997279,7970,35481685,2025.03
승용차,8703,2025-03-01,8703501000,신차,0,56080882,0,2132896,-56080882,2025.03
승용차,8703,2025-03-01,8703502000,중고차,3826658,0,193367,0,3826658,2025.03
승용차,8703,2025-03-01,8703601000,신차,347187461,51647762,21242906,2546389,295539699,2025.03
승용차,8703,2025-03-01,8703602000,중고차,749014,31685,37530,2000,717329,2025.03
승용차,8703,2025-03-01,8703702000,중고차,179503,0,11030,0,179503,2025.03
승용차,8703,2025-03-01,8703801000,신차,674091939,226010668,38299892,12405359,448081271,2025.03
승용차,8703,2025-03-01,8703802000,중고차,1480723,181377,197080,8422,1299346,2025.03
승용차,8703,2025-04-01,8703102000,골프용차,353945,1569675,20680,174644,-1215730,2025.04
승용차,8703,2025-04-01,8703109000,기타,370,339189,9,59467,-338819,2025.04
승용차,8703,2025-04-01,8703217000,신차,172728493,1254474,13932072,93036,171474019,2025.04
승용차,8703,2025-04-01,8703218000,중고차,9952195,5543,4009512,1040,9946652,2025.04
승용차,8703,2025-04-01,8703227000,신차,853365553,2178726,70039004,117633,851186827,2025.04
승용차,8703,2025-04-01,8703228000,중고차,7532151,28183,1817779,6525,7503968,2025.04
승용차,8703,2025-04-01,8703231010,신차,1076454692,186684597,87033417,11489628,889770095,2025.04
승용차,8703,2025-04-01,8703231020,중고차,225178437,312690,50671504,37205,224865747,2025.04
승용차,8703,2025-04-01,8703239010,신차,482059641,41633015,32876978,1610553,440426626,2025.04
승용차,8703,2025-04-01,8703239020,중고차,151805363,488622,19583009,51471,151316741,2025.04
승용차,8703,2025-04-01,8703241010,신차,691856499,14617468,39754090,267772,677239031,2025.04
승용차,8703,2025-04-01,8703241020,중고차,37039380,90137,2101052,26815,36949243,2025.04
승용차,8703,2025-04-01,8703249010,신차,0,25530628,0,547371,-25530628,2025.04
승용차,8703,2025-04-01,8703249020,중고차,13688460,472025,436282,4610,13216435,2025.04
승용차,8703,2025-04-01,8703317000,신차,0,1554,0,450,-1554,2025.04
승용차,8703,2025-04-01,8703318000,중고차,394218,0,111790,0,394218,2025.04
승용차,8703,2025-04-01,8703321010,신차,59949291,11491802,3747141,616981,48457489,2025.04
승용차,8703,2025-04-01,8703321020,중고차,85306506,59151,18461712,5975,85247355,2025.04
승용차,8703,2025-04-01,8703329010,신차,78067600,0,6186627,0,78067600,2025.04
승용차,8703,2025-04-01,8703329020,중고차,91226259,26498,16460078,14795,91199761,2025.04
승용차,8703,2025-04-01,8703337000,신차,0,2988520,0,167472,-2988520,2025.04
승용차,8703,2025-04-01,8703338000,중고차,39937397,29665,3944216,6260,39907732,2025.04
승용차,8703,2025-04-01,8703401000,신차,1036058232,499051301,69020342,21943406,537006931,2025.04
승용차,8703,2025-04-01,8703402000,중고차,43187371,60834,2203433,7500,43126537,2025.04
승용차,8703,2025-04-01,8703501000,신차,0,70100610,0,2716714,-70100610,2025.04
승용차,8703,2025-04-01,8703502000,중고차,6492299,0,285314,0,6492299,2025.04
승용차,8703,2025-04-01,8703601000,신차,384839861,56925664,23606663,2507692,327914197,2025.04
승용차,8703,2025-04-01,8703602000,중고차,599661,0,35726,0,599661,2025.04
승용차,8703,2025-04-01,8703702000,중고차,106971,0,4910,0,106971,2025.04
승용차,8703,2025-04-01,8703801000,신차,747985170,262330944,41288873,15138977,485654226,2025.04
승용차,8703,2025-04-01,8703802000,중고차,1505759,136668,161815,5199,1369091,2025.04
승용차,8703,2025-04-01,8703900000,기타,420369,5665,1965,6592,414704,2025.04
승용차,8703,2025-05-01,8703102000,골프용차,119675,841205,7570,82021,-721530,2025.05
승용차,8703,2025-05-01,8703109000,기타,1828,278407,290,43789,-276579,2025.05
승용차,8703,2025-05-01,8703217000,신차,156713421,596367,12617932,64972,156117054,2025.05
승용차,8703,2025-05-01,8703218000,중고차,9197267,8844,3751007,830,9188423,2025.05
승용차,8703,2025-05-01,8703227000,신차,951385302,1478749,79588566,86837,949906553,2025.05
승용차,8703,2025-05-01,8703228000,중고차,6721850,13956,1443043,2420,6707894,2025.05
승용차,8703,2025-05-01,8703231010,신차,904425905,274519789,76778463,16536450,629906116,2025.05
승용차,8703,2025-05-01,8703231020,중고차,211371054,139430,47411727,27545,211231624,2025.05
승용차,8703,2025-05-01,8703239010,신차,487153115,63129858,34645489,2300407,424023257,2025.05
승용차,8703,2025-05-01,8703239020,중고차,145544269,231274,18095515,24575,145312995,2025.05
승용차,8703,2025-05-01,8703241010,신차,531398533,11620191,32754886,284770,519778342,2025.05
승용차,8703,2025-05-01,8703241020,중고차,42899975,170916,1923797,20982,42729059,2025.05
승용차,8703,2025-05-01,8703249010,신차,1496864,19635680,14110,332038,-18138816,2025.05
승용차,8703,2025-05-01,8703249020,중고차,11838546,157310,359139,23147,11681236,2025.05
승용차,8703,2025-05-01,8703317000,신차,134866,17703,14076,1424,117163,2025.05
승용차,8703,2025-05-01,8703318000,중고차,251098,0,75485,0,251098,2025.05
승용차,8703,2025-05-01,8703321010,신차,40822401,16964002,2737678,960580,23858399,2025.05
승용차,8703,2025-05-01,8703321020,중고차,75370234,4800,16339219,3870,75365434,2025.05
승용차,8703,2025-05-01,8703329010,신차,73485802,0,5709323,0,73485802,2025.05
승용차,8703,2025-05-01,8703329020,중고차,91107634,0,15525615,0,91107634,2025.05
승용차,8703,2025-05-01,8703337000,신차,0,823375,0,44216,-823375,2025.05
승용차,8703,2025-05-01,8703338000,중고차,33791963,42618,3523466,4230,33749345,2025.05
승용차,8703,2025-05-01,8703401000,신차,1141201398,517504187,78847533,21889880,623697211,2025.05
승용차,8703,2025-05-01,8703402000,중고차,50810863,44191,2168439,5839,50766672,2025.05
승용차,8703,2025-05-01,8703501000,신차,0,89644947,0,3449148,-89644947,2025.05
승용차,8703,2025-05-01,8703502000,중고차,6229035,0,282667,0,6229035,2025.05
승용차,8703,2025-05-01,8703601000,신차,257819555,53965445,16154837,2325805,203854110,2025.05
승용차,8703,2025-05-01,8703602000,중고차,379386,0,22120,0,379386,2025.05
승용차,8703,2025-05-01,8703702000,중고차,122033,0,4435,0,122033,2025.05
승용차,8703,2025-05-01,8703801000,신차,705881028,330750090,38152931,20091731,375130938,2025.05
승용차,8703,2025-05-01,8703802000,중고차,1900313,118487,210276,10182,1781826,2025.05
승용차,8703,2025-05-01,8703900000,기타,0,2148,0,274,-2148,2025.05
승용차,8703,2025-06-01,8703102000,골프용차,348659,1443719,21040,158009,-1095060,2025.06
승용차,8703,2025-06-01,8703109000,기타,24718,485744,730,99282,-461026,2025.06
승용차,8703,2025-06-01,8703217000,신차,140333871,401202,11290966,28159,139932669,2025.06
승용차,8703,2025-06-01,8703218000,중고차,7746679,1985,3240665,800,7744694,2025.06
승용차,8703,2025-06-01,8703227000,신차,876833840,1372416,73426308,85851,875461424,2025.06
승용차,8703,2025-06-01,8703228000,중고차,6646343,34653,1325814,5400,6611690,2025.06
승용차,8703,2025-06-01,8703231010,신차,867118244,129367945,72385797,8842834,737750299,2025.06
승용차,8703,2025-06-01,8703231020,중고차,209791564,400272,41947805,55058,209391292,2025.06
승용차,8703,2025-06-01,8703239010,신차,443249822,37828018,29182861,1181246,405421804,2025.06
승용차,8703,2025-06-01,8703239020,중고차,129677172,321931,14854108,32613,129355241,2025.06
승용차,8703,2025-06-01,8703241010,신차,771608896,20942653,49984351,346381,750666243,2025.06
승용차,8703,2025-06-01,8703241020,중고차,30851949,79659,1571715,14570,30772290,2025.06
