대시보드품목,조회HS,기준월,HS코드,품목명,수출액_USD,수입액_USD,수출중량_KG,수입중량_KG,무역수지_USD,기준월_원본
승용차,8703,2026-04-01,8703102000,골프용차,149267,1117377,8378,104877,-968110,2026.04
승용차,8703,2026-04-01,8703109000,기타,0,688753,0,105448,-688753,2026.04
승용차,8703,2026-04-01,8703217000,신차,82580638,665823,6957991,48326,81914815,2026.04
승용차,8703,2026-04-01,8703218000,중고차,11544890,14909,3984966,16040,11529981,2026.04
승용차,8703,2026-04-01,8703227000,신차,818703723,688699,71763965,47998,818015024,2026.04
승용차,8703,2026-04-01,8703228000,중고차,10280626,41142,1732598,6850,10239484,2026.04
승용차,8703,2026-04-01,8703231010,신차,980114364,156273261,83493123,10591831,823841103,2026.04
승용차,8703,2026-04-01,8703231020,중고차,196218889,411596,39638041,80596,195807293,2026.04
승용차,8703,2026-04-01,8703239010,신차,212842021,37073880,16256075,1223882,175768141,2026.04
승용차,8703,2026-04-01,8703239020,중고차,116704448,841396,13431505,45334,115863052,2026.04
승용차,8703,2026-04-01,8703241010,신차,591364856,12993650,40371295,236684,578371206,2026.04
승용차,8703,2026-04-01,8703241020,중고차,27935700,115821,1612826,23037,27819879,2026.04
승용차,8703,2026-04-01,8703249010,신차,4718855,23140223,27760,625238,-18421368,2026.04
승용차,8703,2026-04-01,8703249020,중고차,11552179,879254,374307,8760,10672925,2026.04
승용차,8703,2026-04-01,8703317000,신차,16806,143629,1140,11686,-126823,2026.04
승용차,8703,2026-04-01,8703318000,중고차,916158,0,323845,0,916158,2026.04
승용차,8703,2026-04-01,8703321010,신차,41423508,9879390,2672080,649248,31544118,2026.04
승용차,8703,2026-04-01,8703321020,중고차,65420566,4838,15475385,4605,65415728,2026.04
승용차,8703,2026-04-01,8703329010,신차,73532633,48225,5185188,2200,73484408,2026.04
승용차,8703,2026-04-01,8703329020,중고차,57935479,291226,11023277,18895,57644253,2026.04
승용차,8703,2026-04-01,8703337000,신차,0,742132,0,39542,-742132,2026.04
승용차,8703,2026-04-01,8703338000,중고차,18420856,0,2299528,0,18420856,2026.04
승용차,8703,2026-04-01,8703401000,신차,1480916853,336699941,105636511,15718197,1144216912,2026.04
승용차,8703,2026-04-01,8703402000,중고차,31814438,275976,1531301,9680,31538462,2026.04
승용차,8703,2026-04-01,8703501000,신차,0,46493638,0,1934031,-46493638,2026.04
승용차,8703,2026-04-01,8703502000,중고차,4137703,0,176976,0,4137703,2026.04
승용차,8703,2026-04-01,8703601000,신차,80216517,43387406,4385845,1960882,36829111,2026.04
승용차,8703,2026-04-01,8703602000,중고차,544514,0,32262,0,544514,2026.04
승용차,8703,2026-04-01,8703702000,중고차,16440,0,2420,0,16440,2026.04
승용차,8703,2026-04-01,8703801000,신차,920842225,546682253,51263816,35540780,374159972,2026.04
승용차,8703,2026-04-01,8703802000,중고차,840542,253195,89528,8052,587347,2026.04
승용차,8703,2026-04-01,8703900000,기타,26129,0,7080,0,26129,2026.04
승용차,8703,2026-05-01,8703102000,골프용차,801745,999595,61835,88828,-197850,2026.05
승용차,8703,2026-05-01,8703109000,기타,26130,550951,800,84200,-524821,2026.05
승용차,8703,2026-05-01,8703217000,신차,154906014,988670,11852600,79416,153917344,2026.05
승용차,8703,2026-05-01,8703218000,중고차,11273470,42219,3760040,10300,11231251,2026.05
승용차,8703,2026-05-01,8703227000,신차,794351129,262148,69113540,13863,794088981,2026.05
승용차,8703,2026-05-01,8703228000,중고차,10364546,81633,1602944,14078,10282913,2026.05
승용차,8703,2026-05-01,8703231010,신차,800893408,223975577,67276192,13956915,576917831,2026.05
승용차,8703,2026-05-01,8703231020,중고차,182832530,579473,33943499,136386,182253057,2026.05
승용차,8703,2026-05-01,8703239010,신차,327446895,43091757,25380317,1405971,284355138,2026.05
승용차,8703,2026-05-01,8703239020,중고차,103624783,271677,11094591,46212,103353106,2026.05
승용차,8703,2026-05-01,8703241010,신차,560231073,14957466,36965014,256220,545273607,2026.05
승용차,8703,2026-05-01,8703241020,중고차,26011870,58547,1550614,16129,25953323,2026.05
승용차,8703,2026-05-01,8703249010,신차,732766,16919318,22920,294910,-16186552,2026.05
승용차,8703,2026-05-01,8703249020,중고차,12072259,77583,443688,13945,11994676,2026.05
승용차,8703,2026-05-01,8703317000,신차,16500,142386,1420,13306,-125886,2026.05
승용차,8703,2026-05-01,8703318000,중고차,688570,0,268690,0,688570,2026.05
승용차,8703,2026-05-01,8703321010,신차,27496719,9368138,1866038,571032,18128581,2026.05
승용차,8703,2026-05-01,8703321020,중고차,60860954,116498,12747149,18990,60744456,2026.05
승용차,8703,2026-05-01,8703329010,신차,25053260,0,1995020,0,25053260,2026.05
승용차,8703,2026-05-01,8703329020,중고차,46984761,112920,8627295,27183,46871841,2026.05
승용차,8703,2026-05-01,8703337000,신차,139369,3257891,5340,172135,-3118522,2026.05
승용차,8703,2026-05-01,8703338000,중고차,19354354,14172,1643162,10887,19340182,2026.05
승용차,8703,2026-05-01,8703401000,신차,1451038129,369517274,103449121,16176859,1081520855,2026.05
승용차,8703,2026-05-01,8703402000,중고차,33893738,2786,1606262,7125,33890952,2026.05
승용차,8703,2026-05-01,8703501000,신차,0,55166366,0,2102325,-55166366,2026.05
승용차,8703,2026-05-01,8703502000,중고차,4487346,0,194914,0,4487346,2026.05
승용차,8703,2026-05-01,8703601000,신차,55235855,52446751,3083636,2430932,2789104,2026.05
승용차,8703,2026-05-01,8703602000,중고차,670747,0,37896,0,670747,2026.05
승용차,8703,2026-05-01,8703702000,중고차,445551,0,17545,0,445551,2026.05
승용차,8703,2026-05-01,8703801000,신차,767882232,614887575,41843446,34287471,152994657,2026.05
승용차,8703,2026-05-01,8703802000,중고차,972691,0,85781,0,972691,2026.05
승용차,8703,2026-05-01,8703900000,기타,23551,603,1900,173,22948,2026.05
승용차,8703,2026-06-01,8703101000,설상주행용,0,10,0,14,-10,2026.06
승용차,8703,2026-06-01,8703102000,골프용차,1063176,938774,72307,82602,124402,2026.06
승용차,8703,2026-06-01,8703109000,기타,0,574388,0,106749,-574388,2026.06
승용차,8703,2026-06-01,8703217000,신차,196210986,716209,15949282,48328,195494777,2026.06
승용차,8703,2026-06-01,8703218000,중고차,12153405,3340,4354981,2100,12150065,2026.06
승용차,8703,2026-06-01,8703227000,신차,799779211,371812,70331608,13884,799407399,2026.06
승용차,8703,2026-06-01,8703228000,중고차,11672464,2138,1930426,1530,11670326,2026.06
승용차,8703,2026-06-01,8703231010,신차,885857976,240932023,76151947,16430189,644925953,2026.06
승용차,8703,2026-06-01,8703231020,중고차,239121630,150022,42523271,44567,238971608,2026.06
승용차,8703,2026-06-01,8703239010,신차,583474023,57938388,41561880,1894605,525535635,2026.06
승용차,8703,2026-06-01,8703239020,중고차,138095487,231621,14538853,53445,137863866,2026.06
승용차,8703,2026-06-01,8703241010,신차,422823015,18287789,28151597,271757,404535226,2026.06
승용차,8703,2026-06-01,8703241020,중고차,33705821,133705,2134614,24089,33572116,2026.06
승용차,8703,2026-06-01,8703249010,신차,346119,14422849,10075,165408,-14076730,2026.06
승용차,8703,2026-06-01,8703249020,중고차,12944321,46288,479476,13009,12898033,2026.06
승용차,8703,2026-06-01,8703317000,신차,21500,1822448,1480,18144,-1800948,2026.06
승용차,8703,2026-06-01,8703318000,중고차,824682,0,287790,0,824682,2026.06
승용차,8703,2026-06-01,8703321010,신차,33646158,19872997,2109686,1413858,13773161,2026.06
승용차,8703,2026-06-01,8703321020,중고차,64633803,4061,13152125,5190,64629742,2026.06
승용차,8703,2026-06-01,8703329010,신차,36001840,0,2754073,0,36001840,2026.06
승용차,8703,2026-06-01,8703329020,중고차,52691132,1015,9613236,11145,52690117,2026.06
승용차,8703,2026-06-01,8703337000,신차,0,6716576,0,360717,-6716576,2026.06
승용차,8703,2026-06-01,8703338000,중고차,21868106,1722,1949323,7140,21866384,2026.06
승용차,8703,2026-06-01,8703401000,신차,1840292732,792471414,132711463,38774133,1047821318,2026.06
승용차,8703,2026-06-01,8703402000,중고차,48582947,40966,2435431,4250,48541981,2026.06
승용차,8703,2026-06-01,8703501000,신차,0,74742604,0,3313443,-74742604,2026.06
승용차,8703,2026-06-01,8703502000,중고차,6305692,0,283708,0,6305692,2026.06
승용차,8703,2026-06-01,8703601000,신차,67385331,63726176,3559773,3304474,3659155,2026.06
승용차,8703,2026-06-01,8703602000,중고차,1146203,0,68162,0,1146203,2026.06
승용차,8703,2026-06-01,8703702000,중고차,349834,0,16640,0,349834,2026.06
승용차,8703,2026-06-01,8703801000,신차,847745037,473315197,49010685,31520393,374429840,2026.06
승용차,8703,2026-06-01,8703802000,중고차,1541472,144625,121653,5334,1396847,2026.06
승용차,8703,2026-06-01,8703900000,기타,34395,11060,4825,326,23335,2026.06
승용차,8703,2026-07-01,8703102000,골프용차,696166,536603,46595,50844,159563,2026.07
승용차,8703,2026-07-01,8703109000,기타,22026,606251,700,97203,-584225,2026.07
승용차,8703,2026-07-01,8703217000,신차,222009585,926534,18400229,67238,221083051,2026.07
승용차,8703,2026-07-01,8703218000,중고차,11587053,12897,4827830,1670,11574156,2026.07
승용차,8703,2026-07-01,8703227000,신차,740750427,568295,62419122,51416,740182132,2026.07
승용차,8703,2026-07-01,8703228000,중고차,10474585,35621,1787051,4460,10438964,2026.07
승용차,8703,2026-07-01,8703231010,신차,826679843,130934192,71279227,8804926,695745651,2026.07
승용차,8703,2026-07-01,8703231020,중고차,218898687,861028,42687568,87387,218037659,2026.07
승용차,8703,2026-07-01,8703239010,신차,618409339,20669093,46224747,726544,597740246,2026.07
승용차,8703,2026-07-01,8703239020,중고차,117539447,524246,14563668,55543,117015201,2026.07
승용차,8703,2026-07-01,8703241010,신차,410930947,7229771,26654684,119784,403701176,2026.07
승용차,8703,2026-07-01,8703241020,중고차,29581506,152893,2067907,26185,29428613,2026.07
승용차,8703,2026-07-01,8703249010,신차,144890,7936975,7550,58877,-7792085,2026.07
승용차,8703,2026-07-01,8703249020,중고차,15106123,10500,572652,5130,15095623,2026.07
승용차,8703,2026-07-01,8703317000,신차,0,39006,0,2768,-39006,2026.07
승용차,8703,2026-07-01,8703318000,중고차,916985,0,314608,0,916985,2026.07
승용차,8703,2026-07-01,8703321010,신차,37640929,6187114,2268382,336636,31453815,2026.07
승용차,8703,2026-07-01,8703321020,중고차,65846849,34579,14375200,3930,65812270,2026.07
승용차,8703,2026-07-01,8703329010,신차,26758319,0,1995858,0,26758319,2026.07
승용차,8703,2026-07-01,8703329020,중고차,57097882,119581,10804230,35259,56978301,2026.07
승용차,8703,2026-07-01,8703337000,신차,38225,0,2765,0,38225,2026.07
승용차,8703,2026-07-01,8703338000,중고차,15586450,336,1776714,4580,15586114,2026.07
승용차,8703,2026-07-01,8703401000,신차,1529805375,215919512,108683358,9607448,1313885863,2026.07
승용차,8703,2026-07-01,8703402000,중고차,38066504,166683,2280678,8150,37899821,2026.07
승용차,8703,2026-07-01,8703501000,신차,0,35305581,0,1284385,-35305581,2026.07
승용차,8703,2026-07-01,8703502000,중고차,7099614,0,321204,0,7099614,2026.07
승용차,8703,2026-07-01,8703601000,신차,69130079,30362291,3784127,1485513,38767788,2026.07
승용차,8703,2026-07-01,8703602000,중고차,1049752,0,57647,0,1049752,2026.07
승용차,8703,2026-07-01,8703702000,중고차,310210,0,15830,0,310210,2026.07
승용차,8703,2026-07-01,8703801000,신차,880606437,514830168,50914107,35420893,365776269,2026.07
승용차,8703,2026-07-01,8703802000,중고차,1994817,307311,169260,16447,1687506,2026.07
승용차,8703,2026-07-01,8703900000,기타,48232,521,6750,103,47711,2026.07
자동차부품,8708,2025-01-01,8708100000,완충기와 그 부분품,15674181,14780576,1391774,483255,893605,2025.01
자동차부품,8708,2025-01-01,8708210000,안전벨트,6641656,4601514,599737,431673,2040142,2025.01
자동차부품,8708,2025-01-01,8708220000,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",3287016,5526307,479701,619039,-2239291,2025.01
자동차부품,8708,2025-01-01,8708290000,기타,192709371,40366852,28540434,2224192,152342519,2025.01
자동차부품,8708,2025-01-01,8708301000,장착된 브레이크 라이닝,91964,49626,7389,10733,42338,2025.01
자동차부품,8708,2025-01-01,8708302000,브레이크 부스터,10493,4912134,213,110195,-4901641,2025.01
자동차부품,8708,2025-01-01,8708303000,전자 제어식 제동장치,23757,31696,1132,6629,-7939,2025.01
자동차부품,8708,2025-01-01,8708309000,기타,55059460,31528510,8527917,5674894,23530950,2025.01
자동차부품,8708,2025-01-01,8708400000,기어박스와 그 부분품,221850146,76164977,19467612,5215579,145685169,2025.01
자동차부품,8708,2025-01-01,8708501000,차동장치를 갖춘 구동 차축(변속장치를 갖추었는지에 상관없다)과 그 부분품,118004526,14408479,18743537,2048337,103596047,2025.01
자동차부품,8708,2025-01-01,8708502000,비구동 차축과 그 부분품,16723870,1232823,2994871,341778,15491047,2025.01
자동차부품,8708,2025-01-01,8708700000,로드 휠(road wheel)과 그 부분품ㆍ부속품,19142795,34475517,3516539,7608098,-15332722,2025.01
자동차부품,8708,2025-01-01,8708800000,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],58663616,16654972,8931979,1853179,42008644,2025.01
자동차부품,8708,2025-01-01,8708910000,방열기와 그 부분품,6554344,2423124,513883,213183,4131220,2025.01
자동차부품,8708,2025-01-01,8708920000,"소음기(머플러), 배기관, 그 부분품",8685205,3804695,1132422,590172,4880510,2025.01
자동차부품,8708,2025-01-01,8708930000,클러치와 그 부분품,31578819,5037160,3671715,313000,26541659,2025.01
자동차부품,8708,2025-01-01,8708940000,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,53012696,27174043,7606396,1827312,25838653,2025.01
자동차부품,8708,2025-01-01,8708951000,에어백,2574927,9609918,90237,447812,-7034991,2025.01
자동차부품,8708,2025-01-01,8708959000,기타,10400961,28064664,974276,2063777,-17663703,2025.01
자동차부품,8708,2025-01-01,8708991010,제8701호의 것,88937,61928,17227,1046,27009,2025.01
자동차부품,8708,2025-01-01,8708991020,제8702호의 것,3012,13473,4200,452,-10461,2025.01
자동차부품,8708,2025-01-01,8708991030,제8703호의 것,24022785,1536591,1471460,83844,22486194,2025.01
자동차부품,8708,2025-01-01,8708991040,제8704호의 것,20442,242960,7242,8987,-222518,2025.01
자동차부품,8708,2025-01-01,8708991050,제8705호의 것,0,138170,0,7732,-138170,2025.01
자동차부품,8708,2025-01-01,8708999000,기타,457147359,52473069,54315529,4015983,404674290,2025.01
자동차부품,8708,2025-02-01,8708100000,완충기와 그 부분품,17771272,8583859,1397302,326722,9187413,2025.02
자동차부품,8708,2025-02-01,8708210000,안전벨트,7610309,6468588,693848,569817,1141721,2025.02
자동차부품,8708,2025-02-01,8708220000,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",3548080,6815775,491652,866618,-3267695,2025.02
자동차부품,8708,2025-02-01,8708290000,기타,240870673,39005468,37308013,2454892,201865205,2025.02
자동차부품,8708,2025-02-01,8708301000,장착된 브레이크 라이닝,71715,93142,9640,19491,-21427,2025.02
자동차부품,8708,2025-02-01,8708302000,브레이크 부스터,163686,3596638,514,74229,-3432952,2025.02
자동차부품,8708,2025-02-01,8708303000,전자 제어식 제동장치,13540,8017,982,952,5523,2025.02
자동차부품,8708,2025-02-01,8708309000,기타,61360451,31849584,10780972,4570411,29510867,2025.02
자동차부품,8708,2025-02-01,8708400000,기어박스와 그 부분품,255653360,82008444,21710219,5078309,173644916,2025.02
자동차부품,8708,2025-02-01,8708501000,차동장치를 갖춘 구동 차축(변속장치를 갖추었는지에 상관없다)과 그 부분품,122303596,22495432,19559956,3134254,99808164,2025.02
자동차부품,8708,2025-02-01,8708502000,비구동 차축과 그 부분품,20223984,1557326,3306070,375133,18666658,2025.02
자동차부품,8708,2025-02-01,8708700000,로드 휠(road wheel)과 그 부분품ㆍ부속품,27629152,38082013,4818774,8854719,-10452861,2025.02
자동차부품,8708,2025-02-01,8708800000,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],74648606,17130418,11243026,1471176,57518188,2025.02
자동차부품,8708,2025-02-01,8708910000,방열기와 그 부분품,8638602,2949786,665801,258603,5688816,2025.02
자동차부품,8708,2025-02-01,8708920000,"소음기(머플러), 배기관, 그 부분품",10419436,3483563,1362248,518716,6935873,2025.02
자동차부품,8708,2025-02-01,8708930000,클러치와 그 부분품,42054223,6471126,4731400,491008,35583097,2025.02
자동차부품,8708,2025-02-01,8708940000,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,65879655,25334966,9070444,1527947,40544689,2025.02
자동차부품,8708,2025-02-01,8708951000,에어백,3529070,8978199,134151,390755,-5449129,2025.02
자동차부품,8708,2025-02-01,8708959000,기타,11777218,29969654,1053116,2097914,-18192436,2025.02
자동차부품,8708,2025-02-01,8708991010,제8701호의 것,65807,30019,29117,589,35788,2025.02
자동차부품,8708,2025-02-01,8708991020,제8702호의 것,1864,4794,4800,174,-2930,2025.02
자동차부품,8708,2025-02-01,8708991030,제8703호의 것,34823981,1460885,2095120,80847,33363096,2025.02
자동차부품,8708,2025-02-01,8708991040,제8704호의 것,122042,171571,64055,9548,-49529,2025.02
자동차부품,8708,2025-02-01,8708991050,제8705호의 것,55700,34279,3716,1065,21421,2025.02
자동차부품,8708,2025-02-01,8708999000,기타,558180768,56346698,65520278,4249522,501834070,2025.02
자동차부품,8708,2025-03-01,8708100000,완충기와 그 부분품,18385326,12752759,1511630,487306,5632567,2025.03
자동차부품,8708,2025-03-01,8708210000,안전벨트,7951370,6701582,721843,585978,1249788,2025.03
자동차부품,8708,2025-03-01,8708220000,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",4304088,6086913,625161,724704,-1782825,2025.03
자동차부품,8708,2025-03-01,8708290000,기타,241866432,45550849,36651115,2676845,196315583,2025.03
자동차부품,8708,2025-03-01,8708301000,장착된 브레이크 라이닝,139742,151905,11117,29815,-12163,2025.03
자동차부품,8708,2025-03-01,8708302000,브레이크 부스터,17539,4777880,511,112307,-4760341,2025.03
자동차부품,8708,2025-03-01,8708303000,전자 제어식 제동장치,28276,22719,1088,3938,5557,2025.03
자동차부품,8708,2025-03-01,8708309000,기타,62307297,34460057,10604489,5065784,27847240,2025.03
자동차부품,8708,2025-03-01,8708400000,기어박스와 그 부분품,236544813,93876777,20456966,5993322,142668036,2025.03
자동차부품,8708,2025-03-01,8708501000,차동장치를 갖춘 구동 차축(변속장치를 갖추었는지에 상관없다)과 그 부분품,131030318,19510652,20951074,2655311,111519666,2025.03
자동차부품,8708,2025-03-01,8708502000,비구동 차축과 그 부분품,19992160,1307854,3081806,340315,18684306,2025.03
자동차부품,8708,2025-03-01,8708700000,로드 휠(road wheel)과 그 부분품ㆍ부속품,25453610,34800034,4425589,7751357,-9346424,2025.03
자동차부품,8708,2025-03-01,8708800000,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],73867083,19521146,11284611,1984113,54345937,2025.03
자동차부품,8708,2025-03-01,8708910000,방열기와 그 부분품,9425704,3422766,725086,299884,6002938,2025.03
자동차부품,8708,2025-03-01,8708920000,"소음기(머플러), 배기관, 그 부분품",9496790,3820380,1155147,595953,5676410,2025.03
자동차부품,8708,2025-03-01,8708930000,클러치와 그 부분품,41448505,6553922,4884751,412308,34894583,2025.03
자동차부품,8708,2025-03-01,8708940000,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,66011654,29343055,9210434,1722244,36668599,2025.03
자동차부품,8708,2025-03-01,8708951000,에어백,3296625,9848434,128638,430986,-6551809,2025.03
자동차부품,8708,2025-03-01,8708959000,기타,11207843,32564818,1017783,2368552,-21356975,2025.03
자동차부품,8708,2025-03-01,8708991010,제8701호의 것,29188,24747,45296,544,4441,2025.03
자동차부품,8708,2025-03-01,8708991020,제8702호의 것,39960,15543,1656,2609,24417,2025.03
자동차부품,8708,2025-03-01,8708991030,제8703호의 것,34323569,1830467,1968731,104214,32493102,2025.03
자동차부품,8708,2025-03-01,8708991040,제8704호의 것,28895,32301,26070,3577,-3406,2025.03
자동차부품,8708,2025-03-01,8708991050,제8705호의 것,160032,32601,2176,1162,127431,2025.03
자동차부품,8708,2025-03-01,8708999000,기타,555598738,63331666,65167338,4708351,492267072,2025.03
자동차부품,8708,2025-04-01,8708100000,완충기와 그 부분품,22684186,10870086,1750156,479573,11814100,2025.04
자동차부품,8708,2025-04-01,8708210000,안전벨트,10277921,6327522,965416,604122,3950399,2025.04
자동차부품,8708,2025-04-01,8708220000,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",4703340,6700300,575833,722310,-1996960,2025.04
자동차부품,8708,2025-04-01,8708290000,기타,275761570,50431773,41506433,3098845,225329797,2025.04
자동차부품,8708,2025-04-01,8708301000,장착된 브레이크 라이닝,123441,85697,10639,11329,37744,2025.04
자동차부품,8708,2025-04-01,8708302000,브레이크 부스터,100161,4241211,3333,90961,-4141050,2025.04
자동차부품,8708,2025-04-01,8708303000,전자 제어식 제동장치,5852,284,189,3,5568,2025.04
자동차부품,8708,2025-04-01,8708309000,기타,74084881,33454154,11326005,5689817,40630727,2025.04
자동차부품,8708,2025-04-01,8708400000,기어박스와 그 부분품,265158106,109059287,23694950,6952044,156098819,2025.04
자동차부품,8708,2025-04-01,8708501000,차동장치를 갖춘 구동 차축(변속장치를 갖추었는지에 상관없다)과 그 부분품,139803283,19350859,22486491,2536210,120452424,2025.04
자동차부품,8708,2025-04-01,8708502000,비구동 차축과 그 부분품,24907611,1800678,3957113,546437,23106933,2025.04
자동차부품,8708,2025-04-01,8708700000,로드 휠(road wheel)과 그 부분품ㆍ부속품,27994205,47698294,5054570,10945949,-19704089,2025.04
자동차부품,8708,2025-04-01,8708800000,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],79521777,22558379,11882587,2307439,56963398,2025.04
자동차부품,8708,2025-04-01,8708910000,방열기와 그 부분품,10309500,3760369,839658,331715,6549131,2025.04
자동차부품,8708,2025-04-01,8708920000,"소음기(머플러), 배기관, 그 부분품",11741783,4331776,1432489,689190,7410007,2025.04
자동차부품,8708,2025-04-01,8708930000,클러치와 그 부분품,43507424,6398377,4912041,471640,37109047,2025.04
자동차부품,8708,2025-04-01,8708940000,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,71530815,32591983,9442250,2022596,38938832,2025.04
자동차부품,8708,2025-04-01,8708951000,에어백,3213905,12040047,136676,541525,-8826142,2025.04
자동차부품,8708,2025-04-01,8708959000,기타,11714800,33492821,1094784,2331029,-21778021,2025.04
자동차부품,8708,2025-04-01,8708991010,제8701호의 것,25718,38840,31900,730,-13122,2025.04
자동차부품,8708,2025-04-01,8708991020,제8702호의 것,40170,11216,2021,1753,28954,2025.04
자동차부품,8708,2025-04-01,8708991030,제8703호의 것,32405498,2115521,1856124,111793,30289977,2025.04
자동차부품,8708,2025-04-01,8708991040,제8704호의 것,220239,195954,87511,11278,24285,2025.04
자동차부품,8708,2025-04-01,8708991050,제8705호의 것,0,581704,0,29183,-581704,2025.04
자동차부품,8708,2025-04-01,8708999000,기타,598436264,66125279,70315559,5009526,532310985,2025.04
자동차부품,8708,2025-05-01,8708100000,완충기와 그 부분품,16184300,11695540,1131115,455884,4488760,2025.05
자동차부품,8708,2025-05-01,8708210000,안전벨트,7831413,5641555,753222,551303,2189858,2025.05
자동차부품,8708,2025-05-01,8708220000,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",3567117,6431447,455805,662951,-2864330,2025.05
자동차부품,8708,2025-05-01,8708290000,기타,225266594,48571958,34424144,3091913,176694636,2025.05
자동차부품,8708,2025-05-01,8708301000,장착된 브레이크 라이닝,239372,85257,18217,11297,154115,2025.05
자동차부품,8708,2025-05-01,8708302000,브레이크 부스터,845,1462295,704,32229,-1461450,2025.05
자동차부품,8708,2025-05-01,8708303000,전자 제어식 제동장치,49523,26184,4516,3586,23339,2025.05
자동차부품,8708,2025-05-01,8708309000,기타,61045002,37472220,9308248,4709458,23572782,2025.05
자동차부품,8708,2025-05-01,8708400000,기어박스와 그 부분품,207212891,99240500,18599634,6134314,107972391,2025.05
자동차부품,8708,2025-05-01,8708501000,차동장치를 갖춘 구동 차축(변속장치를 갖추었는지에 상관없다)과 그 부분품,117462967,12688774,18931268,2125758,104774193,2025.05
자동차부품,8708,2025-05-01,8708502000,비구동 차축과 그 부분품,18136025,1480124,2795706,440311,16655901,2025.05
자동차부품,8708,2025-05-01,8708700000,로드 휠(road wheel)과 그 부분품ㆍ부속품,23756685,44268295,4316845,10318524,-20511610,2025.05
자동차부품,8708,2025-05-01,8708800000,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다],70489759,22649813,10878770,2267713,47839946,2025.05
자동차부품,8708,2025-05-01,8708910000,방열기와 그 부분품,8166539,4260691,621520,358242,3905848,2025.05
자동차부품,8708,2025-05-01,8708920000,"소음기(머플러), 배기관, 그 부분품",10733012,4113636,1280247,643187,6619376,2025.05
자동차부품,8708,2025-05-01,8708930000,클러치와 그 부분품,39051724,7206225,4405542,530412,31845499,2025.05
자동차부품,8708,2025-05-01,8708940000,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품,59154215,28057602,7853810,1860837,31096613,2025.05
자동차부품,8708,2025-05-01,8708951000,에어백,2037844,11579535,88808,538093,-9541691,2025.05
자동차부품,8708,2025-05-01,8708959000,기타,10470441,28394721,972357,2020581,-17924280,2025.05
자동차부품,8708,2025-05-01,8708991010,제8701호의 것,45706,117098,23327,2881,-71392,2025.05
자동차부품,8708,2025-05-01,8708991020,제8702호의 것,0,13846,0,1336,-13846,2025.05
자동차부품,8708,2025-05-01,8708991030,제8703호의 것,21269065,2234489,1228387,93653,19034576,2025.05
자동차부품,8708,2025-05-01,8708991040,제8704호의 것,92029,73557,61668,6895,18472,2025.05
자동차부품,8708,2025-05-01,8708991050,제8705호의 것,36739,14,2008,21,36725,2025.05
자동차부품,8708,2025-05-01,8708999000,기타,501862661,62457924,61193939,4722971,439404737,2025.05
자동차부품,8708,2025-06-01,8708100000,완충기와 그 부분품,16928760,13558307,1153273,435777,3370453,2025.06
자동차부품,8708,2025-06-01,8708210000,안전벨트,9077954,5233283,836452,516396,3844671,2025.06
자동차부품,8708,2025-06-01,8708220000,"이 류의 소호주 제1호에서 규정한 전방 윈드스크린(윈드쉴드), 후방 창문과 그 밖의 창문",5344867,6099177,735946,638862,-754310,2025.06
자동차부품,8708,2025-06-01,8708290000,기타,243884037,54121352,37422302,2858009,189762685,2025.06
자동차부품,8708,2025-06-01,8708301000,장착된 브레이크 라이닝,71411,84706,6123,5563,-13295,2025.06
자동차부품,8708,2025-06-01,8708302000,브레이크 부스터,54058,965390,1350,38484,-911332,2025.06
자동차부품,8708,2025-06-01,8708303000,전자 제어식 제동장치,52609,23570,2686,2586,29039,2025.06
자동차부품,8708,2025-06-01,8708309000,기타,65260257,42407733,10380646,5088831,22852524,2025.06
자동차부품,8708,2025-06-01,8708400000,기어박스와 그 부분품,238268966,117507825,21376600,7246610,120761141,2025.06
자동차부품,8708,2025-06-01,8708501000,차동장치를 갖춘 구동 차축(변속장치를 갖추었는지에 상관없다)과 그 부분품,119656388,17993012,19081491,2714770,101663376,2025.06
자동차부품,8708,2025-06-01,8708502000,비구동 차축과 그 부분품,20645275,1698971,3260130,505172,18946304,2025.06
