0,1,2,3
기준년도,HSK,MTI,구분
2026,0307714000,043590,농수산식품
2026,0307715000,043590,농수산식품
2026,0307719000,043590,농수산식품
2026,0307721000,043590,농수산식품
2026,0307722000,043590,농수산식품
2026,0307723000,043590,농수산식품
2026,0307724000,043510,농수산식품
2026,0307725000,043590,농수산식품
2026,0307729000,043590,농수산식품
2026,0307792010,046300,농수산식품
2026,0307792020,046300,농수산식품
2026,0307792090,046300,농수산식품
2026,0307793010,046290,농수산식품
2026,0307793020,046290,농수산식품
2026,0307793090,046290,농수산식품
2026,0307794010,043590,농수산식품
2026,0307794090,043590,농수산식품
2026,0307810000,043590,농수산식품
2026,0307820000,043590,농수산식품
2026,0307830000,043590,농수산식품
2026,0307840000,043590,농수산식품
2026,0307871000,046300,농수산식품
2026,0307872000,046290,농수산식품
2026,0307873000,043590,농수산식품
2026,0307881000,046300,농수산식품
2026,0307882000,046290,농수산식품
2026,0307883000,043590,농수산식품
2026,0307911000,043900,농수산식품
2026,0307912010,043590,농수산식품
2026,0307912090,043590,농수산식품
2026,0307913000,043900,농수산식품
2026,0307914000,043590,농수산식품
2026,0307919000,043900,농수산식품
2026,0307921000,043900,농수산식품
2026,0307922000,043900,농수산식품
2026,0307929000,043900,농수산식품
2026,0307992100,046300,농수산식품
2026,0307992900,049090,농수산식품
2026,0307993000,049090,농수산식품
2026,0307994110,049090,농수산식품
2026,0307994120,049090,농수산식품
2026,0307994900,049090,농수산식품
2026,0308110000,049090,농수산식품
2026,0308120000,049090,농수산식품
2026,0308192000,049090,농수산식품
2026,0308193000,049090,농수산식품
2026,0308194000,049090,농수산식품
2026,0308210000,049090,농수산식품
2026,0308220000,049090,농수산식품
2026,0308292000,049090,농수산식품
2026,0308293000,049090,농수산식품
2026,0308294000,049090,농수산식품
2026,0308301000,049090,농수산식품
2026,0308302000,049090,농수산식품
2026,0308303000,046300,농수산식품
2026,0308304000,049090,농수산식품
2026,0308305000,049090,농수산식품
2026,0308901011,049090,농수산식품
2026,0308901019,049090,농수산식품
2026,0308901090,049090,농수산식품
2026,0308902010,049090,농수산식품
2026,0308902090,049090,농수산식품
2026,0308903000,049090,농수산식품
2026,0308904000,049090,농수산식품
2026,0308905000,049090,농수산식품
2026,0309100000,049010,농수산식품
2026,0309901000,049010,농수산식품
2026,0309902000,049010,농수산식품
2026,0309909000,049010,농수산식품
2026,0401100000,024310,농수산식품
2026,0401200000,024310,농수산식품
2026,0401401000,024310,농수산식품
2026,0401409000,024310,농수산식품
2026,0401501000,024310,농수산식품
2026,0401509000,024310,농수산식품
2026,0402101010,024320,농수산식품
2026,0402101090,024320,농수산식품
2026,0402109000,024320,농수산식품
2026,0402211000,024320,농수산식품
2026,0402219000,024320,농수산식품
2026,0402290000,024320,농수산식품
2026,0402911000,024390,농수산식품
2026,0402919000,024390,농수산식품
2026,0402991000,024390,농수산식품
2026,0402999000,024390,농수산식품
2026,0403201000,016900,농수산식품
2026,0403202000,016900,농수산식품
2026,0403209000,016900,농수산식품
2026,0403901000,024390,농수산식품
2026,0403909000,024350,농수산식품
2026,0404101011,024390,농수산식품
2026,0404101019,024390,농수산식품
2026,0404101091,024390,농수산식품
2026,0404101099,024390,농수산식품
2026,0404102111,024390,농수산식품
2026,0404102119,024390,농수산식품
2026,0404102121,024390,농수산식품
2026,0404102129,024390,농수산식품
2026,0404102131,024390,농수산식품
2026,0404102139,024390,농수산식품
2026,0404102191,024390,농수산식품
2026,0404102199,024390,농수산식품
2026,0404102910,024390,농수산식품
2026,0404102990,024390,농수산식품
2026,0404901000,024390,농수산식품
2026,0404902000,024390,농수산식품
2026,0405100000,024330,농수산식품
2026,0405200000,024330,농수산식품
2026,0405900000,024330,농수산식품
2026,0406101010,024340,농수산식품
2026,0406101020,024340,농수산식품
2026,0406101090,024340,농수산식품
2026,0406102000,024340,농수산식품
2026,0406200000,024340,농수산식품
2026,0406300000,024340,농수산식품
2026,0406400000,024340,농수산식품
2026,0406901000,024340,농수산식품
2026,0406902000,024340,농수산식품
2026,0406903000,024340,농수산식품
2026,0406904000,024340,농수산식품
2026,0406909000,024340,농수산식품
2026,0407110000,024400,농수산식품
2026,0407190000,024400,농수산식품
2026,0407210000,024400,농수산식품
2026,0407290000,024400,농수산식품
2026,0407900000,024400,농수산식품
2026,0408110000,024400,농수산식품
2026,0408190000,024400,농수산식품
2026,0408910000,024400,농수산식품
2026,0408991000,024400,농수산식품
2026,0408999000,024400,농수산식품
2026,0409000000,024210,농수산식품
2026,0410100000,022910,농수산식품
2026,0410901000,023900,농수산식품
2026,0410902000,024220,농수산식품
2026,0410909000,023900,농수산식품
2026,0501000000,980000,기타
2026,0502100000,025000,농수산식품
2026,0502900000,025000,농수산식품
2026,0504001010,022990,농수산식품
2026,0504001021,022990,농수산식품
2026,0504001029,022990,농수산식품
2026,0504001031,022990,농수산식품
2026,0504001039,022990,농수산식품
2026,0504001090,022990,농수산식품
2026,0504002000,022990,농수산식품
2026,0504003000,022990,농수산식품
2026,0505100000,025000,농수산식품
2026,0505901000,025000,농수산식품
2026,0505909000,025000,농수산식품
2026,0506100000,023290,농수산식품
2026,0506901020,023290,농수산식품
2026,0506901090,023290,농수산식품
2026,0506902000,023290,농수산식품
2026,0506909000,023290,농수산식품
2026,0507101000,023210,농수산식품
2026,0507109000,023210,농수산식품
2026,0507901110,023310,농수산식품
2026,0507901190,023310,농수산식품
2026,0507901200,023310,농수산식품
2026,0507902010,023900,농수산식품
2026,0507902020,023900,농수산식품
2026,0507902090,023900,농수산식품
2026,0508001000,525900,생활용품
2026,0508002010,525200,생활용품
2026,0508002020,525200,생활용품
2026,0508002030,525200,생활용품
2026,0508002040,525200,생활용품
2026,0508002050,525200,생활용품
2026,0508002060,525200,생활용품
2026,0508002070,525200,생활용품
2026,0508002090,525200,생활용품
2026,0508009000,525900,생활용품
2026,0510003000,023390,농수산식품
2026,0510004000,023390,농수산식품
2026,0510009000,023900,농수산식품
2026,0511100000,023900,농수산식품
2026,0511911010,047000,농수산식품
2026,0511911090,047000,농수산식품
2026,0511912000,047000,농수산식품
2026,0511919000,047000,농수산식품
2026,0511991000,023900,농수산식품
2026,0511992010,023900,농수산식품
2026,0511992090,023900,농수산식품
2026,0511993010,023900,농수산식품
2026,0511993020,023900,농수산식품
2026,0511993090,023900,농수산식품
2026,0511994000,023900,농수산식품
2026,0511995030,025000,농수산식품
2026,0511995090,025000,농수산식품
2026,0511996000,047000,농수산식품
2026,0511999010,019000,농수산식품
2026,0511999020,019000,농수산식품
2026,0511999030,023900,농수산식품
2026,0511999040,023900,농수산식품
2026,0511999090,023900,농수산식품
2026,0601101000,012203,농수산식품
2026,0601102000,012204,농수산식품
2026,0601104000,012206,농수산식품
2026,0601105000,012207,농수산식품
2026,0601106000,012208,농수산식품
2026,0601107000,012209,농수산식품
2026,0601108000,012210,농수산식품
2026,0601109000,012290,농수산식품
2026,0601201000,012203,농수산식품
2026,0601202000,012204,농수산식품
2026,0601207000,012208,농수산식품
2026,0601208000,012209,농수산식품
2026,0601209010,012210,농수산식품
2026,0601209090,012290,농수산식품
2026,0602100000,032100,농수산식품
2026,0602201000,012990,농수산식품
2026,0602202000,012990,농수산식품
2026,0602203000,012990,농수산식품
2026,0602204000,012990,농수산식품
2026,0602206000,012990,농수산식품
2026,0602209000,012990,농수산식품
2026,0602300000,012290,농수산식품
2026,0602400000,012201,농수산식품
2026,0602901010,012211,농수산식품
2026,0602901020,012212,농수산식품
2026,0602901030,012290,농수산식품
2026,0602901040,012290,농수산식품
2026,0602901050,012202,농수산식품
2026,0602901060,012290,농수산식품
2026,0602901090,012290,농수산식품
2026,0602902010,032100,농수산식품
2026,0602902021,032100,농수산식품
2026,0602902029,032100,농수산식품
2026,0602902090,032100,농수산식품
2026,0602909010,012290,농수산식품
2026,0602909030,012990,농수산식품
2026,0602909040,012490,농수산식품
2026,0602909050,012910,농수산식품
2026,0602909090,012990,농수산식품
2026,0603110000,012201,농수산식품
2026,0603120000,012212,농수산식품
2026,0603131000,012211,농수산식품
2026,0603132000,012211,농수산식품
2026,0603139000,012211,농수산식품
2026,0603140000,012202,농수산식품
2026,0603150000,012204,농수산식품
2026,0603191000,012203,농수산식품
2026,0603199000,012290,농수산식품
2026,0603900000,012290,농수산식품
2026,0604201000,033900,농수산식품
2026,0604202000,033900,농수산식품
2026,0604209000,013900,농수산식품
2026,0604901000,013900,농수산식품
2026,0604909000,013900,농수산식품
2026,0701100000,011210,농수산식품
2026,0701900000,011210,농수산식품
2026,0702001000,012107,농수산식품
2026,0702009000,012107,농수산식품
2026,0703101010,012111,농수산식품
2026,0703101090,012111,농수산식품
2026,0703103000,012112,농수산식품
2026,0703201000,012113,농수산식품
2026,0703209000,012113,농수산식품
2026,0703901000,012114,농수산식품
2026,0703902000,012190,농수산식품
2026,0703903000,012190,농수산식품
2026,0703909000,012190,농수산식품
