대시보드품목,조회HS,국가코드,국가,기준월,수출액_USD,전년동월_수출액_USD,YoY_%,MoM_%,수출액_십억달러
반도체 제조장비,8486,PA,파나마,2026-07-01,400,,,,4e-07
반도체 제조장비,8486,PK,파키스탄,2025-08-01,0,,,,0.0
반도체 제조장비,8486,PK,파키스탄,2026-02-01,158500,,,inf,0.0001585
반도체 제조장비,8486,PT,포루투갈,2025-01-01,537399,,,,0.000537399
반도체 제조장비,8486,PT,포루투갈,2025-02-01,1028,,,-99.8087082409904,1.028e-06
반도체 제조장비,8486,PT,포루투갈,2025-03-01,326,,,-68.28793774319067,3.26e-07
반도체 제조장비,8486,PT,포루투갈,2025-04-01,64283,,,19618.71165644172,6.4283e-05
반도체 제조장비,8486,PT,포루투갈,2025-05-01,598006,,,830.2708336574211,0.000598006
반도체 제조장비,8486,PT,포루투갈,2025-06-01,84840,,,-85.81285137607316,8.484e-05
반도체 제조장비,8486,PT,포루투갈,2025-07-01,344890,,,306.51815181518157,0.00034489
반도체 제조장비,8486,PT,포루투갈,2025-08-01,291584,,,-15.455942474412133,0.000291584
반도체 제조장비,8486,PT,포루투갈,2025-09-01,144251,,,-50.52849264705883,0.000144251
반도체 제조장비,8486,PT,포루투갈,2025-10-01,371784,,,157.73408849851992,0.000371784
반도체 제조장비,8486,PT,포루투갈,2025-11-01,35253,,,-90.51788135046156,3.5253e-05
반도체 제조장비,8486,PT,포루투갈,2025-12-01,28964,,,-17.839616486540155,2.8964e-05
반도체 제조장비,8486,PT,포루투갈,2026-01-01,15106,537399.0,-97.18905319883365,-47.8456014362657,1.5106e-05
반도체 제조장비,8486,PT,포루투갈,2026-02-01,2304017,1028.0,224026.1673151751,15152.330199920561,0.002304017
반도체 제조장비,8486,PT,포루투갈,2026-03-01,1029094,326.0,315573.0061349693,-55.33479136655676,0.001029094
반도체 제조장비,8486,PT,포루투갈,2026-04-01,13388,64283.0,-79.17334287447693,-98.69904984384323,1.3388e-05
반도체 제조장비,8486,PT,포루투갈,2026-05-01,255624,598006.0,-57.253940595913754,1809.3516582013744,0.000255624
반도체 제조장비,8486,PT,포루투갈,2026-06-01,24109,84840.0,-71.58297972654408,-90.56856946139642,2.4109e-05
반도체 제조장비,8486,PT,포루투갈,2026-07-01,109564,344890.0,-68.23218997361478,354.45269401468335,0.000109564
반도체 제조장비,8486,PL,폴란드,2025-01-01,475620,,,,0.00047562
반도체 제조장비,8486,PL,폴란드,2025-02-01,2219,,,-99.53345107438712,2.219e-06
반도체 제조장비,8486,PL,폴란드,2025-04-01,2000,,,-9.869310500225325,2e-06
반도체 제조장비,8486,PL,폴란드,2025-06-01,24232,,,1111.6,2.4232e-05
반도체 제조장비,8486,PL,폴란드,2025-07-01,97588,,,302.72367117860676,9.7588e-05
반도체 제조장비,8486,PL,폴란드,2025-08-01,2680,,,-97.2537607082838,2.68e-06
반도체 제조장비,8486,PL,폴란드,2025-09-01,4892,,,82.53731343283582,4.892e-06
반도체 제조장비,8486,PL,폴란드,2025-10-01,15,,,-99.69337694194603,1.5e-08
반도체 제조장비,8486,PL,폴란드,2025-11-01,5580,,,37100.0,5.58e-06
반도체 제조장비,8486,PL,폴란드,2025-12-01,1135,,,-79.6594982078853,1.135e-06
반도체 제조장비,8486,PL,폴란드,2026-01-01,2995,,,163.87665198237883,2.995e-06
반도체 제조장비,8486,PL,폴란드,2026-02-01,1100,,,-63.272120200333895,1.1e-06
반도체 제조장비,8486,PL,폴란드,2026-03-01,420198,475620.0,-11.652579790589124,38099.818181818184,0.000420198
반도체 제조장비,8486,PL,폴란드,2026-04-01,438457,2219.0,19659.215863001355,4.345332438517091,0.000438457
반도체 제조장비,8486,PL,폴란드,2026-05-01,199139,2000.0,9856.95,-54.58186321577714,0.000199139
반도체 제조장비,8486,PL,폴란드,2026-06-01,2304,24232.0,-90.49191152195444,-98.84301919764586,2.304e-06
반도체 제조장비,8486,PL,폴란드,2026-07-01,0,97588.0,-100.0,-100.0,0.0
반도체 제조장비,8486,FR,프랑스,2025-01-01,797495,,,,0.000797495
반도체 제조장비,8486,FR,프랑스,2025-02-01,418994,,,-47.46123800149217,0.000418994
반도체 제조장비,8486,FR,프랑스,2025-03-01,330571,,,-21.10364348892825,0.000330571
반도체 제조장비,8486,FR,프랑스,2025-04-01,609970,,,84.52011821968655,0.00060997
반도체 제조장비,8486,FR,프랑스,2025-05-01,169990,,,-72.13141629916225,0.00016999
반도체 제조장비,8486,FR,프랑스,2025-06-01,374600,,,120.36590387669861,0.0003746
반도체 제조장비,8486,FR,프랑스,2025-07-01,618495,,,65.10811532301122,0.000618495
반도체 제조장비,8486,FR,프랑스,2025-08-01,472102,,,-23.669229338959894,0.000472102
반도체 제조장비,8486,FR,프랑스,2025-09-01,455552,,,-3.5055983664547097,0.000455552
반도체 제조장비,8486,FR,프랑스,2025-10-01,110584,,,-75.72527395335769,0.000110584
반도체 제조장비,8486,FR,프랑스,2025-11-01,192032,,,73.65260797222022,0.000192032
반도체 제조장비,8486,FR,프랑스,2025-12-01,608361,,,216.80188718546907,0.000608361
반도체 제조장비,8486,FR,프랑스,2026-01-01,119973,797495.0,-84.95626931830293,-80.27930784517746,0.000119973
반도체 제조장비,8486,FR,프랑스,2026-02-01,67488,418994.0,-83.89284810761013,-43.747343152209254,6.7488e-05
반도체 제조장비,8486,FR,프랑스,2026-03-01,630158,330571.0,90.62712700146112,833.7334044570886,0.000630158
반도체 제조장비,8486,FR,프랑스,2026-04-01,1571091,609970.0,157.56856894601376,149.31699668971908,0.001571091
반도체 제조장비,8486,FR,프랑스,2026-05-01,1071213,169990.0,530.1623624919113,-31.81725310628092,0.001071213
반도체 제조장비,8486,FR,프랑스,2026-06-01,1810827,374600.0,383.4028296849973,69.04453175979006,0.001810827
반도체 제조장비,8486,FR,프랑스,2026-07-01,664602,618495.0,7.454708607183558,-63.29842663048431,0.000664602
반도체 제조장비,8486,FI,핀란드,2025-01-01,211695,,,,0.000211695
반도체 제조장비,8486,FI,핀란드,2025-02-01,6000,,,-97.16573372068305,6e-06
반도체 제조장비,8486,FI,핀란드,2025-03-01,1240,,,-79.33333333333333,1.24e-06
반도체 제조장비,8486,FI,핀란드,2025-04-01,1760,,,41.93548387096775,1.76e-06
반도체 제조장비,8486,FI,핀란드,2025-05-01,20754,,,1079.2045454545455,2.0754e-05
반도체 제조장비,8486,FI,핀란드,2025-06-01,0,,,-100.0,0.0
반도체 제조장비,8486,FI,핀란드,2025-07-01,6375,,,inf,6.375e-06
반도체 제조장비,8486,FI,핀란드,2025-08-01,526570,,,8159.92156862745,0.00052657
반도체 제조장비,8486,FI,핀란드,2025-09-01,12287,,,-97.66659703363275,1.2287e-05
반도체 제조장비,8486,FI,핀란드,2025-10-01,895,,,-92.71587857084724,8.95e-07
반도체 제조장비,8486,FI,핀란드,2025-11-01,12569,,,1304.3575418994412,1.2569e-05
반도체 제조장비,8486,FI,핀란드,2025-12-01,974,,,-92.25077571803644,9.74e-07
반도체 제조장비,8486,FI,핀란드,2026-01-01,2567,211695.0,-98.78740641016557,163.55236139630392,2.567e-06
반도체 제조장비,8486,FI,핀란드,2026-02-01,1314,6000.0,-78.10000000000001,-48.81184261784184,1.314e-06
반도체 제조장비,8486,FI,핀란드,2026-03-01,939,1240.0,-24.274193548387103,-28.538812785388124,9.39e-07
반도체 제조장비,8486,FI,핀란드,2026-04-01,22289,1760.0,1166.4204545454545,2273.695420660277,2.2289e-05
반도체 제조장비,8486,FI,핀란드,2026-05-01,0,20754.0,-100.0,-100.0,0.0
반도체 제조장비,8486,FI,핀란드,2026-06-01,1505,0.0,inf,inf,1.505e-06
반도체 제조장비,8486,FI,핀란드,2026-07-01,4400,6375.0,-30.980392156862745,192.35880398671097,4.4e-06
반도체 제조장비,8486,PH,필리핀,2025-01-01,1038960,,,,0.00103896
반도체 제조장비,8486,PH,필리핀,2025-02-01,3119205,,,200.22378147378146,0.003119205
반도체 제조장비,8486,PH,필리핀,2025-03-01,1198961,,,-61.56196851441314,0.001198961
반도체 제조장비,8486,PH,필리핀,2025-04-01,1780288,,,48.485897372808616,0.001780288
반도체 제조장비,8486,PH,필리핀,2025-05-01,1048298,,,-41.11638116978826,0.001048298
반도체 제조장비,8486,PH,필리핀,2025-06-01,1967473,,,87.68260551865976,0.001967473
반도체 제조장비,8486,PH,필리핀,2025-07-01,3747708,,,90.48332556533177,0.003747708
반도체 제조장비,8486,PH,필리핀,2025-08-01,817508,,,-78.18645422749051,0.000817508
반도체 제조장비,8486,PH,필리핀,2025-09-01,1059245,,,29.569985859465596,0.001059245
반도체 제조장비,8486,PH,필리핀,2025-10-01,985621,,,-6.95061104843544,0.000985621
반도체 제조장비,8486,PH,필리핀,2025-11-01,1507235,,,52.922370769291646,0.001507235
반도체 제조장비,8486,PH,필리핀,2025-12-01,6692750,,,344.0415728137948,0.00669275
반도체 제조장비,8486,PH,필리핀,2026-01-01,1382666,1038960.0,33.08173558173557,-79.3408389675395,0.001382666
반도체 제조장비,8486,PH,필리핀,2026-02-01,3008507,3119205.0,-3.5489171118922913,117.5873999939248,0.003008507
반도체 제조장비,8486,PH,필리핀,2026-03-01,1967673,1198961.0,64.11484610425194,-34.59636291356477,0.001967673
반도체 제조장비,8486,PH,필리핀,2026-04-01,2172734,1780288.0,22.04396142646583,10.421497880999532,0.002172734
반도체 제조장비,8486,PH,필리핀,2026-05-01,3319187,1048298.0,216.6262837475603,52.765455872647095,0.003319187
반도체 제조장비,8486,PH,필리핀,2026-06-01,2902666,1967473.0,47.532698034483836,-12.548886218221512,0.002902666
반도체 제조장비,8486,PH,필리핀,2026-07-01,2386691,3747708.0,-36.3159829954735,-17.775899810725726,0.002386691
반도체 제조장비,8486,HU,헝가리,2025-01-01,15958,,,,1.5958e-05
반도체 제조장비,8486,HU,헝가리,2025-02-01,20011,,,25.397919538789317,2.0011e-05
반도체 제조장비,8486,HU,헝가리,2025-03-01,22511,,,12.493128779171458,2.2511e-05
반도체 제조장비,8486,HU,헝가리,2025-04-01,10968,,,-51.27715339167518,1.0968e-05
반도체 제조장비,8486,HU,헝가리,2025-05-01,48369,,,341.0010940919038,4.8369e-05
반도체 제조장비,8486,HU,헝가리,2025-06-01,3620,,,-92.5158676011495,3.62e-06
반도체 제조장비,8486,HU,헝가리,2025-07-01,12242,,,238.17679558011048,1.2242e-05
반도체 제조장비,8486,HU,헝가리,2025-08-01,1900,,,-84.47966018624408,1.9e-06
반도체 제조장비,8486,HU,헝가리,2025-09-01,11220,,,490.5263157894737,1.122e-05
반도체 제조장비,8486,HU,헝가리,2025-10-01,23817,,,112.27272727272725,2.3817e-05
반도체 제조장비,8486,HU,헝가리,2025-11-01,15789,,,-33.70701599697695,1.5789e-05
반도체 제조장비,8486,HU,헝가리,2025-12-01,1080,,,-93.15979479384382,1.08e-06
반도체 제조장비,8486,HU,헝가리,2026-01-01,10235,15958.0,-35.86289008647701,847.6851851851851,1.0235e-05
반도체 제조장비,8486,HU,헝가리,2026-02-01,20015,20011.0,0.01998900604667231,95.55446995603323,2.0015e-05
반도체 제조장비,8486,HU,헝가리,2026-03-01,15829,22511.0,-29.683265958864556,-20.91431426430177,1.5829e-05
반도체 제조장비,8486,HU,헝가리,2026-04-01,147321,10968.0,1243.1892778993436,830.703139806684,0.000147321
반도체 제조장비,8486,HU,헝가리,2026-05-01,88560,48369.0,83.09247658624327,-39.88637057853259,8.856e-05
반도체 제조장비,8486,HU,헝가리,2026-06-01,23532,3620.0,550.0552486187845,-73.42818428184282,2.3532e-05
반도체 제조장비,8486,HU,헝가리,2026-07-01,9657,12242.0,-21.11583074661003,-58.96226415094339,9.657e-06
반도체 제조장비,8486,AU,호주,2025-03-01,687,,,,6.87e-07
반도체 제조장비,8486,AU,호주,2025-05-01,0,,,-100.0,0.0
반도체 제조장비,8486,AU,호주,2025-08-01,51800,,,inf,5.18e-05
반도체 제조장비,8486,AU,호주,2025-09-01,0,,,-100.0,0.0
반도체 제조장비,8486,AU,호주,2025-10-01,2000,,,inf,2e-06
반도체 제조장비,8486,AU,호주,2025-11-01,600,,,-70.0,6e-07
반도체 제조장비,8486,AU,호주,2025-12-01,58,,,-90.33333333333333,5.8e-08
반도체 제조장비,8486,AU,호주,2026-01-01,0,,,-100.0,0.0
반도체 제조장비,8486,AU,호주,2026-05-01,140,,,inf,1.4e-07
반도체 제조장비,8486,AU,호주,2026-06-01,474,,,238.57142857142856,4.74e-07
반도체 제조장비,8486,AU,호주,2026-07-01,795,,,67.72151898734178,7.95e-07
반도체 제조장비,8486,HK,홍콩,2025-01-01,927125,,,,0.000927125
반도체 제조장비,8486,HK,홍콩,2025-02-01,978254,,,5.514790346501286,0.000978254
반도체 제조장비,8486,HK,홍콩,2025-03-01,1288190,,,31.682569148707795,0.00128819
반도체 제조장비,8486,HK,홍콩,2025-04-01,2635385,,,104.58045785171444,0.002635385
반도체 제조장비,8486,HK,홍콩,2025-05-01,4048098,,,53.60556427239285,0.004048098
반도체 제조장비,8486,HK,홍콩,2025-06-01,1936197,,,-52.17020437746319,0.001936197
반도체 제조장비,8486,HK,홍콩,2025-07-01,2185063,,,12.85334085322929,0.002185063
반도체 제조장비,8486,HK,홍콩,2025-08-01,2009165,,,-8.050019610418557,0.002009165
반도체 제조장비,8486,HK,홍콩,2025-09-01,3131386,,,55.85509403160018,0.003131386
반도체 제조장비,8486,HK,홍콩,2025-10-01,2117793,,,-32.368829649235195,0.002117793
반도체 제조장비,8486,HK,홍콩,2025-11-01,1955789,,,-7.6496616997034135,0.001955789
반도체 제조장비,8486,HK,홍콩,2025-12-01,424560,,,-78.29213683071129,0.00042456
반도체 제조장비,8486,HK,홍콩,2026-01-01,1517818,927125.0,63.71233652420116,257.5037686074995,0.001517818
반도체 제조장비,8486,HK,홍콩,2026-02-01,707750,978254.0,-27.651714176481768,-53.37056221496912,0.00070775
반도체 제조장비,8486,HK,홍콩,2026-03-01,2319840,1288190.0,80.08523587359007,227.77675732956553,0.00231984
반도체 제조장비,8486,HK,홍콩,2026-04-01,2429263,2635385.0,-7.821324019071218,4.716833919580665,0.002429263
반도체 제조장비,8486,HK,홍콩,2026-05-01,683355,4048098.0,-83.11910927057595,-71.86986341124859,0.000683355
반도체 제조장비,8486,HK,홍콩,2026-06-01,6520148,1936197.0,236.75023770824973,854.1377468519291,0.006520148
반도체 제조장비,8486,HK,홍콩,2026-07-01,1021317,2185063.0,-53.259150880317875,-84.33598439790018,0.001021317
선박,8901,GR,그리스,2025-05-01,85500000,,,,0.0855
선박,8901,GR,그리스,2025-09-01,295700000,,,245.84795321637424,0.2957
선박,8901,GR,그리스,2025-12-01,85705367,,,-71.0161085559689,0.085705367
선박,8901,GR,그리스,2026-01-01,304020311,,,254.72727279728002,0.304020311
선박,8901,GR,그리스,2026-03-01,297125340,,,-2.2679310396468866,0.29712534
선박,8901,GR,그리스,2026-04-01,305250164,,,2.734476971906874,0.305250164
선박,8901,GR,그리스,2026-06-01,86537065,,,-71.65044438764004,0.086537065
선박,8901,GR,그리스,2026-07-01,213030900,,,146.1730126853736,0.2130309
선박,8901,ZA,남아프리카공화국,2025-10-01,0,,,,0.0
선박,8901,NL,네덜란드,2025-02-01,0,,,,0.0
선박,8901,NL,네덜란드,2025-03-01,0,,,,0.0
선박,8901,NL,네덜란드,2025-08-01,5500000,,,inf,0.0055
선박,8901,NL,네덜란드,2025-09-01,3850000,,,-30.000000000000004,0.00385
선박,8901,NO,노르웨이,2025-11-01,5000000,,,,0.005
선박,8901,NO,노르웨이,2026-03-01,213316272,,,4166.32544,0.213316272
선박,8901,NO,노르웨이,2026-04-01,106658136,,,-50.0,0.106658136
선박,8901,NO,노르웨이,2026-05-01,214816272,,,101.40636247383883,0.214816272
선박,8901,NZ,뉴질랜드,2025-08-01,0,,,,0.0
선박,8901,TW,대만,2025-03-01,4731000,,,,0.004731
선박,8901,TW,대만,2025-06-01,0,,,-100.0,0.0
선박,8901,TW,대만,2025-07-01,55826684,,,inf,0.055826684
선박,8901,TW,대만,2025-10-01,350000,,,-99.3730596644429,0.00035
선박,8901,TW,대만,2025-11-01,0,,,-100.0,0.0
선박,8901,TW,대만,2026-01-01,1830000,,,inf,0.00183
선박,8901,TW,대만,2026-02-01,1397874,,,-23.61344262295082,0.001397874
선박,8901,TW,대만,2026-05-01,1700000,,,21.61324983510675,0.0017
선박,8901,TW,대만,2026-06-01,3780000,,,122.3529411764706,0.00378
선박,8901,DK,덴마크,2025-01-01,188550000,,,,0.18855
선박,8901,DK,덴마크,2025-02-01,188550000,,,0.0,0.18855
선박,8901,DK,덴마크,2025-03-01,188550000,,,0.0,0.18855
선박,8901,DK,덴마크,2025-05-01,188550000,,,0.0,0.18855
선박,8901,DK,덴마크,2025-06-01,195550000,,,3.712543092018028,0.19555
선박,8901,DK,덴마크,2025-07-01,195550000,,,0.0,0.19555
선박,8901,DK,덴마크,2025-08-01,195550000,,,0.0,0.19555
선박,8901,DK,덴마크,2025-09-01,195550000,,,0.0,0.19555
선박,8901,DK,덴마크,2025-10-01,195550000,,,0.0,0.19555
선박,8901,DK,덴마크,2025-12-01,195550000,,,0.0,0.19555
선박,8901,DK,덴마크,2026-07-01,110212439,,,-43.63976527742265,0.110212439
선박,8901,DE,독일,2025-01-01,166224083,,,,0.166224083
선박,8901,DE,독일,2025-03-01,165467165,,,-0.4553600094157284,0.165467165
선박,8901,DE,독일,2025-05-01,333543310,,,101.57673578319906,0.33354331
선박,8901,DE,독일,2026-01-01,0,,,-100.0,0.0
선박,8901,LR,라이베리아,2025-01-01,457547148,,,,0.457547148
선박,8901,LR,라이베리아,2025-02-01,245290001,,,-46.390224029983465,0.245290001
선박,8901,LR,라이베리아,2025-03-01,632594785,,,157.89668654288113,0.632594785
선박,8901,LR,라이베리아,2025-04-01,187063937,,,-70.42910541856585,0.187063937
선박,8901,LR,라이베리아,2025-05-01,391432656,,,109.2507312085493,0.391432656
선박,8901,LR,라이베리아,2025-06-01,596281256,,,52.33303784444596,0.596281256
선박,8901,LR,라이베리아,2025-07-01,785965984,,,31.811284706893428,0.785965984
선박,8901,LR,라이베리아,2025-08-01,425514319,,,-45.86097519965953,0.425514319
선박,8901,LR,라이베리아,2025-09-01,421532320,,,-0.9358084610073925,0.42153232
선박,8901,LR,라이베리아,2025-10-01,398654455,,,-5.427309820513882,0.398654455
선박,8901,LR,라이베리아,2025-11-01,107742862,,,-72.9733706349776,0.107742862
선박,8901,LR,라이베리아,2025-12-01,399134261,,,270.4507691655713,0.399134261
선박,8901,LR,라이베리아,2026-01-01,418143042,457547148.0,-8.612031824969435,4.762502961378212,0.418143042
선박,8901,LR,라이베리아,2026-02-01,259288341,245290001.0,5.70685308937644,-37.9905164128021,0.259288341
선박,8901,LR,라이베리아,2026-03-01,500833327,632594785.0,-20.828729721507266,93.15690210690961,0.500833327
선박,8901,LR,라이베리아,2026-04-01,330783314,187063937.0,76.82901328009577,-33.95341400673202,0.330783314
선박,8901,LR,라이베리아,2026-05-01,337600000,391432656.0,-13.752724810982553,2.060770816269164,0.3376
선박,8901,LR,라이베리아,2026-06-01,278292252,596281256.0,-53.328693598914676,-17.56746090047393,0.278292252
선박,8901,LR,라이베리아,2026-07-01,420316835,785965984.0,-46.52226132473438,51.03432883212287,0.420316835
선박,8901,RU,러시아 연방,2025-08-01,4850000,,,,0.00485
선박,8901,RU,러시아 연방,2025-11-01,0,,,-100.0,0.0
선박,8901,RU,러시아 연방,2026-05-01,0,,,,0.0
선박,8901,RO,루마니아,2025-05-01,0,,,,0.0
선박,8901,MH,마샬군도,2025-01-01,396173922,,,,0.396173922
선박,8901,MH,마샬군도,2025-02-01,355369672,,,-10.299579991032326,0.355369672
선박,8901,MH,마샬군도,2025-03-01,121914450,,,-65.69362565075615,0.12191445
선박,8901,MH,마샬군도,2025-04-01,179129916,,,46.93083223522725,0.179129916
선박,8901,MH,마샬군도,2025-05-01,277453692,,,54.889645568750225,0.277453692
선박,8901,MH,마샬군도,2025-06-01,149790678,,,-46.01236807474164,0.149790678
선박,8901,MH,마샬군도,2025-07-01,226745406,,,51.374844568097885,0.226745406
선박,8901,MH,마샬군도,2025-08-01,611704816,,,169.77605711667647,0.611704816
선박,8901,MH,마샬군도,2025-09-01,479498234,,,-21.612807115777233,0.479498234
선박,8901,MH,마샬군도,2025-10-01,461643812,,,-3.7235636617589662,0.461643812
선박,8901,MH,마샬군도,2025-11-01,327273628,,,-29.10689594600263,0.327273628
선박,8901,MH,마샬군도,2025-12-01,1008278906,,,208.0843733611191,1.008278906
선박,8901,MH,마샬군도,2026-01-01,294475290,396173922.0,-25.67019845390025,-70.7942625549681,0.29447529
선박,8901,MH,마샬군도,2026-02-01,822072576,355369672.0,131.32885014453342,179.16521484705896,0.822072576
선박,8901,MH,마샬군도,2026-03-01,582174939,121914450.0,377.5274292752008,-29.182050831482787,0.582174939
선박,8901,MH,마샬군도,2026-04-01,541813174,179129916.0,202.46939545262782,-6.932927251957855,0.541813174
선박,8901,MH,마샬군도,2026-05-01,692974802,277453692.0,149.7623286267173,27.89921604970056,0.692974802
선박,8901,MH,마샬군도,2026-06-01,714292955,149790678.0,376.8607529768976,3.076324411576503,0.714292955
선박,8901,MH,마샬군도,2026-07-01,864132714,226745406.0,281.1026336736454,20.97735361256643,0.864132714
선박,8901,MY,말레이시아,2025-01-01,0,,,,0.0
선박,8901,MY,말레이시아,2025-09-01,480000,,,inf,0.00048
선박,8901,MY,말레이시아,2025-11-01,358000,,,-25.416666666666664,0.000358
선박,8901,MY,말레이시아,2026-01-01,1700000,,,374.86033519553075,0.0017
선박,8901,MX,멕시코,2026-07-01,0,,,,0.0
선박,8901,MT,몰타,2025-01-01,173441252,,,,0.173441252
선박,8901,MT,몰타,2025-03-01,536783958,,,209.49036161247267,0.536783958
선박,8901,MT,몰타,2025-04-01,407833265,,,-24.022829124859946,0.407833265
선박,8901,MT,몰타,2025-05-01,128863550,,,-68.4028839579822,0.12886355
선박,8901,MT,몰타,2025-06-01,173446885,,,34.5973201886802,0.173446885
선박,8901,MT,몰타,2025-09-01,173458523,,,0.006709835117524321,0.173458523
선박,8901,MT,몰타,2025-10-01,214900000,,,23.891288985551885,0.2149
선박,8901,MT,몰타,2025-11-01,173473711,,,-19.277007445323402,0.173473711
선박,8901,MT,몰타,2025-12-01,405615100,,,133.81934799331066,0.4056151
선박,8901,MT,몰타,2026-02-01,388452585,,,-4.231231776134569,0.388452585
선박,8901,MT,몰타,2026-03-01,173505053,,,-55.33430341311798,0.173505053
선박,8901,MT,몰타,2026-04-01,261000000,,,50.42789560716714,0.261
선박,8901,MT,몰타,2026-05-01,237823744,173441252.0,37.12063379247286,-8.879791570881224,0.237823744
선박,8901,MT,몰타,2026-06-01,672784874,536783958.0,25.336248219251,182.8922220650937,0.672784874
선박,8901,US,미국,2025-01-01,0,,,,0.0
선박,8901,US,미국,2025-03-01,0,,,,0.0
선박,8901,US,미국,2025-05-01,0,,,,0.0
선박,8901,US,미국,2025-07-01,0,,,,0.0
선박,8901,US,미국,2025-10-01,0,,,,0.0
선박,8901,US,미국,2026-06-01,0,,,,0.0
선박,8901,US,미국,2026-07-01,123666076,,,inf,0.123666076
선박,8901,BS,바하마,2025-01-01,112470417,,,,0.112470417
선박,8901,BS,바하마,2025-03-01,115558631,,,2.745801146980731,0.115558631
선박,8901,BS,바하마,2025-07-01,115850210,,,0.2523212653843254,0.11585021
선박,8901,BS,바하마,2026-01-01,98797100,,,-14.719964685433029,0.0987971
선박,8901,BS,바하마,2026-03-01,217800800,,,120.45262462157291,0.2178008
선박,8901,BS,바하마,2026-05-01,232700000,,,6.840746223154359,0.2327
선박,8901,BS,바하마,2026-06-01,130185910,,,-44.054185646755485,0.13018591
선박,8901,BS,바하마,2026-07-01,232700000,,,78.74438178448035,0.2327
선박,8901,BD,방글라데시,2026-01-01,978670,,,,0.00097867
선박,8901,BD,방글라데시,2026-03-01,73847570,,,7445.706928791114,0.07384757
선박,8901,BD,방글라데시,2026-04-01,1695000,,,-97.70473151655497,0.001695
선박,8901,BD,방글라데시,2026-06-01,1508000,,,-11.032448377581117,0.001508
선박,8901,BM,버뮤다,2025-02-01,208224344,,,,0.208224344
선박,8901,BM,버뮤다,2025-04-01,211006747,,,1.3362524988912883,0.211006747
선박,8901,BM,버뮤다,2025-06-01,210895567,,,-0.052690258288279335,0.210895567
선박,8901,BM,버뮤다,2025-07-01,210700301,,,-0.09258895422870062,0.210700301
선박,8901,BM,버뮤다,2025-08-01,211426700,,,0.34475460953422576,0.2114267
선박,8901,BM,버뮤다,2025-09-01,416731087,,,97.10428578793501,0.416731087
선박,8901,BM,버뮤다,2025-10-01,210569527,,,-49.47112572861645,0.210569527
선박,8901,BM,버뮤다,2025-11-01,205163400,,,-2.5673833612211094,0.2051634
선박,8901,BM,버뮤다,2025-12-01,210461892,,,2.582571745252804,0.210461892
선박,8901,BM,버뮤다,2026-01-01,210656254,,,0.09235021036493318,0.210656254
선박,8901,BM,버뮤다,2026-04-01,210574120,,,-0.0389895853744715,0.21057412
선박,8901,BM,버뮤다,2026-05-01,210611186,,,0.017602353033696616,0.210611186
선박,8901,BM,버뮤다,2026-06-01,210811152,208224344.0,1.2423177570438204,0.09494557425833161,0.210811152
선박,8901,BM,버뮤다,2026-07-01,214900000,211006747.0,1.845084602910818,1.9395786044563712,0.2149
선박,8901,VN,베트남,2025-03-01,660000,,,,0.00066
선박,8901,VN,베트남,2025-07-01,0,,,-100.0,0.0
선박,8901,VN,베트남,2025-08-01,0,,,,0.0
선박,8901,VN,베트남,2025-09-01,5850000,,,inf,0.00585
선박,8901,VN,베트남,2026-01-01,0,,,-100.0,0.0
선박,8901,VN,베트남,2026-06-01,0,,,,0.0
선박,8901,BE,벨기에,2025-01-01,69170810,,,,0.06917081
선박,8901,BE,벨기에,2025-04-01,69151310,,,-0.028191082336614937,0.06915131
선박,8901,BE,벨기에,2026-03-01,332177500,,,380.36327872892065,0.3321775
선박,8901,BE,벨기에,2026-05-01,78497360,,,-76.36885099081063,0.07849736
선박,8901,BE,벨기에,2026-07-01,78477560,,,-0.025223778226424187,0.07847756
선박,8901,LK,스리랑카,2025-02-01,825000,,,,0.000825
선박,8901,SG,싱가포르,2025-01-01,24751311,,,,0.024751311
선박,8901,SG,싱가포르,2025-02-01,336709881,,,1260.371905148782,0.336709881
선박,8901,SG,싱가포르,2025-03-01,632731394,,,87.91589724686457,0.632731394
선박,8901,SG,싱가포르,2025-04-01,166834600,,,-73.6326343876656,0.1668346
선박,8901,SG,싱가포르,2025-05-01,257355387,,,54.25780203866584,0.257355387
선박,8901,SG,싱가포르,2025-06-01,291149051,,,13.13112750190848,0.291149051
선박,8901,SG,싱가포르,2025-07-01,124264484,,,-57.31928935602129,0.124264484
선박,8901,SG,싱가포르,2025-08-01,742186863,,,497.26386744582624,0.742186863
선박,8901,SG,싱가포르,2025-09-01,193005062,,,-73.99508511645536,0.193005062
선박,8901,SG,싱가포르,2025-10-01,194740391,,,0.8991106150366246,0.194740391
선박,8901,SG,싱가포르,2025-12-01,478862776,,,145.89802533568908,0.478862776
선박,8901,SG,싱가포르,2026-01-01,437502873,,,-8.637109642450058,0.437502873
선박,8901,SG,싱가포르,2026-02-01,477144350,24751311.0,1827.7538470588488,9.060849527267,0.47714435
선박,8901,SG,싱가포르,2026-03-01,933,336709881.0,-99.99972290685464,-99.99980446168964,9.33e-07
선박,8901,SG,싱가포르,2026-04-01,417360010,632731394.0,-34.038359095550106,44733020.04287245,0.41736001
선박,8901,SG,싱가포르,2026-05-01,342066719,166834600.0,105.03343970615208,-18.040370230966786,0.342066719
선박,8901,SG,싱가포르,2026-06-01,455055963,257355387.0,76.82006516537383,33.03134672975887,0.455055963
