MTI6코드,품목명,원본파일,원본행,MTI1,MTI2,MTI3,MTI4
841210,유입식 변압기,KITA_MTI6_01.xls,56,8,84,841,8412
841220,건식 변압기,KITA_MTI6_03.xls,60,8,84,841,8412
841230,변성기,KITA_MTI6_07.xls,98,8,84,841,8412
841240,전압조정기,KITA_MTI6_09.xls,52,8,84,841,8412
841310,고압 개폐기 및 차단기,KITA_MTI6_02.xls,77,8,84,841,8413
841320,저압스위치 및 차단기,KITA_MTI6_02.xls,86,8,84,841,8413
841330,고압회로접속기,KITA_MTI6_05..xls,92,8,84,841,8413
841340,애자,KITA_MTI6_08.xls,54,8,84,841,8413
841390,기타회로보호용기기,KITA_MTI6_03.xls,38,8,84,841,8413
841420,고압배전반,KITA_MTI6_04.xls,34,8,84,841,8414
841430,고압자동제어반,KITA_MTI6_05..xls,16,8,84,841,8414
841440,전력량계,KITA_MTI6_09.xls,29,8,84,841,8414
841510,저압케이블,KITA_MTI6_01.xls,89,8,84,841,8415
841520,고압케이블,KITA_MTI6_01.xls,90,8,84,841,8415
842110,권선,KITA_MTI6_04.xls,20,8,84,842,8421
842120,동축케이블,KITA_MTI6_04.xls,78,8,84,842,8421
842130,와이어하네스,KITA_MTI6_02.xls,60,8,84,842,8421
842140,통신선,KITA_MTI6_04.xls,7,8,84,842,8421
842150,절연코드세트,KITA_MTI6_03.xls,22,8,84,842,8421
842160,광케이블,KITA_MTI6_05..xls,10,8,84,842,8421
842210,소형전동기,KITA_MTI6_03.xls,36,8,84,842,8422
842220,교류 및 직류겸용 전동기,KITA_MTI6_03.xls,37,8,84,842,8422
842230,직류전동기,KITA_MTI6_02.xls,76,8,84,842,8422
842310,안정기,KITA_MTI6_08.xls,90,8,84,842,8423
842320,정류기,KITA_MTI6_06.xls,28,8,84,842,8423
842330,무정전전원장치,KITA_MTI6_06.xls,80,8,84,842,8423
842340,인버터,KITA_MTI6_05..xls,9,8,84,842,8423
842350,밧데리충전기,KITA_MTI6_05..xls,52,8,84,842,8423
842360,파워팩,KITA_MTI6_10.xls,26,8,84,842,8423
842370,아답터,KITA_MTI6_08.xls,24,8,84,842,8423
842380,파워서플라이,KITA_MTI6_09.xls,45,8,84,842,8423
842390,기타정지형변환기,KITA_MTI6_02.xls,73,8,84,842,8423
842410,실험실용 전기로,KITA_MTI6_09.xls,34,8,84,842,8424
842420,금속공업용 전기로,KITA_MTI6_07.xls,76,8,84,842,8424
842430,식품공업용 전기로,KITA_MTI6_12.xls,18,8,84,842,8424
842490,기타용의 전기로,KITA_MTI6_04.xls,48,8,84,842,8424
842510,수치제어반,KITA_MTI6_09.xls,22,8,84,842,8425
842520,프로그램이 가능한 제어기,KITA_MTI6_04.xls,43,8,84,842,8425
842530,자동제어반,KITA_MTI6_01.xls,79,8,84,842,8425
842910,전자석,KITA_MTI6_05..xls,82,8,84,842,8429
842990,기타 기기,KITA_MTI6_06.xls,7,8,84,842,8429
849110,전동기 부분품,KITA_MTI6_03.xls,29,8,84,849,8491
849120,발전기 부분품,KITA_MTI6_05..xls,86,8,84,849,8491
849210,변환장치 부분품,KITA_MTI6_03.xls,39,8,84,849,8492
849220,배전보드,KITA_MTI6_03.xls,80,8,84,849,8492
849230,개폐기부분품,KITA_MTI6_05..xls,18,8,84,849,8492
849240,차단기 부분품,KITA_MTI6_04.xls,61,8,84,849,8492
849250,계전기 부분품,KITA_MTI6_07.xls,83,8,84,849,8492
849260,제어반 부분품,KITA_MTI6_03.xls,64,8,84,849,8492
849310,탄소 제품 부품,KITA_MTI6_05..xls,56,8,84,849,8493
849490,기타 절연 제품 부품,KITA_MTI6_03.xls,53,8,84,849,8494
849910,전자담배,KITA_MTI6_09.xls,26,8,84,849,8499
849930,전기ㆍ전자 웨이스트와 스크랩,KITA_MTI6_06.xls,31,8,84,849,8499
849990,기타 전기부품,KITA_MTI6_05..xls,8,8,84,849,8499
911000,서적,KITA_MTI6_04.xls,13,9,91,911,9110
912000,신문등정기간행물,KITA_MTI6_10.xls,6,9,91,912,9120
919000,기타인쇄물,KITA_MTI6_05..xls,28,9,91,919,9190
921000,그림,KITA_MTI6_04.xls,6,9,92,921,9210
922000,조각품,KITA_MTI6_06.xls,27,9,92,922,9220
923000,우표,KITA_MTI6_09.xls,96,9,92,923,9230
924000,골동품,KITA_MTI6_11.xls,20,9,92,924,9240
925000,기타수집품,KITA_MTI6_10.xls,85,9,92,925,9250
931110,바이오의약품,KITA_MTI6_01.xls,23,9,93,931,9311
931120,화학의약품,KITA_MTI6_02.xls,18,9,93,931,9311
931210,바이오원료,KITA_MTI6_03.xls,17,9,93,931,9312
931220,화학원료,KITA_MTI6_01.xls,66,9,93,931,9312
932010,체외진단용시약,KITA_MTI6_02.xls,70,9,93,932,9320
932020,치과용기기및재료,KITA_MTI6_01.xls,98,9,93,932,9320
932030,영상진단장비,KITA_MTI6_01.xls,94,9,93,932,9320
932040,미용및조직수복용,KITA_MTI6_01.xls,105,9,93,932,9320
932050,안과및광학의료기기,KITA_MTI6_03.xls,101,9,93,932,9320
932060,일반수술및처치용,KITA_MTI6_03.xls,63,9,93,932,9320
932090,기타,KITA_MTI6_02.xls,12,9,93,932,9320
950100,반창고,KITA_MTI6_05..xls,75,9,95,950,9501
950200,붕대,KITA_MTI6_08.xls,55,9,95,950,9502
950990,기타의료위생용품,KITA_MTI6_04.xls,104,9,95,950,9509
961010,다이아몬드,KITA_MTI6_08.xls,91,9,96,961,9610
961020,진주,KITA_MTI6_13.xls,8,9,96,961,9610
961090,기타보석,KITA_MTI6_07.xls,97,9,96,961,9610
962000,귀금속장식품,KITA_MTI6_10.xls,63,9,96,962,9620
963000,공업용귀금속제품,KITA_MTI6_08.xls,49,9,96,963,9630
970100,무기류,KITA_MTI6_01.xls,38,9,97,970,9701
970200,무기류부품,KITA_MTI6_02.xls,37,9,97,970,9702
980000,가발및가눈썹,KITA_MTI6_09.xls,97,9,98,980,9800
999000,기타,KITA_MTI6_04.xls,102,9,99,999,9990
