MTI코드,코드길이,품목명,행,코드열,품목명열
5161,4,4단위,542,1,2
516110,6,6단위,1489,1,2
516120,6,6단위,1490,1,2
516130,6,6단위,1491,1,2
516140,6,6단위,1492,1,2
516150,6,6단위,1493,1,2
516160,6,6단위,1494,1,2
5162,4,4단위,543,1,2
516210,6,6단위,1495,1,2
516220,6,6단위,1496,1,2
516290,6,6단위,1497,1,2
5163,4,4단위,544,1,2
516300,6,6단위,1498,1,2
5164,4,4단위,545,1,2
516400,6,6단위,1499,1,2
517,3,3단위,162,1,2
5171,4,4단위,546,1,2
517100,6,6단위,1500,1,2
5172,4,4단위,547,1,2
517210,6,6단위,1501,1,2
517290,6,6단위,1502,1,2
518,3,3단위,163,1,2
5181,4,4단위,548,1,2
518110,6,6단위,1503,1,2
518120,6,6단위,1504,1,2
518130,6,6단위,1505,1,2
5182,4,4단위,549,1,2
518210,6,6단위,1506,1,2
518220,6,6단위,1507,1,2
518230,6,6단위,1508,1,2
518240,6,6단위,1509,1,2
518250,6,6단위,1510,1,2
518260,6,6단위,1511,1,2
518270,6,6단위,1512,1,2
518290,6,6단위,1513,1,2
5183,4,4단위,550,1,2
518310,6,6단위,1514,1,2
518320,6,6단위,1515,1,2
518330,6,6단위,1516,1,2
518340,6,6단위,1517,1,2
5184,4,4단위,551,1,2
518410,6,6단위,1518,1,2
518440,6,6단위,1519,1,2
518490,6,6단위,1520,1,2
52,2,2단위,35,1,2
521,3,3단위,164,1,2
5211,4,4단위,552,1,2
521110,6,6단위,1521,1,2
521120,6,6단위,1522,1,2
5212,4,4단위,553,1,2
521210,6,6단위,1523,1,2
521220,6,6단위,1524,1,2
521230,6,6단위,1525,1,2
521290,6,6단위,1526,1,2
524,3,3단위,165,1,2
5241,4,4단위,554,1,2
524100,6,6단위,1527,1,2
5242,4,4단위,555,1,2
524200,6,6단위,1528,1,2
5243,4,4단위,556,1,2
524300,6,6단위,1529,1,2
525,3,3단위,166,1,2
5251,4,4단위,557,1,2
525100,6,6단위,1530,1,2
5252,4,4단위,558,1,2
525200,6,6단위,1531,1,2
5253,4,4단위,559,1,2
525300,6,6단위,1532,1,2
5259,4,4단위,560,1,2
525900,6,6단위,1533,1,2
529,3,3단위,167,1,2
5290,4,4단위,561,1,2
529000,6,6단위,1534,1,2
6,1,1단위,7,1,2
61,2,2단위,36,1,2
611,3,3단위,168,1,2
6111,4,4단위,562,1,2
611110,6,6단위,1535,1,2
611120,6,6단위,1536,1,2
611130,6,6단위,1537,1,2
611190,6,6단위,1538,1,2
6112,4,4단위,563,1,2
611200,6,6단위,1539,1,2
612,3,3단위,169,1,2
6121,4,4단위,564,1,2
612110,6,6단위,1540,1,2
612120,6,6단위,1541,1,2
6122,4,4단위,565,1,2
612210,6,6단위,1542,1,2
612220,6,6단위,1543,1,2
6123,4,4단위,566,1,2
612300,6,6단위,1544,1,2
613,3,3단위,170,1,2
6131,4,4단위,567,1,2
613110,6,6단위,1545,1,2
613120,6,6단위,1546,1,2
613130,6,6단위,1547,1,2
6132,4,4단위,568,1,2
613210,6,6단위,1548,1,2
613220,6,6단위,1549,1,2
613230,6,6단위,1550,1,2
6133,4,4단위,569,1,2
613310,6,6단위,1551,1,2
613320,6,6단위,1552,1,2
613330,6,6단위,1553,1,2
6134,4,4단위,570,1,2
613410,6,6단위,1554,1,2
613420,6,6단위,1555,1,2
613430,6,6단위,1556,1,2
6135,4,4단위,571,1,2
613500,6,6단위,1557,1,2
6136,4,4단위,572,1,2
613600,6,6단위,1558,1,2
6137,4,4단위,573,1,2
613700,6,6단위,1559,1,2
614,3,3단위,171,1,2
6141,4,4단위,574,1,2
614110,6,6단위,1560,1,2
614120,6,6단위,1561,1,2
614130,6,6단위,1562,1,2
614140,6,6단위,1563,1,2
614150,6,6단위,1564,1,2
6142,4,4단위,575,1,2
614210,6,6단위,1565,1,2
614220,6,6단위,1566,1,2
614230,6,6단위,1567,1,2
615,3,3단위,172,1,2
6151,4,4단위,576,1,2
615110,6,6단위,1568,1,2
615120,6,6단위,1569,1,2
617,3,3단위,173,1,2
6171,4,4단위,577,1,2
617110,6,6단위,1570,1,2
617120,6,6단위,1571,1,2
619,3,3단위,174,1,2
6191,4,4단위,578,1,2
619110,6,6단위,1572,1,2
619120,6,6단위,1573,1,2
619130,6,6단위,1574,1,2
619140,6,6단위,1575,1,2
619190,6,6단위,1576,1,2
6192,4,4단위,579,1,2
619200,6,6단위,1577,1,2
62,2,2단위,37,1,2
621,3,3단위,175,1,2
6211,4,4단위,580,1,2
621110,6,6단위,1578,1,2
621120,6,6단위,1579,1,2
6212,4,4단위,581,1,2
621210,6,6단위,1580,1,2
621220,6,6단위,1581,1,2
621230,6,6단위,1582,1,2
621240,6,6단위,1583,1,2
621250,6,6단위,1584,1,2
621260,6,6단위,1585,1,2
621270,6,6단위,1586,1,2
6213,4,4단위,582,1,2
621310,6,6단위,1587,1,2
621320,6,6단위,1588,1,2
6214,4,4단위,583,1,2
621400,6,6단위,1589,1,2
6219,4,4단위,584,1,2
621900,6,6단위,1590,1,2
622,3,3단위,176,1,2
6221,4,4단위,585,1,2
622110,6,6단위,1591,1,2
622120,6,6단위,1592,1,2
622130,6,6단위,1593,1,2
6222,4,4단위,586,1,2
622210,6,6단위,1594,1,2
622220,6,6단위,1595,1,2
622230,6,6단위,1596,1,2
622240,6,6단위,1597,1,2
622250,6,6단위,1598,1,2
622260,6,6단위,1599,1,2
622270,6,6단위,1600,1,2
6229,4,4단위,587,1,2
622900,6,6단위,1601,1,2
623,3,3단위,177,1,2
6231,4,4단위,588,1,2
623110,6,6단위,1602,1,2
623120,6,6단위,1603,1,2
623130,6,6단위,1604,1,2
6232,4,4단위,589,1,2
623210,6,6단위,1605,1,2
623220,6,6단위,1606,1,2
623230,6,6단위,1607,1,2
623240,6,6단위,1608,1,2
623250,6,6단위,1609,1,2
623260,6,6단위,1610,1,2
6239,4,4단위,590,1,2
623900,6,6단위,1611,1,2
624,3,3단위,178,1,2
6241,4,4단위,591,1,2
624110,6,6단위,1612,1,2
624120,6,6단위,1613,1,2
6242,4,4단위,592,1,2
624200,6,6단위,1614,1,2
6249,4,4단위,593,1,2
624900,6,6단위,1615,1,2
625,3,3단위,179,1,2
6251,4,4단위,594,1,2
625110,6,6단위,1616,1,2
625120,6,6단위,1617,1,2
6252,4,4단위,595,1,2
625210,6,6단위,1618,1,2
625220,6,6단위,1619,1,2
625230,6,6단위,1620,1,2
625240,6,6단위,1621,1,2
625250,6,6단위,1622,1,2
6259,4,4단위,596,1,2
625900,6,6단위,1623,1,2
626,3,3단위,180,1,2
6261,4,4단위,597,1,2
626110,6,6단위,1624,1,2
626120,6,6단위,1625,1,2
6262,4,4단위,598,1,2
626210,6,6단위,1626,1,2
626220,6,6단위,1627,1,2
626230,6,6단위,1628,1,2
626240,6,6단위,1629,1,2
626250,6,6단위,1630,1,2
626260,6,6단위,1631,1,2
6269,4,4단위,599,1,2
626900,6,6단위,1632,1,2
627,3,3단위,181,1,2
6271,4,4단위,600,1,2
627110,6,6단위,1633,1,2
627120,6,6단위,1634,1,2
6272,4,4단위,601,1,2
627210,6,6단위,1635,1,2
627220,6,6단위,1636,1,2
627230,6,6단위,1637,1,2
627240,6,6단위,1638,1,2
6279,4,4단위,602,1,2
627900,6,6단위,1639,1,2
628,3,3단위,182,1,2
6281,4,4단위,603,1,2
628110,6,6단위,1640,1,2
628190,6,6단위,1641,1,2
6282,4,4단위,604,1,2
628210,6,6단위,1642,1,2
628290,6,6단위,1643,1,2
6283,4,4단위,605,1,2
628300,6,6단위,1644,1,2
629,3,3단위,183,1,2
6290,4,4단위,606,1,2
629000,6,6단위,1645,1,2
63,2,2단위,38,1,2
630,3,3단위,184,1,2
6301,4,4단위,607,1,2
630100,6,6단위,1646,1,2
64,2,2단위,39,1,2
641,3,3단위,185,1,2
6410,4,4단위,608,1,2
641000,6,6단위,1647,1,2
642,3,3단위,186,1,2
6420,4,4단위,609,1,2
642000,6,6단위,1648,1,2
643,3,3단위,187,1,2
6430,4,4단위,610,1,2
643000,6,6단위,1649,1,2
69,2,2단위,40,1,2
690,3,3단위,188,1,2
6900,4,4단위,611,1,2
690000,6,6단위,1650,1,2
691,3,3단위,189,1,2
6911,4,4단위,612,1,2
691110,6,6단위,1651,1,2
691120,6,6단위,1652,1,2
691130,6,6단위,1653,1,2
691190,6,6단위,1654,1,2
6912,4,4단위,613,1,2
691210,6,6단위,1655,1,2
691220,6,6단위,1656,1,2
691290,6,6단위,1657,1,2
6913,4,4단위,614,1,2
691310,6,6단위,1658,1,2
691390,6,6단위,1659,1,2
6914,4,4단위,615,1,2
691400,6,6단위,1660,1,2
6919,4,4단위,616,1,2
691900,6,6단위,1661,1,2
692,3,3단위,190,1,2
6921,4,4단위,617,1,2
692110,6,6단위,1662,1,2
692120,6,6단위,1663,1,2
692130,6,6단위,1664,1,2
6922,4,4단위,618,1,2
692210,6,6단위,1665,1,2
692220,6,6단위,1666,1,2
692230,6,6단위,1667,1,2
692240,6,6단위,1668,1,2
692250,6,6단위,1669,1,2
692260,6,6단위,1670,1,2
6923,4,4단위,619,1,2
692310,6,6단위,1671,1,2
692320,6,6단위,1672,1,2
692330,6,6단위,1673,1,2
692390,6,6단위,1674,1,2
6924,4,4단위,620,1,2
692400,6,6단위,1675,1,2
6925,4,4단위,621,1,2
692500,6,6단위,1676,1,2
6926,4,4단위,622,1,2
692610,6,6단위,1677,1,2
692620,6,6단위,1678,1,2
692690,6,6단위,1679,1,2
6929,4,4단위,623,1,2
692900,6,6단위,1680,1,2
7,1,1단위,8,1,2
71,2,2단위,41,1,2
711,3,3단위,191,1,2
7111,4,4단위,624,1,2
711110,6,6단위,1681,1,2
711120,6,6단위,1682,1,2
711130,6,6단위,1683,1,2
711190,6,6단위,1684,1,2
7112,4,4단위,625,1,2
711210,6,6단위,1685,1,2
711220,6,6단위,1686,1,2
7113,4,4단위,626,1,2
711300,6,6단위,1687,1,2
712,3,3단위,192,1,2
7121,4,4단위,627,1,2
712110,6,6단위,1688,1,2
712120,6,6단위,1689,1,2
7122,4,4단위,628,1,2
712210,6,6단위,1690,1,2
712220,6,6단위,1691,1,2
712230,6,6단위,1692,1,2
712290,6,6단위,1693,1,2
7123,4,4단위,629,1,2
712310,6,6단위,1694,1,2
712320,6,6단위,1695,1,2
713,3,3단위,193,1,2
7131,4,4단위,630,1,2
713100,6,6단위,1696,1,2
7132,4,4단위,631,1,2
713200,6,6단위,1697,1,2
7133,4,4단위,632,1,2
713300,6,6단위,1698,1,2
7134,4,4단위,633,1,2
713400,6,6단위,1699,1,2
7135,4,4단위,634,1,2
713510,6,6단위,1700,1,2
713520,6,6단위,1701,1,2
7136,4,4단위,635,1,2
713610,6,6단위,1702,1,2
713620,6,6단위,1703,1,2
714,3,3단위,194,1,2
7141,4,4단위,636,1,2
714100,6,6단위,1704,1,2
7142,4,4단위,637,1,2
714200,6,6단위,1705,1,2
7143,4,4단위,638,1,2
714300,6,6단위,1706,1,2
7144,4,4단위,639,1,2
714400,6,6단위,1707,1,2
7145,4,4단위,640,1,2
714500,6,6단위,1708,1,2
715,3,3단위,195,1,2
7151,4,4단위,641,1,2
715110,6,6단위,1709,1,2
715120,6,6단위,1710,1,2
7152,4,4단위,642,1,2
715210,6,6단위,1711,1,2
715220,6,6단위,1712,1,2
716,3,3단위,196,1,2
7161,4,4단위,643,1,2
716110,6,6단위,1713,1,2
716120,6,6단위,1714,1,2
7162,4,4단위,644,1,2
716210,6,6단위,1715,1,2
716220,6,6단위,1716,1,2
7163,4,4단위,645,1,2
716310,6,6단위,1717,1,2
716320,6,6단위,1718,1,2
719,3,3단위,197,1,2
7191,4,4단위,646,1,2
719110,6,6단위,1719,1,2
719190,6,6단위,1720,1,2
7192,4,4단위,647,1,2
719210,6,6단위,1721,1,2
719290,6,6단위,1722,1,2
72,2,2단위,42,1,2
721,3,3단위,198,1,2
7211,4,4단위,648,1,2
721110,6,6단위,1723,1,2
721120,6,6단위,1724,1,2
721130,6,6단위,1725,1,2
721190,6,6단위,1726,1,2
7212,4,4단위,649,1,2
721210,6,6단위,1727,1,2
721220,6,6단위,1728,1,2
722,3,3단위,199,1,2
7221,4,4단위,650,1,2
722100,6,6단위,1729,1,2
7222,4,4단위,651,1,2
722200,6,6단위,1730,1,2
7223,4,4단위,652,1,2
722300,6,6단위,1731,1,2
7224,4,4단위,653,1,2
722400,6,6단위,1732,1,2
7229,4,4단위,654,1,2
722900,6,6단위,1733,1,2
723,3,3단위,200,1,2
7231,4,4단위,655,1,2
723110,6,6단위,1734,1,2
723120,6,6단위,1735,1,2
723190,6,6단위,1736,1,2
7232,4,4단위,656,1,2
723200,6,6단위,1737,1,2
724,3,3단위,201,1,2
7241,4,4단위,657,1,2
724110,6,6단위,1738,1,2
724120,6,6단위,1739,1,2
724130,6,6단위,1740,1,2
724140,6,6단위,1741,1,2
724150,6,6단위,1742,1,2
724160,6,6단위,1743,1,2
724190,6,6단위,1744,1,2
7242,4,4단위,658,1,2
724210,6,6단위,1745,1,2
724220,6,6단위,1746,1,2
7243,4,4단위,659,1,2
724310,6,6단위,1747,1,2
724390,6,6단위,1748,1,2
7249,4,4단위,660,1,2
724900,6,6단위,1749,1,2
729,3,3단위,202,1,2
7290,4,4단위,661,1,2
729010,6,6단위,1750,1,2
729020,6,6단위,1751,1,2
73,2,2단위,43,1,2
732,3,3단위,203,1,2
7321,4,4단위,662,1,2
732100,6,6단위,1752,1,2
7322,4,4단위,663,1,2
732200,6,6단위,1753,1,2
734,3,3단위,204,1,2
7341,4,4단위,664,1,2
734100,6,6단위,1754,1,2
7342,4,4단위,665,1,2
734200,6,6단위,1755,1,2
735,3,3단위,205,1,2
7351,4,4단위,666,1,2
735100,6,6단위,1756,1,2
7352,4,4단위,667,1,2
735200,6,6단위,1757,1,2
736,3,3단위,206,1,2
7361,4,4단위,668,1,2
736100,6,6단위,1758,1,2
7362,4,4단위,669,1,2
736200,6,6단위,1759,1,2
74,2,2단위,44,1,2
741,3,3단위,207,1,2
7411,4,4단위,670,1,2
741110,6,6단위,1760,1,2
741120,6,6단위,1761,1,2
741130,6,6단위,1762,1,2
741140,6,6단위,1763,1,2
741150,6,6단위,1764,1,2
741160,6,6단위,1765,1,2
7412,4,4단위,671,1,2
741210,6,6단위,1766,1,2
741220,6,6단위,1767,1,2
741230,6,6단위,1768,1,2
741240,6,6단위,1769,1,2
741250,6,6단위,1770,1,2
741260,6,6단위,1771,1,2
7413,4,4단위,672,1,2
741310,6,6단위,1772,1,2
741320,6,6단위,1773,1,2
741330,6,6단위,1774,1,2
741340,6,6단위,1775,1,2
741350,6,6단위,1776,1,2
741360,6,6단위,1777,1,2
7414,4,4단위,673,1,2
741410,6,6단위,1778,1,2
741420,6,6단위,1779,1,2
741430,6,6단위,1780,1,2
741440,6,6단위,1781,1,2
741450,6,6단위,1782,1,2
741460,6,6단위,1783,1,2
7415,4,4단위,674,1,2
741500,6,6단위,1784,1,2
7416,4,4단위,675,1,2
741600,6,6단위,1785,1,2
742,3,3단위,208,1,2
7420,4,4단위,676,1,2
742000,6,6단위,1786,1,2
742010,6,6단위,1787,1,2
7421,4,4단위,677,1,2
742130,6,6단위,1788,1,2
743,3,3단위,209,1,2
7431,4,4단위,678,1,2
743110,6,6단위,1789,1,2
743190,6,6단위,1790,1,2
7432,4,4단위,679,1,2
743200,6,6단위,1791,1,2
7433,4,4단위,680,1,2
743300,6,6단위,1792,1,2
7434,4,4단위,681,1,2
743400,6,6단위,1793,1,2
744,3,3단위,210,1,2
7441,4,4단위,682,1,2
744100,6,6단위,1794,1,2
7442,4,4단위,683,1,2
744200,6,6단위,1795,1,2
745,3,3단위,211,1,2
7451,4,4단위,684,1,2
745100,6,6단위,1796,1,2
7452,4,4단위,685,1,2
745200,6,6단위,1797,1,2
746,3,3단위,212,1,2
7461,4,4단위,686,1,2
746110,6,6단위,1798,1,2
746120,6,6단위,1799,1,2
746130,6,6단위,1800,1,2
746140,6,6단위,1801,1,2
746151,6,6단위,1802,1,2
746159,6,6단위,1803,1,2
746160,6,6단위,1804,1,2
746170,6,6단위,1805,1,2
746190,6,6단위,1806,1,2
7462,4,4단위,687,1,2
746200,6,6단위,1807,1,2
7463,4,4단위,688,1,2
746310,6,6단위,1808,1,2
746320,6,6단위,1809,1,2
746330,6,6단위,1810,1,2
746340,6,6단위,1811,1,2
7464,4,4단위,689,1,2
746400,6,6단위,1812,1,2
747,3,3단위,213,1,2
7471,4,4단위,690,1,2
747110,6,6단위,1813,1,2
747120,6,6단위,1814,1,2
747130,6,6단위,1815,1,2
747140,6,6단위,1816,1,2
747150,6,6단위,1817,1,2
7472,4,4단위,691,1,2
747210,6,6단위,1818,1,2
747220,6,6단위,1819,1,2
747290,6,6단위,1820,1,2
748,3,3단위,214,1,2
7481,4,4단위,692,1,2
748100,6,6단위,1821,1,2
7482,4,4단위,693,1,2
748200,6,6단위,1822,1,2
75,2,2단위,45,1,2
751,3,3단위,215,1,2
7511,4,4단위,694,1,2
751110,6,6단위,1823,1,2
751120,6,6단위,1824,1,2
7512,4,4단위,695,1,2
751210,6,6단위,1825,1,2
751220,6,6단위,1826,1,2
7513,4,4단위,696,1,2
751310,6,6단위,1827,1,2
751320,6,6단위,1828,1,2
751330,6,6단위,1829,1,2
751340,6,6단위,1830,1,2
752,3,3단위,216,1,2
7521,4,4단위,697,1,2
752110,6,6단위,1831,1,2
752120,6,6단위,1832,1,2
752130,6,6단위,1833,1,2
752140,6,6단위,1834,1,2
752150,6,6단위,1835,1,2
752160,6,6단위,1836,1,2
752190,6,6단위,1837,1,2
7522,4,4단위,698,1,2
752210,6,6단위,1838,1,2
752220,6,6단위,1839,1,2
752230,6,6단위,1840,1,2
76,2,2단위,46,1,2
761,3,3단위,217,1,2
7611,4,4단위,699,1,2
761100,6,6단위,1841,1,2
7612,4,4단위,700,1,2
761200,6,6단위,1842,1,2
7613,4,4단위,701,1,2
761300,6,6단위,1843,1,2
7614,4,4단위,702,1,2
761400,6,6단위,1844,1,2
7615,4,4단위,703,1,2
761500,6,6단위,1845,1,2
7619,4,4단위,704,1,2
761900,6,6단위,1846,1,2
762,3,3단위,218,1,2
7621,4,4단위,705,1,2
762100,6,6단위,1847,1,2
7622,4,4단위,706,1,2
762200,6,6단위,1848,1,2
7623,4,4단위,707,1,2
762300,6,6단위,1849,1,2
7629,4,4단위,708,1,2
762900,6,6단위,1850,1,2
763,3,3단위,219,1,2
7631,4,4단위,709,1,2
763110,6,6단위,1851,1,2
763120,6,6단위,1852,1,2
763130,6,6단위,1853,1,2
763140,6,6단위,1854,1,2
763150,6,6단위,1855,1,2
763160,6,6단위,1856,1,2
763190,6,6단위,1857,1,2
7632,4,4단위,710,1,2
763210,6,6단위,1858,1,2
763220,6,6단위,1859,1,2
763230,6,6단위,1860,1,2
763240,6,6단위,1861,1,2
763250,6,6단위,1862,1,2
763260,6,6단위,1863,1,2
763270,6,6단위,1864,1,2
763290,6,6단위,1865,1,2
7633,4,4단위,711,1,2
763300,6,6단위,1866,1,2
7634,4,4단위,712,1,2
763410,6,6단위,1867,1,2
763490,6,6단위,1868,1,2
7635,4,4단위,713,1,2
763500,6,6단위,1869,1,2
7636,4,4단위,714,1,2
763610,6,6단위,1870,1,2
763620,6,6단위,1871,1,2
7637,4,4단위,715,1,2
763700,6,6단위,1872,1,2
7639,4,4단위,716,1,2
763900,6,6단위,1873,1,2
8,1,1단위,9,1,2
81,2,2단위,47,1,2
811,3,3단위,220,1,2
8111,4,4단위,717,1,2
811110,6,6단위,1874,1,2
811190,6,6단위,1875,1,2
8113,4,4단위,718,1,2
811310,6,6단위,1876,1,2
811390,6,6단위,1877,1,2
8114,4,4단위,719,1,2
811410,6,6단위,1878,1,2
8115,4,4단위,720,1,2
811500,6,6단위,1879,1,2
8119,4,4단위,721,1,2
811900,6,6단위,1880,1,2
812,3,3단위,221,1,2
8121,4,4단위,722,1,2
812130,6,6단위,1881,1,2
812140,6,6단위,1882,1,2
812150,6,6단위,1883,1,2
812160,6,6단위,1884,1,2
812190,6,6단위,1885,1,2
8122,4,4단위,723,1,2
812200,6,6단위,1886,1,2
8124,4,4단위,724,1,2
812410,6,6단위,1887,1,2
812420,6,6단위,1888,1,2
8125,4,4단위,725,1,2
812510,6,6단위,1889,1,2
812520,6,6단위,1890,1,2
812590,6,6단위,1891,1,2
8126,4,4단위,726,1,2
812610,6,6단위,1892,1,2
812620,6,6단위,1893,1,2
8127,4,4단위,727,1,2
812720,6,6단위,1894,1,2
8128,4,4단위,728,1,2
812810,6,6단위,1895,1,2
812820,6,6단위,1896,1,2
812890,6,6단위,1897,1,2
813,3,3단위,222,1,2
8131,4,4단위,729,1,2
813110,6,6단위,1898,1,2
813120,6,6단위,1899,1,2
8132,4,4단위,730,1,2
813220,6,6단위,1900,1,2
813230,6,6단위,1901,1,2
813240,6,6단위,1902,1,2
813250,6,6단위,1903,1,2
813260,6,6단위,1904,1,2
813290,6,6단위,1905,1,2
8133,4,4단위,731,1,2
813310,6,6단위,1906,1,2
813320,6,6단위,1907,1,2
813330,6,6단위,1908,1,2
813390,6,6단위,1909,1,2
8134,4,4단위,732,1,2
813420,6,6단위,1910,1,2
8135,4,4단위,733,1,2
813510,6,6단위,1911,1,2
813520,6,6단위,1912,1,2
813530,6,6단위,1913,1,2
813590,6,6단위,1914,1,2
8136,4,4단위,734,1,2
813610,6,6단위,1915,1,2
813690,6,6단위,1916,1,2
8137,4,4단위,735,1,2
813700,6,6단위,1917,1,2
8138,4,4단위,736,1,2
813800,6,6단위,1918,1,2
814,3,3단위,223,1,2
8141,4,4단위,737,1,2
814110,6,6단위,1919,1,2
814120,6,6단위,1920,1,2
8142,4,4단위,738,1,2
814210,6,6단위,1921,1,2
814220,6,6단위,1922,1,2
814230,6,6단위,1923,1,2
814240,6,6단위,1924,1,2
814290,6,6단위,1925,1,2
8143,4,4단위,739,1,2
814310,6,6단위,1926,1,2
814320,6,6단위,1927,1,2
8144,4,4단위,740,1,2
814410,6,6단위,1928,1,2
8145,4,4단위,741,1,2
814510,6,6단위,1929,1,2
814520,6,6단위,1930,1,2
814530,6,6단위,1931,1,2
814590,6,6단위,1932,1,2
8146,4,4단위,742,1,2
814610,6,6단위,1933,1,2
814620,6,6단위,1934,1,2
8148,4,4단위,743,1,2
814810,6,6단위,1935,1,2
814820,6,6단위,1936,1,2
8149,4,4단위,744,1,2
814910,6,6단위,1937,1,2
814920,6,6단위,1938,1,2
815,3,3단위,224,1,2
8151,4,4단위,745,1,2
815110,6,6단위,1939,1,2
815120,6,6단위,1940,1,2
815130,6,6단위,1941,1,2
815140,6,6단위,1942,1,2
815150,6,6단위,1943,1,2
815160,6,6단위,1944,1,2
815170,6,6단위,1945,1,2
815180,6,6단위,1946,1,2
815190,6,6단위,1947,1,2
8152,4,4단위,746,1,2
815200,6,6단위,1948,1,2
8153,4,4단위,747,1,2
815300,6,6단위,1949,1,2
8154,4,4단위,748,1,2
815400,6,6단위,1950,1,2
8155,4,4단위,749,1,2
815510,6,6단위,1951,1,2
815520,6,6단위,1952,1,2
815530,6,6단위,1953,1,2
8156,4,4단위,750,1,2
815600,6,6단위,1954,1,2
82,2,2단위,48,1,2
821,3,3단위,225,1,2
8211,4,4단위,751,1,2
821122,6,6단위,1955,1,2
821143,6,6단위,1956,1,2
821170,6,6단위,1957,1,2
8212,4,4단위,752,1,2
821210,6,6단위,1958,1,2
8213,4,4단위,753,1,2
821310,6,6단위,1959,1,2
8214,4,4단위,754,1,2
821410,6,6단위,1960,1,2
821490,6,6단위,1961,1,2
8215,4,4단위,755,1,2
821500,6,6단위,1962,1,2
822,3,3단위,226,1,2
8221,4,4단위,756,1,2
822100,6,6단위,1963,1,2
8222,4,4단위,757,1,2
822210,6,6단위,1964,1,2
822290,6,6단위,1965,1,2
8223,4,4단위,758,1,2
822300,6,6단위,1966,1,2
8224,4,4단위,759,1,2
822490,6,6단위,1967,1,2
8225,4,4단위,760,1,2
822500,6,6단위,1968,1,2
8226,4,4단위,761,1,2
822610,6,6단위,1969,1,2
8227,4,4단위,762,1,2
822720,6,6단위,1970,1,2
8228,4,4단위,763,1,2
822800,6,6단위,1971,1,2
8229,4,4단위,764,1,2
822900,6,6단위,1972,1,2
823,3,3단위,227,1,2
8230,4,4단위,765,1,2
823010,6,6단위,1973,1,2
823020,6,6단위,1974,1,2
823030,6,6단위,1975,1,2
823040,6,6단위,1976,1,2
824,3,3단위,228,1,2
8241,4,4단위,766,1,2
824100,6,6단위,1977,1,2
824110,6,6단위,1978,1,2
8242,4,4단위,767,1,2
824200,6,6단위,1979,1,2
8243,4,4단위,768,1,2
824300,6,6단위,1980,1,2
8244,4,4단위,769,1,2
824400,6,6단위,1981,1,2
8245,4,4단위,770,1,2
824500,6,6단위,1982,1,2
824510,6,6단위,1983,1,2
8246,4,4단위,771,1,2
824600,6,6단위,1984,1,2
8247,4,4단위,772,1,2
824700,6,6단위,1985,1,2
8249,4,4단위,773,1,2
824900,6,6단위,1986,1,2
825,3,3단위,229,1,2
8251,4,4단위,774,1,2
825100,6,6단위,1987,1,2
8252,4,4단위,775,1,2
825200,6,6단위,1988,1,2
8253,4,4단위,776,1,2
825300,6,6단위,1989,1,2
8254,4,4단위,777,1,2
825400,6,6단위,1990,1,2
8255,4,4단위,778,1,2
825500,6,6단위,1991,1,2
8256,4,4단위,779,1,2
825600,6,6단위,1992,1,2
8257,4,4단위,780,1,2
825700,6,6단위,1993,1,2
8258,4,4단위,781,1,2
825800,6,6단위,1994,1,2
8259,4,4단위,782,1,2
825900,6,6단위,1995,1,2
826,3,3단위,230,1,2
8261,4,4단위,783,1,2
826100,6,6단위,1996,1,2
8262,4,4단위,784,1,2
826200,6,6단위,1997,1,2
8269,4,4단위,785,1,2
826910,6,6단위,1998,1,2
826920,6,6단위,1999,1,2
829,3,3단위,231,1,2
8291,4,4단위,786,1,2
829100,6,6단위,2000,1,2
8292,4,4단위,787,1,2
829200,6,6단위,2001,1,2
83,2,2단위,49,1,2
831,3,3단위,232,1,2
8311,4,4단위,788,1,2
831110,6,6단위,2002,1,2
831120,6,6단위,2003,1,2
831130,6,6단위,2004,1,2
831190,6,6단위,2005,1,2
8312,4,4단위,789,1,2
831210,6,6단위,2006,1,2
831220,6,6단위,2007,1,2
831230,6,6단위,2008,1,2
831240,6,6단위,2009,1,2
8313,4,4단위,790,1,2
831310,6,6단위,2010,1,2
831320,6,6단위,2011,1,2
831330,6,6단위,2012,1,2
831340,6,6단위,2013,1,2
831390,6,6단위,2014,1,2
8314,4,4단위,791,1,2
831400,6,6단위,2015,1,2
832,3,3단위,233,1,2
8321,4,4단위,792,1,2
832110,6,6단위,2016,1,2
832190,6,6단위,2017,1,2
8322,4,4단위,793,1,2
832200,6,6단위,2018,1,2
8323,4,4단위,794,1,2
832300,6,6단위,2019,1,2
8324,4,4단위,795,1,2
832490,6,6단위,2020,1,2
8329,4,4단위,796,1,2
832900,6,6단위,2021,1,2
833,3,3단위,234,1,2
8331,4,4단위,797,1,2
833110,6,6단위,2022,1,2
833120,6,6단위,2023,1,2
833190,6,6단위,2024,1,2
8332,4,4단위,798,1,2
833200,6,6단위,2025,1,2
8333,4,4단위,799,1,2
833310,6,6단위,2026,1,2
833320,6,6단위,2027,1,2
833330,6,6단위,2028,1,2
8334,4,4단위,800,1,2
833410,6,6단위,2029,1,2
834,3,3단위,235,1,2
8342,4,4단위,801,1,2
834200,6,6단위,2030,1,2
8343,4,4단위,802,1,2
834300,6,6단위,2031,1,2
8344,4,4단위,803,1,2
834400,6,6단위,2032,1,2
835,3,3단위,236,1,2
8351,4,4단위,804,1,2
835110,6,6단위,2033,1,2
