MTI6코드,품목명,원본파일,원본행
815160,유량압력계,KITA_MTI6_04.xls,9
815170,전기계측기,KITA_MTI6_07.xls,63
815180,전자계측기,KITA_MTI6_03.xls,68
815190,기타계측기,KITA_MTI6_01.xls,45
815200,계측기부품,KITA_MTI6_01.xls,103
815300,자동제어기,KITA_MTI6_02.xls,13
815400,자동제어기부품,KITA_MTI6_05..xls,48
815510,물리화학분석기,KITA_MTI6_02.xls,85
815520,재료시험기,KITA_MTI6_07.xls,92
815530,질량분석기,KITA_MTI6_08.xls,28
815600,분석시험기부품,KITA_MTI6_05..xls,37
821122,LCD TV(디지털의 것),KITA_MTI6_07.xls,57
821143,기타 TV,KITA_MTI6_08.xls,6
821170,칼라TV부품,KITA_MTI6_04.xls,58
821210,흑백TV,KITA_MTI6_12.xls,100
821310,VCR,KITA_MTI6_05..xls,99
821410,캠코더,KITA_MTI6_03.xls,59
821490,기타비디오카메라,KITA_MTI6_05..xls,100
821500,영상기록매체,KITA_MTI6_11.xls,26
822100,라디오,KITA_MTI6_09.xls,39
822210,휴대용라디오카세트,KITA_MTI6_13.xls,29
822290,기타라디오카세트,KITA_MTI6_12.xls,26
822300,카스테레오,KITA_MTI6_04.xls,94
822490,기타컴포넌트,KITA_MTI6_04.xls,31
822500,스피커,KITA_MTI6_06.xls,10
822610,마이크로폰,KITA_MTI6_06.xls,69
822720,오디오레코드,KITA_MTI6_03.xls,44
822800,음향기기부품,KITA_MTI6_04.xls,60
822900,기타음향기기,KITA_MTI6_07.xls,41
823010,냉장고(200리터이하),KITA_MTI6_10.xls,42
823020,냉장고(200-400리터이하),KITA_MTI6_10.xls,14
823030,냉장고(400리터이상),KITA_MTI6_01.xls,100
823040,냉장고부품,KITA_MTI6_04.xls,23
824100,세탁기,KITA_MTI6_02.xls,66
824110,건조기,KITA_MTI6_04.xls,86
824200,에어컨,KITA_MTI6_08.xls,74
824300,선풍기,KITA_MTI6_08.xls,63
824400,환풍기,KITA_MTI6_09.xls,69
824500,진공청소기,KITA_MTI6_08.xls,102
824510,로봇청소기,KITA_MTI6_10.xls,29
824600,믹서,KITA_MTI6_05..xls,57
824700,접시세척기,KITA_MTI6_08.xls,93
824900,기타가정용회전기기,KITA_MTI6_10.xls,100
825100,난방기기,KITA_MTI6_05..xls,68
825200,전기다리미,KITA_MTI6_10.xls,9
825300,헤어드라이어,KITA_MTI6_07.xls,29
825400,전자레인지,KITA_MTI6_12.xls,10
825500,전기밥솥,KITA_MTI6_05..xls,81
825600,보온밥통,KITA_MTI6_12.xls,11
825700,토우스터,KITA_MTI6_12.xls,31
825800,난방및전열기기부품,KITA_MTI6_03.xls,69
825900,기타난방및전열기기,KITA_MTI6_03.xls,102
826100,전구,KITA_MTI6_04.xls,77
826200,전구부품,KITA_MTI6_10.xls,60
826910,기타조명기기,KITA_MTI6_01.xls,96
826920,기타조명기기부품,KITA_MTI6_07.xls,72
829100,기타가정용전자,KITA_MTI6_03.xls,45
829200,기타가정용전자부품,KITA_MTI6_04.xls,10
831110,D램,KITA_MTI6_01.xls,6
831120,낸드,KITA_MTI6_01.xls,15
831130,S램,KITA_MTI6_06.xls,81
831190,기타 메모리반도체,KITA_MTI6_01.xls,7
831210,프로세서와 컨트롤러,KITA_MTI6_01.xls,8
831220,증폭기,KITA_MTI6_04.xls,59
831230,기타 집적회로반도체,KITA_MTI6_01.xls,17
831240,집적회로 반도체부품,KITA_MTI6_03.xls,32
831310,트랜지스터,KITA_MTI6_01.xls,88
831320,다이오드,KITA_MTI6_03.xls,70
831330,반도체기반 트랜스듀서,KITA_MTI6_06.xls,104
831340,개별소자 반도체부품,KITA_MTI6_05..xls,25
831390,기타개별소자반도체,KITA_MTI6_01.xls,73
831400,실리콘웨이퍼,KITA_MTI6_01.xls,51
832110,천연색음극선관,KITA_MTI6_13.xls,77
832190,기타음극선관,KITA_MTI6_13.xls,5
832200,자전관,KITA_MTI6_10.xls,92
832300,방전관,KITA_MTI6_12.xls,95
832490,기타전자관부품,KITA_MTI6_09.xls,81
832900,기타전자관,KITA_MTI6_11.xls,40
833110,고정식저항기,KITA_MTI6_05..xls,32
833120,가변식저항기,KITA_MTI6_11.xls,78
833190,저항기부품,KITA_MTI6_09.xls,82
833200,변성기,KITA_MTI6_03.xls,31
833310,고정식축전기,KITA_MTI6_01.xls,70
833320,가변식축전기,KITA_MTI6_05..xls,35
833330,축전기부품,KITA_MTI6_07.xls,34
833410,계전기,KITA_MTI6_04.xls,87
834200,연결부품,KITA_MTI6_01.xls,49
834300,인쇄회로,KITA_MTI6_01.xls,32
834400,퓨우즈,KITA_MTI6_05..xls,38
835110,건전지,KITA_MTI6_04.xls,67
835120,건전지부품,KITA_MTI6_12.xls,50
836110,리튬이온전지,KITA_MTI6_01.xls,35
836120,연축전지,KITA_MTI6_01.xls,57
836130,기타축전지,KITA_MTI6_07.xls,95
836140,축전지부품,KITA_MTI6_02.xls,34
836210,양극재,KITA_MTI6_01.xls,31
836220,전해액,KITA_MTI6_06.xls,52
836230,분리막,KITA_MTI6_02.xls,89
837110,LCD,KITA_MTI6_01.xls,39
837120,OLED,KITA_MTI6_01.xls,16
837130,"LCD, OLED 이외",KITA_MTI6_08.xls,20
837200,센서,KITA_MTI6_04.xls,56
839000,기타전자부품,KITA_MTI6_03.xls,15
841110,원자로 및 부분품,KITA_MTI6_09.xls,17
841121,태양광 직류발전기,KITA_MTI6_12.xls,71
841129,기타직류발전기,KITA_MTI6_07.xls,42
841131,태양광 교류발전기,KITA_MTI6_12.xls,82
841139,기타교류발전기,KITA_MTI6_06.xls,84
841140,엔진결합발전세트,KITA_MTI6_02.xls,97
841150,풍력발전세트,KITA_MTI6_11.xls,94
841170,기타발전세트,KITA_MTI6_09.xls,72
841180,태양광모듈,KITA_MTI6_06.xls,15
841210,유입식 변압기,KITA_MTI6_01.xls,56
841220,건식 변압기,KITA_MTI6_03.xls,60
841230,변성기,KITA_MTI6_07.xls,98
841240,전압조정기,KITA_MTI6_09.xls,52
841310,고압 개폐기 및 차단기,KITA_MTI6_02.xls,77
841320,저압스위치 및 차단기,KITA_MTI6_02.xls,86
841330,고압회로접속기,KITA_MTI6_05..xls,92
841340,애자,KITA_MTI6_08.xls,54
841390,기타회로보호용기기,KITA_MTI6_03.xls,38
841420,고압배전반,KITA_MTI6_04.xls,34
841430,고압자동제어반,KITA_MTI6_05..xls,16
841440,전력량계,KITA_MTI6_09.xls,29
841510,저압케이블,KITA_MTI6_01.xls,89
841520,고압케이블,KITA_MTI6_01.xls,90
842110,권선,KITA_MTI6_04.xls,20
842120,동축케이블,KITA_MTI6_04.xls,78
842130,와이어하네스,KITA_MTI6_02.xls,60
842140,통신선,KITA_MTI6_04.xls,7
842150,절연코드세트,KITA_MTI6_03.xls,22
842160,광케이블,KITA_MTI6_05..xls,10
842210,소형전동기,KITA_MTI6_03.xls,36
842220,교류 및 직류겸용 전동기,KITA_MTI6_03.xls,37
842230,직류전동기,KITA_MTI6_02.xls,76
842310,안정기,KITA_MTI6_08.xls,90
842320,정류기,KITA_MTI6_06.xls,28
842330,무정전전원장치,KITA_MTI6_06.xls,80
842340,인버터,KITA_MTI6_05..xls,9
842350,밧데리충전기,KITA_MTI6_05..xls,52
842360,파워팩,KITA_MTI6_10.xls,26
842370,아답터,KITA_MTI6_08.xls,24
842380,파워서플라이,KITA_MTI6_09.xls,45
842390,기타정지형변환기,KITA_MTI6_02.xls,73
842410,실험실용 전기로,KITA_MTI6_09.xls,34
842420,금속공업용 전기로,KITA_MTI6_07.xls,76
842430,식품공업용 전기로,KITA_MTI6_12.xls,18
842490,기타용의 전기로,KITA_MTI6_04.xls,48
842510,수치제어반,KITA_MTI6_09.xls,22
842520,프로그램이 가능한 제어기,KITA_MTI6_04.xls,43
842530,자동제어반,KITA_MTI6_01.xls,79
842910,전자석,KITA_MTI6_05..xls,82
842990,기타 기기,KITA_MTI6_06.xls,7
849110,전동기 부분품,KITA_MTI6_03.xls,29
849120,발전기 부분품,KITA_MTI6_05..xls,86
849210,변환장치 부분품,KITA_MTI6_03.xls,39
849220,배전보드,KITA_MTI6_03.xls,80
849230,개폐기부분품,KITA_MTI6_05..xls,18
849240,차단기 부분품,KITA_MTI6_04.xls,61
849250,계전기 부분품,KITA_MTI6_07.xls,83
849260,제어반 부분품,KITA_MTI6_03.xls,64
849310,탄소 제품 부품,KITA_MTI6_05..xls,56
849490,기타 절연 제품 부품,KITA_MTI6_03.xls,53
849910,전자담배,KITA_MTI6_09.xls,26
849930,전기ㆍ전자 웨이스트와 스크랩,KITA_MTI6_06.xls,31
849990,기타 전기부품,KITA_MTI6_05..xls,8
911000,서적,KITA_MTI6_04.xls,13
912000,신문등정기간행물,KITA_MTI6_10.xls,6
919000,기타인쇄물,KITA_MTI6_05..xls,28
921000,그림,KITA_MTI6_04.xls,6
922000,조각품,KITA_MTI6_06.xls,27
923000,우표,KITA_MTI6_09.xls,96
924000,골동품,KITA_MTI6_11.xls,20
925000,기타수집품,KITA_MTI6_10.xls,85
931110,바이오의약품,KITA_MTI6_01.xls,23
931120,화학의약품,KITA_MTI6_02.xls,18
931210,바이오원료,KITA_MTI6_03.xls,17
931220,화학원료,KITA_MTI6_01.xls,66
932010,체외진단용시약,KITA_MTI6_02.xls,70
932020,치과용기기및재료,KITA_MTI6_01.xls,98
932030,영상진단장비,KITA_MTI6_01.xls,94
932040,미용및조직수복용,KITA_MTI6_01.xls,105
932050,안과및광학의료기기,KITA_MTI6_03.xls,101
932060,일반수술및처치용,KITA_MTI6_03.xls,63
932090,기타,KITA_MTI6_02.xls,12
950100,반창고,KITA_MTI6_05..xls,75
950200,붕대,KITA_MTI6_08.xls,55
950990,기타의료위생용품,KITA_MTI6_04.xls,104
961010,다이아몬드,KITA_MTI6_08.xls,91
961020,진주,KITA_MTI6_13.xls,8
961090,기타보석,KITA_MTI6_07.xls,97
962000,귀금속장식품,KITA_MTI6_10.xls,63
963000,공업용귀금속제품,KITA_MTI6_08.xls,49
970100,무기류,KITA_MTI6_01.xls,38
970200,무기류부품,KITA_MTI6_02.xls,37
980000,가발및가눈썹,KITA_MTI6_09.xls,97
999000,기타,KITA_MTI6_04.xls,102
